,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-962430.0,-1273230.0,-1242150.0,-1212330.0,-1188600.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-34303000.0,-24602000.0,-14680000.0,-23868000.0,-23774000.0
Total Unusual Items,-4583000.0,-6063000.0,-5915000.0,-5773000.0,-5660000.0
Total Unusual Items Excluding Goodwill,-4583000.0,-6063000.0,-5915000.0,-5773000.0,-5660000.0
Net Income From Continuing Operation Net Minority Interest,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Reconciled Depreciation,497000.0,306000.0,266000.0,263000.0,351000.0
Reconciled Cost Of Revenue,2330000.0,2471000.0,2453000.0,2229000.0,1728000.0
EBITDA,-38886000.0,-30665000.0,-20595000.0,-29641000.0,-29434000.0
EBIT,-39383000.0,-30971000.0,-20861000.0,-29904000.0,-29785000.0
Net Interest Income,-1864000.0,-1080000.0,36000.0,-1739000.0,-649000.0
Interest Expense,4068000.0,3892000.0,2721000.0,3461000.0,2447000.0
Interest Income,2204000.0,2812000.0,2757000.0,1722000.0,1798000.0
Normalized Income,-40222430.0,-32722230.0,-19000150.0,-28842330.0,-27814600.0
Net Income From Continuing And Discontinued Operation,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Total Expenses,57168000.0,52223000.0,42749000.0,47687000.0,44521000.0
Total Operating Income As Reported,-36914000.0,-27658000.0,-17545000.0,-25839000.0,-25740000.0
Diluted Average Shares,47422119.0,47030820.0,43100237.0,36821915.0,37059186.0
Basic Average Shares,47422119.0,47030820.0,43100237.0,36821915.0,37059186.0
Diluted EPS,-0.92,-0.8,-0.55,-0.91,-0.87
Basic EPS,-0.92,-0.8,-0.55,-0.91,-0.87
Diluted NI Availto Com Stockholders,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Net Income Common Stockholders,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Net Income,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Net Income Including Noncontrolling Interests,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Net Income Continuous Operations,-43843000.0,-37512000.0,-23673000.0,-33403000.0,-32286000.0
Tax Provision,392000.0,2649000.0,91000.0,38000.0,54000.0
Pretax Income,-43451000.0,-34863000.0,-23582000.0,-33365000.0,-32232000.0
Other Income Expense,-4673000.0,-6125000.0,-6073000.0,-5787000.0,-5843000.0
Other Non Operating Income Expenses,-90000.0,-62000.0,-158000.0,-14000.0,-183000.0
Gain On Sale Of Security,-4583000.0,-6063000.0,-5915000.0,-5773000.0,-5660000.0
Net Non Operating Interest Income Expense,-1864000.0,-1080000.0,36000.0,-1739000.0,-649000.0
Interest Expense Non Operating,4068000.0,3892000.0,2721000.0,3461000.0,2447000.0
Interest Income Non Operating,2204000.0,2812000.0,2757000.0,1722000.0,1798000.0
Operating Income,-36914000.0,-27658000.0,-17545000.0,-25839000.0,-25740000.0
Operating Expense,54838000.0,49752000.0,40296000.0,45458000.0,42793000.0
Research And Development,19871000.0,14894000.0,11355000.0,15402000.0,15494000.0
Selling General And Administration,34967000.0,34858000.0,28941000.0,30056000.0,27299000.0
Gross Profit,17924000.0,22094000.0,22751000.0,19619000.0,17053000.0
Cost Of Revenue,2330000.0,2471000.0,2453000.0,2229000.0,1728000.0
Total Revenue,20254000.0,24565000.0,25204000.0,21848000.0,18781000.0
Operating Revenue,20254000.0,24565000.0,25204000.0,21848000.0,18781000.0
