,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,148050.0,0.0,77700.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.21,0.0,0.0
Normalized EBITDA,3671000.0,184000.0,3796000.0,1691000.0,1633000.0
Total Unusual Items,705000.0,114000.0,370000.0,309000.0,691000.0
Total Unusual Items Excluding Goodwill,705000.0,114000.0,370000.0,309000.0,691000.0
Net Income From Continuing Operation Net Minority Interest,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Reconciled Depreciation,1820000.0,1882000.0,1915000.0,1965000.0,2060000.0
Reconciled Cost Of Revenue,14644000.0,13627000.0,11830000.0,12206000.0,12567000.0
EBITDA,4376000.0,298000.0,4166000.0,2000000.0,2324000.0
EBIT,2556000.0,-1584000.0,2251000.0,35000.0,264000.0
Net Interest Income,-1977000.0,-2250000.0,-1801000.0,-1893000.0,-2185000.0
Interest Expense,1977000.0,2250000.0,1801000.0,1893000.0,2185000.0
Normalized Income,22050.0,-3948000.0,157700.0,-2167000.0,-2612000.0
Net Income From Continuing And Discontinued Operation,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Total Expenses,54990000.0,50221000.0,47388000.0,48960000.0,48340000.0
Total Operating Income As Reported,1672000.0,-1661000.0,2017000.0,-316000.0,-428000.0
Diluted Average Shares,47980830.0,45204076.0,48064916.0,43882110.0,43713313.0
Basic Average Shares,46063092.0,45204076.0,44876659.0,43882110.0,43713313.0
Diluted EPS,0.01,-0.08,0.01,-0.04,-0.04
Basic EPS,0.01,-0.08,0.01,-0.04,-0.04
Diluted NI Availto Com Stockholders,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Net Income Common Stockholders,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Net Income,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Net Income Including Noncontrolling Interests,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Net Income Continuous Operations,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Pretax Income,579000.0,-3834000.0,450000.0,-1858000.0,-1921000.0
Other Income Expense,884000.0,77000.0,234000.0,351000.0,692000.0
Other Non Operating Income Expenses,179000.0,-37000.0,-136000.0,42000.0,1000.0
Gain On Sale Of Security,705000.0,114000.0,370000.0,309000.0,691000.0
Net Non Operating Interest Income Expense,-1977000.0,-2250000.0,-1801000.0,-1893000.0,-2185000.0
Interest Expense Non Operating,1977000.0,2250000.0,1801000.0,1893000.0,2185000.0
Operating Income,1672000.0,-1661000.0,2017000.0,-316000.0,-428000.0
Operating Expense,40346000.0,36594000.0,35558000.0,36754000.0,35773000.0
Research And Development,6853000.0,6091000.0,6704000.0,6996000.0,6658000.0
Selling General And Administration,33493000.0,30503000.0,28854000.0,29758000.0,29115000.0
Selling And Marketing Expense,23804000.0,21045000.0,20024000.0,18924000.0,19698000.0
General And Administrative Expense,9689000.0,9458000.0,8830000.0,10834000.0,9417000.0
Other Gand A,9689000.0,9458000.0,8830000.0,10834000.0,9417000.0
Gross Profit,42018000.0,34933000.0,37575000.0,36438000.0,35345000.0
Cost Of Revenue,14644000.0,13627000.0,11830000.0,12206000.0,12567000.0
Total Revenue,56662000.0,48560000.0,49405000.0,48644000.0,47912000.0
Operating Revenue,56662000.0,48560000.0,49405000.0,48644000.0,47912000.0
