,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,382222.535211,
Tax Rate For Calcs,0.323731,0.21,0.244,0.101,0.132394,
Normalized EBITDA,15167000.0,10477000.0,6122000.0,12898000.0,9325000.0,
Total Unusual Items,0.0,0.0,0.0,0.0,2887000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,0.0,2887000.0,
Net Income From Continuing Operation Net Minority Interest,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Reconciled Depreciation,5957000.0,7497000.0,5497000.0,6068000.0,5465000.0,
Reconciled Cost Of Revenue,22604000.0,23723000.0,23086000.0,22378000.0,20921000.0,
EBITDA,15167000.0,10477000.0,6122000.0,12898000.0,12212000.0,
EBIT,9210000.0,2980000.0,625000.0,6830000.0,6747000.0,
Net Interest Income,-2198000.0,-2519000.0,-2842000.0,-3018000.0,-2842000.0,
Interest Expense,2198000.0,2519000.0,2842000.0,3018000.0,2842000.0,
Normalized Income,4742000.0,-7114000.0,-1676000.0,3428000.0,883222.535211,
Net Income From Continuing And Discontinued Operation,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Total Expenses,56479000.0,60666000.0,57061000.0,54325000.0,52590000.0,
Total Operating Income As Reported,3064000.0,1469000.0,5779000.0,3508000.0,5580000.0,
Diluted Average Shares,5553000.0,,5429000.0,5471000.0,5424000.0,5394000.0
Basic Average Shares,5465000.0,,5429000.0,5413000.0,5397000.0,5394000.0
Diluted EPS,0.85,,-0.31,0.63,0.62,-47.2
Basic EPS,0.87,,-0.31,0.63,0.63,-47.2
Diluted NI Availto Com Stockholders,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Net Income Common Stockholders,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Net Income,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Net Income Including Noncontrolling Interests,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Net Income Continuous Operations,4742000.0,-7114000.0,-1676000.0,3428000.0,3388000.0,
Tax Provision,2270000.0,7575000.0,-541000.0,384000.0,517000.0,
Pretax Income,7012000.0,461000.0,-2217000.0,3812000.0,3905000.0,
Other Income Expense,6146000.0,1511000.0,-5154000.0,3322000.0,1167000.0,
Other Non Operating Income Expenses,6146000.0,1511000.0,-5154000.0,3322000.0,-1720000.0,
Special Income Charges,0.0,0.0,0.0,0.0,2887000.0,
Other Special Charges,,0.0,,,-2887000.0,
Net Non Operating Interest Income Expense,-2198000.0,-2519000.0,-2842000.0,-3018000.0,-2842000.0,
Interest Expense Non Operating,2198000.0,2519000.0,2842000.0,3018000.0,2842000.0,
Operating Income,3064000.0,1469000.0,5779000.0,3508000.0,5580000.0,
Operating Expense,33875000.0,36943000.0,33975000.0,31947000.0,31669000.0,
Research And Development,4984000.0,5096000.0,5053000.0,4634000.0,4735000.0,
Selling General And Administration,28891000.0,31847000.0,28922000.0,27313000.0,26934000.0,
Selling And Marketing Expense,10933000.0,11268000.0,10450000.0,9849000.0,10116000.0,
General And Administrative Expense,17958000.0,20579000.0,18472000.0,17464000.0,16818000.0,
Other Gand A,17958000.0,20579000.0,18472000.0,17464000.0,16818000.0,
Gross Profit,36939000.0,38412000.0,39754000.0,35455000.0,37249000.0,
Cost Of Revenue,22604000.0,23723000.0,23086000.0,22378000.0,20921000.0,
Total Revenue,59543000.0,62135000.0,62840000.0,57833000.0,58170000.0,
Operating Revenue,59543000.0,62135000.0,62840000.0,57833000.0,58170000.0,
