,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.247321,0.226,0.21,0.248,0.242978
Normalized EBITDA,155842000.0,135005000.0,-136206000.0,111835000.0,107567000.0
Net Income From Continuing Operation Net Minority Interest,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Reconciled Depreciation,7311000.0,7344000.0,8967000.0,8158000.0,7461000.0
Reconciled Cost Of Revenue,205761000.0,180818000.0,181893000.0,182211000.0,178361000.0
EBITDA,155842000.0,135005000.0,-136206000.0,111835000.0,107567000.0
EBIT,148531000.0,127661000.0,-145173000.0,103677000.0,100106000.0
Net Interest Income,-73943000.0,-70530000.0,-68498000.0,-66906000.0,-61376000.0
Interest Expense,70515000.0,67201000.0,64806000.0,62915000.0,57596000.0
Normalized Income,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Net Income From Continuing And Discontinued Operation,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Total Expenses,291389000.0,263432000.0,280665000.0,260981000.0,253446000.0
Total Operating Income As Reported,150733000.0,129343000.0,-134190000.0,106090000.0,101839000.0
Diluted Average Shares,23578000.0,24269000.0,23916000.0,24407000.0,24097000.0
Basic Average Shares,23507000.0,23879000.0,23916000.0,23912000.0,23883000.0
Diluted EPS,2.49,1.93,-9.42,1.26,1.34
Basic EPS,2.5,1.96,-9.42,1.28,1.35
Diluted NI Availto Com Stockholders,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Net Income Common Stockholders,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Net Income,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Net Income Including Noncontrolling Interests,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Net Income Continuous Operations,58721000.0,46796000.0,-225307000.0,30643000.0,32181000.0
Tax Provision,19295000.0,13664000.0,15328000.0,10119000.0,10329000.0
Pretax Income,78016000.0,60460000.0,-209979000.0,40762000.0,42510000.0
Other Income Expense,1226000.0,1647000.0,-126435000.0,1578000.0,2047000.0
Other Non Operating Income Expenses,1226000.0,1647000.0,541000.0,1578000.0,2047000.0
Net Non Operating Interest Income Expense,-73943000.0,-70530000.0,-68498000.0,-66906000.0,-61376000.0
Total Other Finance Cost,3428000.0,3329000.0,3692000.0,3991000.0,3780000.0
Interest Expense Non Operating,70515000.0,67201000.0,64806000.0,62915000.0,57596000.0
Operating Income,150733000.0,129343000.0,-15046000.0,106090000.0,101839000.0
Operating Expense,85628000.0,82614000.0,98772000.0,78770000.0,75085000.0
Other Operating Expenses,36990000.0,34252000.0,37786000.0,31804000.0,30845000.0
Depreciation Amortization Depletion Income Statement,7311000.0,7344000.0,8967000.0,8158000.0,7461000.0
Depreciation And Amortization In Income Statement,7311000.0,7344000.0,8967000.0,8158000.0,7461000.0
Selling General And Administration,41327000.0,41018000.0,52019000.0,38808000.0,36779000.0
General And Administrative Expense,41327000.0,41018000.0,52019000.0,38808000.0,36779000.0
Other Gand A,41327000.0,41018000.0,52019000.0,38808000.0,36779000.0
Gross Profit,236361000.0,211957000.0,83726000.0,184860000.0,176924000.0
Cost Of Revenue,205761000.0,180818000.0,181893000.0,182211000.0,178361000.0
Total Revenue,442122000.0,392775000.0,265619000.0,367071000.0,355285000.0
Operating Revenue,383474000.0,367765000.0,357191000.0,350891000.0,343037000.0
