,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,2142857.142857,-1161000.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.357143,0.387,0.21,0.21,0.252632,,
Normalized EBITDA,159000000.0,144000000.0,42748319.074318,130676614.47048,215452557.561206,,
Total Unusual Items,6000000.0,-3000000.0,,,,-17000000.0,
Total Unusual Items Excluding Goodwill,6000000.0,-3000000.0,,,,-17000000.0,
Net Income From Continuing Operation Net Minority Interest,36000000.0,37000000.0,-43403578.528827,2233788.281547,76105132.272864,,
Reconciled Depreciation,82000000.0,78000000.0,60517077.311412,81533272.276454,79320842.08721,,
Reconciled Cost Of Revenue,1840000000.0,1716000000.0,1153182009.06918,1703263564.67934,1720404750.675299,,
EBITDA,165000000.0,141000000.0,42748319.074318,130676614.47048,215452557.561206,,
EBIT,83000000.0,63000000.0,-17768758.237094,49143342.194027,136131715.473996,,
Net Interest Income,-30000000.0,-28000000.0,3806308.218107,-40208189.06784,-34300904.686361,,
Interest Expense,27000000.0,1000000.0,-9806308.218107,40208189.06784,34300904.686361,,
Normalized Income,32142857.142857,38839000.0,-43403578.528827,2233788.281547,76105132.272864,,
Net Income From Continuing And Discontinued Operation,36000000.0,37000000.0,-43403578.528827,2233788.281547,76105132.272864,,
Total Expenses,2018000000.0,1885000000.0,1538841579.735073,1785913731.096567,1813660335.291343,,
Total Operating Income As Reported,,,,49143342.194027,136131715.473996,62634312.804397,98367355.690658
Diluted Average Shares,142244000.0,144089531.0,144361000.0,147438000.0,149040000.0,,
Basic Average Shares,140821000.0,142495499.0,144361000.0,145492000.0,146272000.0,,
Diluted EPS,0.25,0.26,-0.34,0.022338,0.514514,,
Basic EPS,0.25,0.26,-0.34,0.022338,0.514514,,
Diluted NI Availto Com Stockholders,36000000.0,37000000.0,-43403578.528827,2233788.281547,76105132.272864,,
Net Income Common Stockholders,36000000.0,37000000.0,-43403578.528827,2233788.281547,76105132.272864,,
Net Income,36000000.0,37000000.0,-43403578.528827,2233788.281547,76105132.272864,,
Minority Interests,0.0,-1000000.0,-1766211.718453,-1116894.140773,0.0,,
Net Income Including Noncontrolling Interests,36000000.0,38000000.0,-41637366.810374,3350682.42232,76105132.272864,,
Net Income Continuous Operations,36000000.0,38000000.0,-41637366.810374,3350682.42232,76105132.272864,,
Tax Provision,20000000.0,24000000.0,33674916.791387,5584470.703867,25725678.514771,,
Pretax Income,56000000.0,62000000.0,-7962450.018987,8935153.126187,101830810.787635,,
Other Income Expense,1000000.0,-4000000.0,-39168941.407733,4467576.563093,25725678.514771,,
Other Non Operating Income Expenses,-5000000.0,-1000000.0,-16168941.407733,4467576.563093,25725678.514771,,
Special Income Charges,-4000000.0,3000000.0,,,,-4000000.0,
Gain On Sale Of Ppe,-1000000.0,0.0,,,,-1000000.0,
Other Special Charges,2000000.0,-4000000.0,,,,,
Impairment Of Capital Assets,0.0,0.0,,,,3000000.0,
Restructuring And Mergern Acquisition,1000000.0,1000000.0,,,,0.0,
Gain On Sale Of Security,10000000.0,-6000000.0,,,,-13000000.0,
Net Non Operating Interest Income Expense,-30000000.0,-28000000.0,3806308.218107,-40208189.06784,-34300904.686361,,
Total Other Finance Cost,3000000.0,27000000.0,,,,26000000.0,
Interest Expense Non Operating,27000000.0,1000000.0,-9806308.218107,40208189.06784,34300904.686361,,
Operating Income,85000000.0,94000000.0,27400183.170639,44675765.630934,110406036.959225,,
Operating Expense,178000000.0,169000000.0,385659570.665892,82650166.417227,93255584.616044,,
Depreciation Amortization Depletion Income Statement,82000000.0,78000000.0,,,,75000000.0,
Depreciation And Amortization In Income Statement,82000000.0,78000000.0,,,,75000000.0,
Research And Development,12000000.0,13000000.0,5441128.50984,12285835.548507,13934742.528834,,
Selling General And Administration,84000000.0,78000000.0,76218442.156052,70364330.86872,79320842.08721,,
General And Administrative Expense,84000000.0,78000000.0,,,,80000000.0,81000000.0
Other Gand A,88000000.0,78000000.0,,,,80000000.0,81000000.0
Salaries And Wages,-4000000.0,-3000000.0,,,,-3000000.0,
Gross Profit,263000000.0,263000000.0,413059753.836531,127325932.04816,203661621.575269,,
Cost Of Revenue,1840000000.0,1716000000.0,1153182009.06918,1703263564.67934,1720404750.675299,,
Total Revenue,2103000000.0,1979000000.0,1566241762.905712,1830589496.7275,1924066372.250568,,
Operating Revenue,2103000000.0,1979000000.0,1566241762.905712,1830589496.7275,1924066372.250568,,
