,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-6482.746306,0.0,
Tax Rate For Calcs,0.367153,0.329,0.316,0.324137,0.340672,
Total Unusual Items,0.0,0.0,0.0,-20000.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,-20000.0,0.0,
Net Income From Continuing Operation Net Minority Interest,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Reconciled Depreciation,786000.0,787000.0,788000.0,668000.0,802000.0,
Net Interest Income,45951000.0,48490000.0,39000000.0,37936000.0,36512000.0,
Interest Expense,34875000.0,36676000.0,30854000.0,28631000.0,27978000.0,
Interest Income,80826000.0,85166000.0,69854000.0,66567000.0,64490000.0,
Normalized Income,18681000.0,22440000.0,17106000.0,15153517.253694,13865000.0,
Net Income From Continuing And Discontinued Operation,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Diluted Average Shares,8394964.0,8197568.0,8108688.0,,7595124.0,7590913.0
Basic Average Shares,8216746.0,8044345.0,7886148.0,,7509320.0,7505109.0
Diluted EPS,2.23,2.74,2.11,,1.83,1.85
Basic EPS,2.27,2.79,2.17,,1.85,1.87
Diluted NI Availto Com Stockholders,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Net Income Common Stockholders,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Net Income,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Net Income Including Noncontrolling Interests,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Net Income Continuous Operations,18681000.0,22440000.0,17106000.0,15140000.0,13865000.0,
Tax Provision,10838000.0,10989000.0,7906000.0,7261000.0,7164000.0,
Pretax Income,29519000.0,33429000.0,25012000.0,22401000.0,21029000.0,
Gain On Sale Of Security,79000.0,-163000.0,189000.0,-21000.0,-55000.0,
Selling General And Administration,13034000.0,12337000.0,11650000.0,11811000.0,11313000.0,
Selling And Marketing Expense,89000.0,94000.0,136000.0,262000.0,256000.0,
General And Administrative Expense,12945000.0,12243000.0,11514000.0,11549000.0,11057000.0,
Insurance And Claims,468000.0,956000.0,331000.0,345000.0,273000.0,
Salaries And Wages,12477000.0,11287000.0,11183000.0,11204000.0,10784000.0,
Total Revenue,50300000.0,52376000.0,41826000.0,39175000.0,37241000.0,
Operating Revenue,50300000.0,52376000.0,41826000.0,39175000.0,37241000.0,
Occupancy And Equipment,1275000.0,1103000.0,1078000.0,995000.0,1072000.0,
Professional Expense And Contract Services Expense,669000.0,562000.0,753000.0,581000.0,503000.0,
Other Non Interest Expense,2895000.0,3001000.0,2911000.0,2840000.0,2728000.0,
