,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.319648,0.258,0.21,0.241,0.368756,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Reconciled Depreciation,10715000.0,11068000.0,11480000.0,13473000.0,13006000.0,
Net Interest Income,160844000.0,167240000.0,164579000.0,180002000.0,183027000.0,
Interest Expense,59538000.0,57403000.0,73700000.0,55749000.0,54244000.0,
Interest Income,220382000.0,224643000.0,238279000.0,235751000.0,237271000.0,
Normalized Income,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Net Income From Continuing And Discontinued Operation,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Diluted Average Shares,47893172.0,47037799.0,43550693.0,39964322.0,39816996.0,
Basic Average Shares,46571524.0,45496705.0,42720229.0,39964322.0,39816996.0,
Diluted EPS,0.14,0.21,0.2,-0.75,-0.78,
Basic EPS,0.15,0.21,0.2,-0.75,-0.78,
Diluted NI Availto Com Stockholders,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Net Income Common Stockholders,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Net Income,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Net Income Including Noncontrolling Interests,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Net Income Continuous Operations,6877000.0,9767000.0,8738000.0,-29956000.0,-31025000.0,
Tax Provision,3231000.0,3392000.0,-4827000.0,-9508000.0,-18124000.0,
Pretax Income,10108000.0,13159000.0,3911000.0,-39464000.0,-49149000.0,
Special Income Charges,,,,,,0.0
Impairment Of Capital Assets,,,,,,0.0
Gain On Sale Of Security,2986000.0,4137000.0,2861000.0,4261000.0,4753000.0,
Selling General And Administration,48093000.0,48221000.0,43447000.0,51432000.0,60182000.0,
Selling And Marketing Expense,18077000.0,19882000.0,17309000.0,17403000.0,16258000.0,
General And Administrative Expense,30016000.0,28339000.0,26138000.0,34029000.0,43924000.0,
Other Gand A,9769000.0,7374000.0,6434000.0,12991000.0,22016000.0,
Salaries And Wages,20247000.0,20965000.0,19704000.0,21038000.0,21908000.0,
Total Revenue,104550000.0,105829000.0,93387000.0,62617000.0,60033000.0,
Operating Revenue,104550000.0,105829000.0,93387000.0,62617000.0,60033000.0,
Professional Expense And Contract Services Expense,9701000.0,8012000.0,8143000.0,10088000.0,8375000.0,
Other Non Interest Expense,36649000.0,36437000.0,37886000.0,40561000.0,40625000.0,
