,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-1064700.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,79919000.0,81232000.0,79103000.0,80606000.0,81261000.0,
Total Unusual Items,-5070000.0,,0.0,0.0,0.0,2495000.0
Total Unusual Items Excluding Goodwill,-5070000.0,,0.0,0.0,0.0,2495000.0
Net Income From Continuing Operation Net Minority Interest,-21310000.0,-21532000.0,-24101000.0,-24990000.0,-23175000.0,
Reconciled Depreciation,39850000.0,40080000.0,40492000.0,41949000.0,42301000.0,
Reconciled Cost Of Revenue,17255000.0,15592000.0,17506000.0,16595000.0,16269000.0,
EBITDA,74849000.0,81232000.0,79103000.0,80606000.0,81261000.0,
EBIT,33406000.0,39714000.0,37319000.0,37401000.0,37840000.0,
Net Interest Income,-65890000.0,-67845000.0,-69233000.0,-70802000.0,-70696000.0,
Interest Expense,67914000.0,69813000.0,71739000.0,73936000.0,73631000.0,
Interest Income,2024000.0,1968000.0,2506000.0,3134000.0,2935000.0,
Normalized Income,-17304700.0,-21532000.0,-24101000.0,-24990000.0,-23175000.0,
Net Income From Continuing And Discontinued Operation,-21310000.0,-21532000.0,-24101000.0,-24990000.0,-23175000.0,
Total Expenses,75645000.0,74159000.0,75708000.0,74678000.0,75716000.0,
Diluted Average Shares,65927000.0,65834000.0,65833000.0,65769000.0,65626000.0,
Basic Average Shares,65927000.0,65834000.0,65833000.0,65769000.0,65626000.0,
Diluted EPS,-0.32,-0.33,-0.37,-0.38,-0.35,
Basic EPS,-0.32,-0.33,-0.37,-0.38,-0.35,
Diluted NI Availto Com Stockholders,-21310000.0,-21532000.0,-24112000.0,-24990000.0,-23175000.0,
Net Income Common Stockholders,-21310000.0,-21532000.0,-24112000.0,-24990000.0,-23175000.0,
Net Income,-21310000.0,-21532000.0,-24101000.0,-24990000.0,-23175000.0,
Minority Interests,9084000.0,9637000.0,10279000.0,10417000.0,10304000.0,
Net Income Including Noncontrolling Interests,-30394000.0,-31169000.0,-34380000.0,-35407000.0,-33479000.0,
Net Income Continuous Operations,-30394000.0,-31169000.0,-34380000.0,-35407000.0,-33479000.0,
Earnings From Equity Interest Net Of Tax,4144000.0,-1042000.0,100000.0,1161000.0,2348000.0,
Tax Provision,30000.0,28000.0,60000.0,33000.0,36000.0,
Pretax Income,-34508000.0,-30099000.0,-34420000.0,-36535000.0,-35791000.0,
Other Income Expense,-5070000.0,,,,,2495000.0
Special Income Charges,-5070000.0,,0.0,0.0,0.0,-189000.0
Other Special Charges,5070000.0,,,,,0.0
Impairment Of Capital Assets,,,0.0,0.0,0.0,-98000.0
Restructuring And Mergern Acquisition,,,,,,287000.0
Gain On Sale Of Security,,,,,,2684000.0
Net Non Operating Interest Income Expense,-65890000.0,-67845000.0,-69233000.0,-70802000.0,-70696000.0,
Interest Expense Non Operating,67914000.0,69813000.0,71739000.0,73936000.0,73631000.0,
Interest Income Non Operating,2024000.0,1968000.0,2506000.0,3134000.0,2935000.0,
Operating Income,36452000.0,37746000.0,34813000.0,34267000.0,34905000.0,
Operating Expense,59983000.0,60005000.0,59494000.0,59339000.0,60567000.0,
Other Operating Expenses,8878000.0,10249000.0,10121000.0,8897000.0,9207000.0,
Depreciation Amortization Depletion Income Statement,41443000.0,41518000.0,41784000.0,43205000.0,43421000.0,
Depreciation And Amortization In Income Statement,41443000.0,41518000.0,41784000.0,43205000.0,43421000.0,
Selling General And Administration,9662000.0,8238000.0,7589000.0,7237000.0,7939000.0,
General And Administrative Expense,9662000.0,8238000.0,7589000.0,7237000.0,7939000.0,
Other Gand A,9662000.0,8238000.0,7589000.0,7237000.0,7939000.0,
Gross Profit,96435000.0,97751000.0,94307000.0,93606000.0,95472000.0,
Cost Of Revenue,15662000.0,14154000.0,16214000.0,15339000.0,15149000.0,
Total Revenue,112097000.0,111905000.0,110521000.0,108945000.0,110621000.0,
Operating Revenue,112097000.0,111905000.0,110521000.0,108945000.0,110621000.0,
