,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-2623818.0,-3344906.0,-3403944.0,-3048738.0,-3827022.0,
Net Income From Continuing Operation Net Minority Interest,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Reconciled Depreciation,636416.0,605003.0,253030.0,68941.0,68781.0,
Reconciled Cost Of Revenue,1830787.0,1768671.0,966091.0,1009221.0,1081801.0,
EBITDA,-2623818.0,-3344906.0,-3403944.0,-3048738.0,-3827022.0,
EBIT,-3260234.0,-3949909.0,-3656974.0,-3117679.0,-3895803.0,
Net Interest Income,-642332.0,-173862.0,-153526.0,-297038.0,-186282.0,
Interest Expense,642355.0,186175.0,153526.0,185944.0,186282.0,
Interest Income,23.0,12313.0,,,0.0,0.0
Normalized Income,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Net Income From Continuing And Discontinued Operation,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Total Expenses,5040856.0,4825485.0,4611674.0,4294727.0,4860261.0,
Rent Expense Supplemental,,,,,,88668.0
Total Operating Income As Reported,-3171898.0,-3897915.0,-3561519.0,-2951498.0,-3874741.0,
Diluted Average Shares,4181344.0,41813.0,27198.0,,743049.0,511315.0
Basic Average Shares,4181344.0,41813.0,27198.0,,743049.0,511315.0
Diluted EPS,-0.93,-99.0,-140.0,,-5.49,-6.85
Basic EPS,-0.93,-99.0,-140.0,,-5.49,-6.85
Diluted NI Availto Com Stockholders,-3902589.0,-4136084.0,-3852875.0,-3506222.0,-4082085.0,
Net Income Common Stockholders,-3902589.0,-4136084.0,-3852875.0,-3506222.0,-4082085.0,
Preferred Stock Dividends,,,42375.0,,,
Net Income,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Net Income Including Noncontrolling Interests,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Net Income Continuous Operations,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Tax Provision,0.0,0.0,0.0,0.0,0.0,
Pretax Income,-3902589.0,-4136084.0,-3810500.0,-3303623.0,-4082085.0,
Other Income Expense,-88359.0,-64307.0,-95455.0,-55087.0,-21062.0,
Other Non Operating Income Expenses,-88359.0,-64307.0,-95455.0,-55087.0,-21062.0,
Net Non Operating Interest Income Expense,-642332.0,-173862.0,-153526.0,-297038.0,-186282.0,
Total Other Finance Cost,,,,111094.0,,240525.0
Interest Expense Non Operating,642355.0,186175.0,153526.0,185944.0,186282.0,
Interest Income Non Operating,23.0,12313.0,,,0.0,0.0
Operating Income,-3171898.0,-3897915.0,-3561519.0,-2951498.0,-3874741.0,
Operating Expense,3210069.0,3056814.0,3645583.0,3285506.0,3778460.0,
Selling General And Administration,3210069.0,3056814.0,3645583.0,3285506.0,3778460.0,
Selling And Marketing Expense,,,,,,165928.0
General And Administrative Expense,,,,,,3394554.0
Other Gand A,,,,,,1444870.0
Rent And Landing Fees,,,,,,88668.0
Salaries And Wages,,,,,,1861016.0
Gross Profit,38171.0,-841101.0,84064.0,334008.0,-96281.0,
Cost Of Revenue,1830787.0,1768671.0,966091.0,1009221.0,1081801.0,
Total Revenue,1868958.0,927570.0,1050155.0,1343229.0,985520.0,
Operating Revenue,1868958.0,927570.0,1050155.0,1343229.0,985520.0,
