,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-493351.81311,-29716680.0,-6508110.0,-18043830.0,-3002580.0,,
Tax Rate For Calcs,0.136022,0.21,0.21,0.21,0.21,,
Normalized EBITDA,21732000.0,-5799000.0,12869000.0,64405000.0,50183000.0,,
Total Unusual Items,-3627000.0,-141508000.0,-30991000.0,-85923000.0,-14298000.0,,
Total Unusual Items Excluding Goodwill,-3627000.0,-141508000.0,-30991000.0,-85923000.0,-14298000.0,,
Net Income From Continuing Operation Net Minority Interest,-22301000.0,-190138000.0,-68397000.0,-72962000.0,-18491000.0,,
Reconciled Depreciation,27430000.0,27295000.0,28234000.0,27874000.0,28249000.0,,
Reconciled Cost Of Revenue,680331000.0,663923000.0,749256000.0,754845000.0,795971000.0,,
EBITDA,18105000.0,-147307000.0,-18122000.0,-21518000.0,35885000.0,,
EBIT,-9325000.0,-174602000.0,-46356000.0,-49392000.0,7636000.0,,
Net Interest Income,-16487000.0,-14918000.0,-18662000.0,-16319000.0,-16564000.0,,
Interest Expense,16487000.0,14918000.0,18662000.0,16319000.0,16564000.0,,
Normalized Income,-19167351.81311,-78346680.0,-43914110.0,-5082830.0,-7195580.0,,
Net Income From Continuing And Discontinued Operation,-21525000.0,-190138000.0,-68397000.0,-74402000.0,-18491000.0,,
Total Expenses,829569000.0,809554000.0,907727000.0,898623000.0,964664000.0,,
Total Operating Income As Reported,-13924000.0,-184951000.0,-50903000.0,-52408000.0,5148000.0,,
Diluted Average Shares,85298517.0,84917294.0,84653408.0,84554174.0,85271699.0,,
Basic Average Shares,85298517.0,84917294.0,84653408.0,84554174.0,85271699.0,,
Diluted EPS,-0.25,-2.24,-0.81,-0.88,-0.22,,
Basic EPS,-0.25,-2.24,-0.808001,-0.88,-0.22,,
Diluted NI Availto Com Stockholders,-21525000.0,-190138000.0,-68397000.0,-74402000.0,-18491000.0,,
Net Income Common Stockholders,-21525000.0,-190138000.0,-68397000.0,-74402000.0,-18491000.0,,
Net Income,-21525000.0,-190138000.0,-68397000.0,-74402000.0,-18491000.0,,
Net Income Including Noncontrolling Interests,-21525000.0,-190138000.0,-68397000.0,-74402000.0,-18491000.0,,
Net Income Discontinuous Operations,776000.0,,0.0,-1440000.0,0.0,0.0,
Net Income Continuous Operations,-22301000.0,-190138000.0,-68397000.0,-72962000.0,-18491000.0,,
Tax Provision,-3511000.0,618000.0,3379000.0,7251000.0,9563000.0,,
Pretax Income,-25812000.0,-189520000.0,-65018000.0,-65711000.0,-8928000.0,,
Other Income Expense,-3485000.0,-141054000.0,-34363000.0,-85485000.0,-13716000.0,,
Other Non Operating Income Expenses,142000.0,454000.0,-3372000.0,438000.0,582000.0,,
Special Income Charges,-4837000.0,-149645000.0,-31444000.0,-89444000.0,-14045000.0,,
Gain On Sale Of Business,0.0,,6569000.0,0.0,2402000.0,,8281000.0
Other Special Charges,-4005000.0,-2622000.0,0.0,459000.0,,-3153000.0,
Write Off,0.0,,,,0.0,,
Impairment Of Capital Assets,0.0,137721000.0,31356000.0,63445000.0,0.0,,
Restructuring And Mergern Acquisition,8842000.0,14546000.0,8046000.0,25540000.0,16447000.0,,
Gain On Sale Of Security,1210000.0,8137000.0,453000.0,3521000.0,-253000.0,,
Net Non Operating Interest Income Expense,-16487000.0,-14918000.0,-18662000.0,-16319000.0,-16564000.0,,
Interest Expense Non Operating,16487000.0,14918000.0,18662000.0,16319000.0,16564000.0,,
Operating Income,-5840000.0,-33548000.0,-11993000.0,36093000.0,21352000.0,,
Operating Expense,149238000.0,145631000.0,158471000.0,143778000.0,168693000.0,,
Other Operating Expenses,-134000.0,-3000.0,-5000.0,,-270000.0,-657000.0,
Selling General And Administration,149372000.0,145634000.0,158476000.0,143778000.0,168963000.0,,
Selling And Marketing Expense,,,,,,,177220000.0
General And Administrative Expense,149372000.0,145634000.0,158476000.0,143778000.0,168963000.0,,
Other Gand A,148480000.0,144767000.0,157979000.0,143294000.0,168450000.0,,
Salaries And Wages,892000.0,867000.0,497000.0,484000.0,513000.0,,
Gross Profit,143398000.0,112083000.0,146478000.0,179871000.0,190045000.0,,
Cost Of Revenue,680331000.0,663923000.0,749256000.0,754845000.0,795971000.0,,
Total Revenue,823729000.0,776006000.0,895734000.0,934716000.0,986016000.0,,
Operating Revenue,823729000.0,776006000.0,895734000.0,934716000.0,986016000.0,,
