,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,13813.985942,-39705.882353,0.0,,
Tax Rate For Calcs,0.244838,0.21,0.242351,0.220588,0.232713,,
Normalized EBITDA,36194000.0,19799000.0,38658000.0,37472000.0,37665000.0,,
Total Unusual Items,,,57000.0,-180000.0,-196000.0,-318000.0,42000.0
Total Unusual Items Excluding Goodwill,,,57000.0,-180000.0,-196000.0,-318000.0,42000.0
Net Income From Continuing Operation Net Minority Interest,14885000.0,601000.0,14659000.0,13303000.0,12661000.0,,
Reconciled Depreciation,11073000.0,11220000.0,11526000.0,11211000.0,10819000.0,,
Reconciled Cost Of Revenue,255647000.0,330310000.0,453746000.0,382594000.0,262036000.0,,
EBITDA,36194000.0,19799000.0,38715000.0,37292000.0,37665000.0,,
EBIT,25121000.0,8579000.0,27189000.0,26081000.0,26846000.0,,
Net Interest Income,-5410000.0,-6046000.0,-7841000.0,-9013000.0,-10345000.0,,
Interest Expense,5410000.0,7013000.0,7841000.0,9013000.0,10345000.0,,
Normalized Income,14885000.0,601000.0,14615813.985942,13443294.117647,12661000.0,,
Net Income From Continuing And Discontinued Operation,14885000.0,601000.0,14659000.0,13303000.0,12661000.0,,
Total Expenses,274243000.0,344170000.0,477253000.0,400606000.0,279284000.0,,
Total Operating Income As Reported,23215000.0,1988000.0,25660000.0,24679000.0,25443000.0,,
Diluted Average Shares,6949000.0,,6954000.0,6982000.0,7029000.0,,7198000.0
Basic Average Shares,6882000.0,,6887000.0,6915000.0,6962000.0,,7131000.0
Diluted EPS,2.14,,2.1,1.9,1.8,,2.45
Basic EPS,2.16,,2.12,1.92,1.82,,2.47
Diluted NI Availto Com Stockholders,14867000.0,606000.0,14636000.0,13292000.0,12645000.0,,
Average Dilution Earnings,5000.0,5000.0,5000.0,5000.0,5000.0,,
Net Income Common Stockholders,14862000.0,601000.0,14631000.0,13287000.0,12640000.0,,
Otherunder Preferred Stock Dividend,17000.0,0.0,17000.0,16000.0,15000.0,,
Preferred Stock Dividends,6000.0,0.0,11000.0,,6000.0,6000.0,
Net Income,14885000.0,601000.0,14659000.0,13303000.0,12661000.0,,
Net Income Including Noncontrolling Interests,14885000.0,601000.0,14659000.0,13303000.0,12661000.0,,
Net Income Continuous Operations,14885000.0,601000.0,14659000.0,13303000.0,12661000.0,,
Tax Provision,4826000.0,965000.0,4689000.0,3765000.0,3840000.0,,
Pretax Income,19711000.0,1566000.0,19348000.0,17068000.0,16501000.0,,
Other Income Expense,1906000.0,5943000.0,1586000.0,1222000.0,1403000.0,,
Other Non Operating Income Expenses,1906000.0,5624000.0,1529000.0,1402000.0,1403000.0,,
Special Income Charges,,,57000.0,-180000.0,-196000.0,-318000.0,42000.0
Restructuring And Mergern Acquisition,,,-57000.0,180000.0,196000.0,318000.0,-42000.0
Net Non Operating Interest Income Expense,-5410000.0,-6046000.0,-7841000.0,-9013000.0,-10345000.0,,
Interest Expense Non Operating,5410000.0,7013000.0,7841000.0,9013000.0,10345000.0,,
Operating Income,23215000.0,1669000.0,25603000.0,24859000.0,25443000.0,,
Operating Expense,18596000.0,13860000.0,23507000.0,18012000.0,17248000.0,,
Other Operating Expenses,-142000.0,-3385000.0,841000.0,-56000.0,-232000.0,,
Selling General And Administration,18738000.0,17245000.0,22666000.0,18068000.0,17480000.0,,
Gross Profit,41811000.0,15529000.0,49110000.0,42871000.0,42691000.0,,
Cost Of Revenue,255647000.0,330310000.0,453746000.0,382594000.0,262036000.0,,
Total Revenue,297458000.0,345839000.0,502856000.0,425465000.0,304727000.0,,
Operating Revenue,297458000.0,345839000.0,502856000.0,425465000.0,304727000.0,,
