,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.204545,0.224,0.137124,0.198,0.193772
Normalized EBITDA,38400000.0,59000000.0,64300000.0,75300000.0,63400000.0
Net Income From Continuing Operation Net Minority Interest,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Reconciled Depreciation,28600000.0,28800000.0,28800000.0,28100000.0,28700000.0
Reconciled Cost Of Revenue,375100000.0,362300000.0,406300000.0,405200000.0,389700000.0
EBITDA,38400000.0,59000000.0,64300000.0,75300000.0,63400000.0
EBIT,9800000.0,30200000.0,35500000.0,47200000.0,34700000.0
Net Interest Income,-5400000.0,-5200000.0,-5600000.0,-5700000.0,-5800000.0
Interest Expense,5400000.0,5200000.0,5600000.0,5700000.0,5800000.0
Normalized Income,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Net Income From Continuing And Discontinued Operation,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Total Expenses,424300000.0,405800000.0,450500000.0,442900000.0,436200000.0
Total Operating Income As Reported,9800000.0,30200000.0,35500000.0,47200000.0,34700000.0
Diluted Average Shares,85600000.0,85600000.0,85500000.0,85300000.0,85300000.0
Basic Average Shares,85500000.0,85500000.0,85300000.0,85100000.0,85100000.0
Diluted EPS,0.02,0.2,0.28,0.36,0.25
Basic EPS,0.02,0.2,0.28,0.36,0.25
Diluted NI Availto Com Stockholders,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Net Income Common Stockholders,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Net Income,1900000.0,17300000.0,23700000.0,30700000.0,21500000.0
Minority Interests,-1600000.0,-2100000.0,-2100000.0,-2600000.0,-1800000.0
Net Income Including Noncontrolling Interests,3500000.0,19400000.0,25800000.0,33300000.0,23300000.0
Net Income Continuous Operations,3500000.0,19400000.0,25800000.0,33300000.0,23300000.0
Tax Provision,900000.0,5600000.0,4100000.0,8200000.0,5600000.0
Pretax Income,4400000.0,25000000.0,29900000.0,41500000.0,28900000.0
Net Non Operating Interest Income Expense,-5400000.0,-5200000.0,-5600000.0,-5700000.0,-5800000.0
Interest Expense Non Operating,5400000.0,5200000.0,5600000.0,5700000.0,5800000.0
Operating Income,9800000.0,30200000.0,35500000.0,47200000.0,34700000.0
Operating Expense,49200000.0,43500000.0,44200000.0,37700000.0,46500000.0
Depreciation Amortization Depletion Income Statement,28600000.0,28800000.0,28800000.0,28100000.0,28700000.0
Depreciation And Amortization In Income Statement,28600000.0,28800000.0,28800000.0,28100000.0,28700000.0
Selling General And Administration,20600000.0,14700000.0,15400000.0,9600000.0,17800000.0
Gross Profit,59000000.0,73700000.0,79700000.0,84900000.0,81200000.0
Cost Of Revenue,375100000.0,362300000.0,406300000.0,405200000.0,389700000.0
Total Revenue,434100000.0,436000000.0,486000000.0,490100000.0,470900000.0
Operating Revenue,432200000.0,434000000.0,485400000.0,488500000.0,469700000.0
