,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.21,0.11704,0.047725
Normalized EBITDA,-45815000.0,-20844000.0,-4875000.0,-20721000.0,54333000.0
Net Income From Continuing Operation Net Minority Interest,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Reconciled Depreciation,1034000.0,946000.0,992000.0,937000.0,910000.0
EBITDA,-45815000.0,-20844000.0,-4875000.0,-20721000.0,54333000.0
EBIT,-46849000.0,-21790000.0,-5867000.0,-21658000.0,53423000.0
Net Interest Income,3924000.0,4441000.0,5128000.0,5766000.0,4366000.0
Interest Income,3924000.0,4441000.0,5128000.0,5766000.0,4366000.0
Normalized Income,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Net Income From Continuing And Discontinued Operation,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Total Expenses,48799000.0,42348000.0,43265000.0,41228000.0,41271000.0
Total Operating Income As Reported,-46849000.0,-21790000.0,-5867000.0,-21658000.0,53423000.0
Diluted Average Shares,41338752.0,41073732.0,43050483.0,40629602.0,35507029.0
Basic Average Shares,41338752.0,41073732.0,40842849.0,40629602.0,34180549.0
Diluted EPS,-1.04,-0.42,0.03,-0.35,1.55
Basic EPS,-1.04,-0.42,0.03,-0.35,1.61
Diluted NI Availto Com Stockholders,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Net Income Common Stockholders,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Net Income,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Net Income Including Noncontrolling Interests,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Net Income Continuous Operations,-43103000.0,-17349000.0,1131000.0,-14032000.0,55031000.0
Tax Provision,178000.0,0.0,-1870000.0,-1860000.0,2758000.0
Pretax Income,-42925000.0,-17349000.0,-739000.0,-15892000.0,57789000.0
Net Non Operating Interest Income Expense,3924000.0,4441000.0,5128000.0,5766000.0,4366000.0
Interest Income Non Operating,3924000.0,4441000.0,5128000.0,5766000.0,4366000.0
Operating Income,-46849000.0,-21790000.0,-5867000.0,-21658000.0,53423000.0
Operating Expense,48799000.0,42348000.0,43265000.0,41228000.0,41271000.0
Research And Development,37877000.0,32074000.0,33406000.0,31257000.0,32035000.0
Selling General And Administration,10922000.0,10274000.0,9859000.0,9971000.0,9236000.0
General And Administrative Expense,10922000.0,10274000.0,9859000.0,9971000.0,9236000.0
Other Gand A,10922000.0,10274000.0,9859000.0,9971000.0,9236000.0
Total Revenue,1950000.0,20558000.0,37398000.0,19570000.0,94694000.0
Operating Revenue,1950000.0,20558000.0,37398000.0,19570000.0,94694000.0
