,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-914559.666975,210.0,-126840.0,20580.0,-17640.0,
Tax Rate For Calcs,0.216004,0.21,0.21,0.21,0.21,
Normalized EBITDA,32631000.0,24582000.0,-629000.0,11594000.0,12635000.0,
Total Unusual Items,-4234000.0,1000.0,-604000.0,98000.0,-84000.0,
Total Unusual Items Excluding Goodwill,-4234000.0,1000.0,-604000.0,98000.0,-84000.0,
Net Income From Continuing Operation Net Minority Interest,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Reconciled Depreciation,329000.0,331000.0,309000.0,311000.0,320000.0,
Reconciled Cost Of Revenue,2798000.0,4568000.0,6131000.0,3228000.0,1699000.0,
EBITDA,28397000.0,24583000.0,-1233000.0,11692000.0,12551000.0,
EBIT,28068000.0,24252000.0,-1542000.0,11381000.0,12231000.0,
Net Interest Income,-19066000.0,-20470000.0,-20879000.0,-21237000.0,-21179000.0,
Interest Expense,21582000.0,23494000.0,24449000.0,24828000.0,24733000.0,
Interest Income,2516000.0,3024000.0,3570000.0,3591000.0,3554000.0,
Normalized Income,8404440.333025,31210.0,-26317840.0,-14110420.0,-12607640.0,
Net Income From Continuing And Discontinued Operation,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Total Expenses,133567000.0,124307000.0,136042000.0,109393000.0,100571000.0,
Total Operating Income As Reported,29786000.0,21227000.0,-4508000.0,7692000.0,8761000.0,
Diluted Average Shares,219886000.0,215261000.0,207381000.0,206905000.0,206425000.0,
Basic Average Shares,209519000.0,208882000.0,207381000.0,206905000.0,206425000.0,
Diluted EPS,0.02,0.0,-0.13,-0.07,-0.06,
Basic EPS,0.02,0.0,-0.13,-0.07,-0.06,
Diluted NI Availto Com Stockholders,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Net Income Common Stockholders,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Net Income,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Net Income Including Noncontrolling Interests,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Net Income Continuous Operations,5085000.0,32000.0,-26795000.0,-14033000.0,-12674000.0,
Tax Provision,1401000.0,726000.0,804000.0,586000.0,172000.0,
Pretax Income,6486000.0,758000.0,-25991000.0,-13447000.0,-12502000.0,
Other Income Expense,-4234000.0,1000.0,-604000.0,98000.0,-84000.0,
Special Income Charges,-4171000.0,,0.0,0.0,0.0,0.0
Other Special Charges,4171000.0,,,,,0.0
Gain On Sale Of Security,-63000.0,1000.0,-604000.0,98000.0,-84000.0,
Net Non Operating Interest Income Expense,-19066000.0,-20470000.0,-20879000.0,-21237000.0,-21179000.0,
Interest Expense Non Operating,21582000.0,23494000.0,24449000.0,24828000.0,24733000.0,
Interest Income Non Operating,2516000.0,3024000.0,3570000.0,3591000.0,3554000.0,
Operating Income,29786000.0,21227000.0,-4508000.0,7692000.0,8761000.0,
Operating Expense,130769000.0,119739000.0,129911000.0,106165000.0,98872000.0,
Research And Development,43386000.0,37270000.0,49441000.0,41081000.0,37623000.0,
Selling General And Administration,87383000.0,82469000.0,80470000.0,65084000.0,61249000.0,
Gross Profit,160555000.0,140966000.0,125403000.0,113857000.0,107633000.0,
Cost Of Revenue,2798000.0,4568000.0,6131000.0,3228000.0,1699000.0,
Total Revenue,163353000.0,145534000.0,131534000.0,117085000.0,109332000.0,
Operating Revenue,163353000.0,145534000.0,137238000.0,116319000.0,109332000.0,
