,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,0.0,0.0,-7362810.0,0.0,0.0,,
Tax Rate For Calcs,0.286662,0.362114,0.21,0.261,0.268,,
Normalized EBITDA,123052000.0,102616000.0,83328000.0,138201000.0,138439000.0,,
Total Unusual Items,,0.0,-35061000.0,0.0,0.0,-674000.0,
Total Unusual Items Excluding Goodwill,,0.0,-35061000.0,0.0,0.0,-674000.0,
Net Income From Continuing Operation Net Minority Interest,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Reconciled Depreciation,40919000.0,41608000.0,42430000.0,42078000.0,38032000.0,,
Reconciled Cost Of Revenue,977807000.0,917552000.0,867620000.0,1009649000.0,996893000.0,,
EBITDA,123052000.0,102616000.0,48267000.0,138201000.0,138439000.0,,
EBIT,82133000.0,61008000.0,5837000.0,96123000.0,100407000.0,,
Net Interest Income,-21068000.0,-20101000.0,-23069000.0,-23697000.0,-22213000.0,,
Interest Expense,21068000.0,20101000.0,23069000.0,23697000.0,22213000.0,,
Normalized Income,43560000.0,26094000.0,6289190.0,53536000.0,57248000.0,,
Net Income From Continuing And Discontinued Operation,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Total Expenses,1333105000.0,1274221000.0,1220865000.0,1375952000.0,1350077000.0,,
Total Operating Income As Reported,81227000.0,59575000.0,4784000.0,94824000.0,98379000.0,,
Diluted Average Shares,38629000.0,38813000.0,38708000.0,39703000.0,40226000.0,,
Basic Average Shares,38064000.0,38317000.0,38708000.0,39126000.0,39542000.0,,
Diluted EPS,1.13,0.67,-0.55,1.35,1.42,,
Basic EPS,1.14,0.68,-0.55,1.37,1.45,,
Diluted NI Availto Com Stockholders,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Net Income Common Stockholders,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Net Income,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Net Income Including Noncontrolling Interests,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Net Income Continuous Operations,43560000.0,26094000.0,-21409000.0,53536000.0,57248000.0,,
Tax Provision,17505000.0,14813000.0,4177000.0,18890000.0,20946000.0,,
Pretax Income,61065000.0,40907000.0,-17232000.0,72426000.0,78194000.0,,
Other Income Expense,906000.0,1433000.0,-34008000.0,1299000.0,2028000.0,,
Other Non Operating Income Expenses,906000.0,1433000.0,1053000.0,1299000.0,2028000.0,,
Special Income Charges,,0.0,-35061000.0,0.0,0.0,-674000.0,
Gain On Sale Of Business,,0.0,7393000.0,,,,0.0
Write Off,,0.0,0.0,0.0,0.0,674000.0,
Impairment Of Capital Assets,,0.0,42454000.0,,,,0.0
Net Non Operating Interest Income Expense,-21068000.0,-20101000.0,-23069000.0,-23697000.0,-22213000.0,,
Interest Expense Non Operating,21068000.0,20101000.0,23069000.0,23697000.0,22213000.0,,
Operating Income,81227000.0,59575000.0,39845000.0,94824000.0,98379000.0,,
Operating Expense,355298000.0,356669000.0,353245000.0,366303000.0,353184000.0,,
Depreciation Amortization Depletion Income Statement,40919000.0,41608000.0,42430000.0,42078000.0,38032000.0,,
Depreciation And Amortization In Income Statement,40919000.0,41608000.0,42430000.0,42078000.0,38032000.0,,
Amortization,19629000.0,19629000.0,21159000.0,21549000.0,18804000.0,,
Amortization Of Intangibles Income Statement,19629000.0,19629000.0,21159000.0,21549000.0,18804000.0,,
Depreciation Income Statement,21290000.0,21979000.0,21271000.0,20529000.0,19228000.0,,
Selling General And Administration,314379000.0,315061000.0,310815000.0,324225000.0,315152000.0,,
Gross Profit,436525000.0,416244000.0,393090000.0,461127000.0,451563000.0,,
Cost Of Revenue,977807000.0,917552000.0,867620000.0,1009649000.0,996893000.0,,
Total Revenue,1414332000.0,1333796000.0,1260710000.0,1470776000.0,1448456000.0,,
Operating Revenue,1414332000.0,1333796000.0,1260710000.0,1470776000.0,1448456000.0,,
