,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-19872000.0,-2730000.0,-1050000.0,-210000.0,-210000.0,
Tax Rate For Calcs,0.144,0.21,0.21,0.21,0.21,
Normalized EBITDA,265000000.0,255000000.0,265000000.0,228000000.0,261000000.0,
Total Unusual Items,-138000000.0,-13000000.0,-5000000.0,-1000000.0,-1000000.0,
Total Unusual Items Excluding Goodwill,-138000000.0,-13000000.0,-5000000.0,-1000000.0,-1000000.0,
Net Income From Continuing Operation Net Minority Interest,-79000000.0,17000000.0,18000000.0,14000000.0,23000000.0,
Reconciled Depreciation,170000000.0,164000000.0,165000000.0,166000000.0,160000000.0,
Reconciled Cost Of Revenue,380000000.0,392000000.0,398000000.0,463000000.0,412000000.0,
EBITDA,127000000.0,242000000.0,260000000.0,227000000.0,260000000.0,
EBIT,-43000000.0,77000000.0,95000000.0,61000000.0,100000000.0,
Net Interest Income,-45000000.0,-42000000.0,-41000000.0,-47000000.0,-47000000.0,
Interest Expense,49000000.0,45000000.0,43000000.0,49000000.0,50000000.0,
Interest Income,4000000.0,3000000.0,2000000.0,2000000.0,3000000.0,
Normalized Income,39128000.0,27270000.0,21950000.0,14790000.0,23790000.0,
Net Income From Continuing And Discontinued Operation,-79000000.0,17000000.0,18000000.0,14000000.0,23000000.0,
Total Expenses,874000000.0,878000000.0,894000000.0,977000000.0,905000000.0,
Total Operating Income As Reported,-90000000.0,36000000.0,51000000.0,22000000.0,57000000.0,
Diluted Average Shares,86000000.0,88000000.0,88000000.0,88000000.0,86000000.0,
Basic Average Shares,86000000.0,86000000.0,85000000.0,85000000.0,85000000.0,
Diluted EPS,-0.92,0.2,0.2,0.16,0.26,
Basic EPS,-0.92,0.2,0.21,0.17,0.26,
Diluted NI Availto Com Stockholders,-79000000.0,17000000.0,18000000.0,14000000.0,23000000.0,
Net Income Common Stockholders,-79000000.0,17000000.0,18000000.0,14000000.0,23000000.0,
Net Income,-79000000.0,17000000.0,18000000.0,14000000.0,23000000.0,
Minority Interests,-1000000.0,-1000000.0,-6000000.0,-1000000.0,0.0,
Net Income Including Noncontrolling Interests,-78000000.0,18000000.0,24000000.0,15000000.0,23000000.0,
Net Income Continuous Operations,-78000000.0,18000000.0,24000000.0,15000000.0,23000000.0,
Tax Provision,-14000000.0,14000000.0,28000000.0,-3000000.0,27000000.0,
Pretax Income,-92000000.0,32000000.0,52000000.0,12000000.0,50000000.0,
Other Income Expense,-95000000.0,25000000.0,37000000.0,36000000.0,39000000.0,
Special Income Charges,-138000000.0,-13000000.0,-5000000.0,-1000000.0,-1000000.0,
Gain On Sale Of Ppe,-2000000.0,-13000000.0,-5000000.0,-1000000.0,-1000000.0,
Gain On Sale Of Business,,,,0.0,0.0,
Impairment Of Capital Assets,136000000.0,,,0.0,0.0,0.0
Earnings From Equity Interest,43000000.0,38000000.0,42000000.0,37000000.0,40000000.0,
Net Non Operating Interest Income Expense,-45000000.0,-42000000.0,-41000000.0,-47000000.0,-47000000.0,
Interest Expense Non Operating,49000000.0,45000000.0,43000000.0,49000000.0,50000000.0,
Interest Income Non Operating,4000000.0,3000000.0,2000000.0,2000000.0,3000000.0,
Operating Income,48000000.0,49000000.0,56000000.0,23000000.0,58000000.0,
Operating Expense,491000000.0,487000000.0,496000000.0,514000000.0,492000000.0,
Depreciation Amortization Depletion Income Statement,167000000.0,165000000.0,165000000.0,166000000.0,159000000.0,
Depreciation And Amortization In Income Statement,167000000.0,165000000.0,165000000.0,166000000.0,159000000.0,
Selling General And Administration,324000000.0,322000000.0,331000000.0,348000000.0,333000000.0,
Gross Profit,539000000.0,536000000.0,552000000.0,537000000.0,550000000.0,
Cost Of Revenue,383000000.0,391000000.0,398000000.0,463000000.0,413000000.0,
Total Revenue,922000000.0,927000000.0,950000000.0,1000000000.0,963000000.0,
Operating Revenue,922000000.0,927000000.0,950000000.0,1000000000.0,963000000.0,
