,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.23,0.09368,0.23,0.031695,0.23
Normalized EBITDA,40046000.0,30740000.0,23704000.0,11664000.0,32727000.0
Net Income From Continuing Operation Net Minority Interest,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Reconciled Depreciation,14621000.0,12758000.0,15504000.0,15793000.0,21047000.0
Reconciled Cost Of Revenue,17068000.0,13857000.0,15557000.0,14538000.0,17886000.0
EBITDA,40046000.0,30740000.0,23704000.0,11664000.0,32727000.0
EBIT,25425000.0,17982000.0,8200000.0,-4129000.0,11680000.0
Net Interest Income,-435000.0,-218000.0,-1091000.0,-545000.0,105000.0
Interest Expense,1104000.0,1938000.0,2934000.0,2970000.0,1966000.0
Interest Income,669000.0,1720000.0,1843000.0,2425000.0,2071000.0
Normalized Income,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Net Income From Continuing And Discontinued Operation,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Total Expenses,87528000.0,73922000.0,82220000.0,80986000.0,86136000.0
Total Operating Income As Reported,24756000.0,16262000.0,6357000.0,-6554000.0,9609000.0
Diluted Average Shares,,72705000.0,71061553.0,72250000.0,
Basic Average Shares,,66095455.0,69564068.0,68740000.0,
Diluted EPS,,0.2,0.04,-0.1,
Basic EPS,,0.22,0.04,-0.1,
Diluted NI Availto Com Stockholders,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Net Income Common Stockholders,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Otherunder Preferred Stock Dividend,,0.0,0.0,0.0,0.0
Net Income,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Net Income Including Noncontrolling Interests,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Net Income Continuous Operations,24854000.0,14541000.0,2916000.0,-6874000.0,3227000.0
Tax Provision,-533000.0,1503000.0,2350000.0,-225000.0,6487000.0
Pretax Income,24321000.0,16044000.0,5266000.0,-7099000.0,9714000.0
Net Non Operating Interest Income Expense,-435000.0,-218000.0,-1091000.0,-545000.0,105000.0
Interest Expense Non Operating,1104000.0,1938000.0,2934000.0,2970000.0,1966000.0
Interest Income Non Operating,669000.0,1720000.0,1843000.0,2425000.0,2071000.0
Operating Income,24756000.0,16262000.0,6357000.0,-6554000.0,9780000.0
Operating Expense,70460000.0,60065000.0,66663000.0,66448000.0,68250000.0
Other Operating Expenses,16000.0,,1488000.0,,0.0
Depreciation And Amortization In Income Statement,14621000.0,12758000.0,15504000.0,15793000.0,21047000.0
Depreciation Income Statement,,12758000.0,15504000.0,15793000.0,21047000.0
Research And Development,13387000.0,11693000.0,12531000.0,12381000.0,10032000.0
Selling General And Administration,40920000.0,35614000.0,37140000.0,38274000.0,32834000.0
Selling And Marketing Expense,27720000.0,27793000.0,29580000.0,27134000.0,24358000.0
General And Administrative Expense,13200000.0,7821000.0,7560000.0,11140000.0,8476000.0
Gross Profit,95216000.0,76327000.0,73020000.0,59894000.0,78030000.0
Cost Of Revenue,17068000.0,13857000.0,15557000.0,14538000.0,17886000.0
Total Revenue,112284000.0,90184000.0,88577000.0,74432000.0,95916000.0
Operating Revenue,112284000.0,90184000.0,88577000.0,74432000.0,95916000.0
