,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-4118000.0,-4602000.0,-2489000.0,-4606000.0,-7067000.0
Net Income From Continuing Operation Net Minority Interest,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Reconciled Depreciation,1368000.0,1278000.0,1213000.0,1085000.0,992000.0
Reconciled Cost Of Revenue,9823000.0,9595000.0,10225000.0,8437000.0,8393000.0
EBITDA,-4118000.0,-4602000.0,-2489000.0,-4606000.0,-7067000.0
EBIT,-5486000.0,-5880000.0,-3702000.0,-5691000.0,-8059000.0
Net Interest Income,854000.0,930000.0,991000.0,1052000.0,1135000.0
Interest Expense,666000.0,662000.0,793000.0,884000.0,880000.0
Interest Income,1520000.0,1592000.0,1784000.0,1936000.0,2015000.0
Normalized Income,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Net Income From Continuing And Discontinued Operation,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Total Expenses,55634000.0,54770000.0,54496000.0,47973000.0,50047000.0
Total Operating Income As Reported,-7004000.0,-7480000.0,-5494000.0,-7633000.0,-10078000.0
Diluted Average Shares,42788123.0,42337481.0,41994284.0,41717505.0,41317627.0
Basic Average Shares,42788123.0,42337481.0,41994284.0,41717505.0,41317627.0
Diluted EPS,-0.14,-0.15,-0.11,-0.16,-0.22
Basic EPS,-0.14,-0.15,-0.11,-0.16,-0.22
Diluted NI Availto Com Stockholders,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Net Income Common Stockholders,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Net Income,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Net Income Including Noncontrolling Interests,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Net Income Continuous Operations,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Pretax Income,-6152000.0,-6542000.0,-4495000.0,-6575000.0,-8939000.0
Other Income Expense,-2000.0,8000.0,8000.0,6000.0,4000.0
Other Non Operating Income Expenses,-2000.0,8000.0,8000.0,6000.0,4000.0
Net Non Operating Interest Income Expense,854000.0,930000.0,991000.0,1052000.0,1135000.0
Interest Expense Non Operating,666000.0,662000.0,793000.0,884000.0,880000.0
Interest Income Non Operating,1520000.0,1592000.0,1784000.0,1936000.0,2015000.0
Operating Income,-7004000.0,-7480000.0,-5494000.0,-7633000.0,-10078000.0
Operating Expense,45811000.0,45175000.0,44271000.0,39536000.0,41654000.0
Research And Development,4309000.0,4534000.0,3870000.0,3993000.0,4352000.0
Selling General And Administration,41502000.0,40641000.0,40401000.0,35543000.0,37302000.0
Selling And Marketing Expense,30781000.0,30681000.0,31249000.0,27448000.0,28970000.0
General And Administrative Expense,10721000.0,9960000.0,9152000.0,8095000.0,8332000.0
Other Gand A,10721000.0,9960000.0,9152000.0,8095000.0,8332000.0
Gross Profit,38807000.0,37695000.0,38777000.0,31903000.0,31576000.0
Cost Of Revenue,9823000.0,9595000.0,10225000.0,8437000.0,8393000.0
Total Revenue,48630000.0,47290000.0,49002000.0,40340000.0,39969000.0
Operating Revenue,48630000.0,47290000.0,49002000.0,40340000.0,39969000.0
