,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-06-30
Tax Effect Of Unusual Items,-106050.0,-106243.423522,36557.0,-30080.0,14495670.0,
Tax Rate For Calcs,0.075,0.180994,0.263,0.235,0.399,
Normalized EBITDA,62821000.0,82522000.0,111527000.0,109157000.0,48983000.0,
Total Unusual Items,-1414000.0,-587000.0,139000.0,-128000.0,36330000.0,
Total Unusual Items Excluding Goodwill,-1414000.0,-587000.0,139000.0,-128000.0,36330000.0,
Net Income From Continuing Operation Net Minority Interest,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Reconciled Depreciation,33055000.0,33031000.0,31870000.0,32204000.0,31937000.0,
Reconciled Cost Of Revenue,181878000.0,218481000.0,270045000.0,261335000.0,149794000.0,
EBITDA,61407000.0,81935000.0,111666000.0,109029000.0,85313000.0,
EBIT,28352000.0,48904000.0,79796000.0,76825000.0,53376000.0,
Net Interest Income,-7663000.0,-15800000.0,-7863000.0,-8680000.0,-7910000.0,
Interest Expense,8765000.0,14273000.0,11794000.0,11758000.0,11552000.0,
Interest Income,1930000.0,4377000.0,4343000.0,3490000.0,4054000.0,
Normalized Income,19431950.0,28843756.576478,50007557.0,49855920.0,3313670.0,
Net Income From Continuing And Discontinued Operation,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Total Expenses,256765000.0,297209000.0,358643000.0,344533000.0,227040000.0,
Total Operating Income As Reported,27250000.0,373045000.0,-75775000.0,73962000.0,11219000.0,
Diluted Average Shares,145380814.0,145817391.0,147495902.0,147738277.0,148876282.0,
Basic Average Shares,143345740.0,143890885.0,145439955.0,145710663.0,147297662.0,
Diluted EPS,0.12,0.19,0.34,0.34,0.17,
Basic EPS,0.13,0.2,0.34,0.34,0.17,
Diluted NI Availto Com Stockholders,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Net Income Common Stockholders,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Net Income,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Net Income Including Noncontrolling Interests,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Net Income Continuous Operations,18124000.0,28363000.0,50110000.0,49758000.0,25148000.0,
Tax Provision,1463000.0,6268000.0,17892000.0,15309000.0,16676000.0,
Pretax Income,19587000.0,34631000.0,68002000.0,65067000.0,41824000.0,
Other Income Expense,-1414000.0,-587000.0,139000.0,-128000.0,36330000.0,
Special Income Charges,-1414000.0,-587000.0,139000.0,-128000.0,36330000.0,
Gain On Sale Of Ppe,-1414000.0,115000.0,49000.0,87000.0,-2185000.0,
Gain On Sale Of Business,0.0,-702000.0,90000.0,-215000.0,38515000.0,
Net Non Operating Interest Income Expense,-7663000.0,-15800000.0,-7863000.0,-8680000.0,-7910000.0,
Total Other Finance Cost,828000.0,5904000.0,412000.0,412000.0,412000.0,
Interest Expense Non Operating,8765000.0,14273000.0,11794000.0,11758000.0,11552000.0,
Interest Income Non Operating,1930000.0,4377000.0,4343000.0,3490000.0,4054000.0,
Operating Income,28664000.0,51018000.0,75726000.0,73875000.0,13404000.0,
Operating Expense,74887000.0,78728000.0,88598000.0,83198000.0,77246000.0,
Selling General And Administration,74887000.0,78728000.0,88598000.0,83198000.0,77246000.0,
General And Administrative Expense,,78728000.0,88598000.0,,,73555000.0
Other Gand A,,78728000.0,88598000.0,,,73555000.0
Gross Profit,103551000.0,129746000.0,164324000.0,157073000.0,90650000.0,
Cost Of Revenue,181878000.0,218481000.0,270045000.0,261335000.0,149794000.0,
Total Revenue,285429000.0,348227000.0,434369000.0,418408000.0,240444000.0,
Operating Revenue,285429000.0,348227000.0,434369000.0,418408000.0,240444000.0,
