,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,21913304.0,281623.304462,0.0,116243.073635,,
Tax Rate For Calcs,0.272052,0.251,0.271313,0.275,0.246801,,
Normalized EBITDA,51454000.0,51024000.0,47959000.0,45672000.0,46381000.0,,
Total Unusual Items,0.0,87304000.0,1038000.0,0.0,471000.0,,
Total Unusual Items Excluding Goodwill,0.0,87304000.0,1038000.0,0.0,471000.0,,
Net Income From Continuing Operation Net Minority Interest,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Reconciled Depreciation,6220000.0,6228000.0,5865000.0,5054000.0,5161000.0,,
Reconciled Cost Of Revenue,89938000.0,88630000.0,83922000.0,85332000.0,81221000.0,,
EBITDA,51454000.0,138328000.0,48997000.0,45672000.0,46852000.0,,
EBIT,45234000.0,132100000.0,43132000.0,40618000.0,41691000.0,,
Net Interest Income,-8469000.0,-8910000.0,-6418000.0,-5130000.0,-5200000.0,,
Interest Expense,8469000.0,8910000.0,6418000.0,5130000.0,5200000.0,,
Normalized Income,26763000.0,26874304.0,25996623.304462,25732000.0,27130243.073635,,
Net Income From Continuing And Discontinued Operation,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Total Expenses,129095000.0,126298000.0,121019000.0,122680000.0,114479000.0,,
Total Operating Income As Reported,45234000.0,38261000.0,41840000.0,39818000.0,41220000.0,,
Diluted Average Shares,27997000.0,28509000.0,29210000.0,29383000.0,29457000.0,,
Basic Average Shares,27912000.0,28385000.0,29091000.0,29265000.0,29343000.0,,
Diluted EPS,0.96,3.24,0.92,0.88,0.93,,
Basic EPS,0.96,3.25,0.92,0.88,0.94,,
Diluted NI Availto Com Stockholders,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Net Income Common Stockholders,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Net Income,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Net Income Including Noncontrolling Interests,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Net Income Continuous Operations,26763000.0,92265000.0,26753000.0,25732000.0,27485000.0,,
Tax Provision,10002000.0,30925000.0,9961000.0,9756000.0,9006000.0,,
Pretax Income,36765000.0,123190000.0,36714000.0,35488000.0,36491000.0,,
Other Income Expense,,87304000.0,2330000.0,800000.0,471000.0,303000.0,
Other Non Operating Income Expenses,,,1292000.0,800000.0,471000.0,303000.0,66000.0
Special Income Charges,0.0,-6535000.0,1038000.0,0.0,0.0,,
Gain On Sale Of Ppe,0.0,-6535000.0,1038000.0,0.0,0.0,,
Gain On Sale Of Security,,93839000.0,,,471000.0,303000.0,
Net Non Operating Interest Income Expense,-8469000.0,-8910000.0,-6418000.0,-5130000.0,-5200000.0,,
Interest Expense Non Operating,8469000.0,8910000.0,6418000.0,5130000.0,5200000.0,,
Operating Income,45234000.0,44796000.0,40802000.0,39818000.0,41220000.0,,
Operating Expense,39157000.0,37668000.0,37097000.0,37348000.0,33258000.0,,
Depreciation Amortization Depletion Income Statement,6220000.0,6228000.0,5865000.0,5054000.0,5161000.0,,
Depreciation And Amortization In Income Statement,6220000.0,6228000.0,5865000.0,5054000.0,5161000.0,,
Selling General And Administration,32937000.0,31440000.0,31232000.0,32294000.0,28097000.0,,
Gross Profit,84391000.0,82464000.0,77899000.0,77166000.0,74478000.0,,
Cost Of Revenue,89938000.0,88630000.0,83922000.0,85332000.0,81221000.0,,
Total Revenue,174329000.0,171094000.0,161821000.0,162498000.0,155699000.0,,
Operating Revenue,174329000.0,171094000.0,161821000.0,162498000.0,155699000.0,,
