,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,-669669.0,0.0,-1567230.0
Tax Rate For Calcs,0.094711,0.132,0.143,0.092328,0.17
Normalized EBITDA,71921000.0,67677000.0,71139000.0,70589000.0,66647000.0
Total Unusual Items,0.0,0.0,-4683000.0,0.0,-9219000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-4683000.0,0.0,-9219000.0
Net Income From Continuing Operation Net Minority Interest,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Reconciled Depreciation,19584000.0,19517000.0,19408000.0,19598000.0,19735000.0
Reconciled Cost Of Revenue,915020000.0,882419000.0,875430000.0,942657000.0,866336000.0
EBITDA,71921000.0,67677000.0,66456000.0,70589000.0,57428000.0
EBIT,52337000.0,48160000.0,47048000.0,50991000.0,37693000.0
Net Interest Income,-1567000.0,-2266000.0,-2320000.0,-4357000.0,-6374000.0
Interest Expense,2501000.0,3137000.0,3554000.0,5577000.0,7389000.0
Interest Income,934000.0,871000.0,1234000.0,1220000.0,1015000.0
Normalized Income,45116000.0,39073000.0,41280331.0,41221000.0,32791770.0
Net Income From Continuing And Discontinued Operation,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Total Expenses,964700000.0,931379000.0,924579000.0,996711000.0,912286000.0
Total Operating Income As Reported,53608000.0,48791000.0,46860000.0,53858000.0,39246000.0
Diluted Average Shares,27532000.0,27662000.0,27763000.0,27783000.0,27765000.0
Basic Average Shares,27059000.0,27109000.0,27087000.0,27203000.0,27364000.0
Diluted EPS,1.64,1.41,1.34,1.48,0.91
Basic EPS,1.67,1.44,1.38,1.52,0.92
Diluted NI Availto Com Stockholders,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Net Income Common Stockholders,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Net Income,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Net Income Including Noncontrolling Interests,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Net Income Continuous Operations,45116000.0,39073000.0,37267000.0,41221000.0,25140000.0
Tax Provision,4720000.0,5950000.0,6227000.0,4193000.0,5164000.0
Pretax Income,49836000.0,45023000.0,43494000.0,45414000.0,30304000.0
Other Income Expense,-2205000.0,-1502000.0,-5729000.0,-4087000.0,-11787000.0
Other Non Operating Income Expenses,-2205000.0,-1502000.0,-1046000.0,-4087000.0,-2568000.0
Special Income Charges,0.0,0.0,-4683000.0,0.0,-9219000.0
Restructuring And Mergern Acquisition,0.0,0.0,4683000.0,0.0,9219000.0
Net Non Operating Interest Income Expense,-1567000.0,-2266000.0,-2320000.0,-4357000.0,-6374000.0
Interest Expense Non Operating,2501000.0,3137000.0,3554000.0,5577000.0,7389000.0
Interest Income Non Operating,934000.0,871000.0,1234000.0,1220000.0,1015000.0
Operating Income,53608000.0,48791000.0,51543000.0,53858000.0,48465000.0
Operating Expense,49680000.0,48960000.0,49149000.0,54054000.0,45950000.0
Selling General And Administration,49680000.0,48960000.0,49149000.0,54054000.0,45950000.0
Gross Profit,103288000.0,97751000.0,100692000.0,107912000.0,94415000.0
Cost Of Revenue,915020000.0,882419000.0,875430000.0,942657000.0,866336000.0
Total Revenue,1018308000.0,980170000.0,976122000.0,1050569000.0,960751000.0
Operating Revenue,1018308000.0,980170000.0,976122000.0,1050569000.0,960751000.0
