,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31,2023-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-1022.251187,0.0,
Tax Rate For Calcs,0.15,0.002046,0.15,0.002793,0.0,
Normalized EBITDA,-14441000.0,-13344000.0,-14157000.0,-9732000.0,-62861000.0,
Total Unusual Items,0.0,0.0,0.0,-366000.0,-18411000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,-366000.0,-18411000.0,
Net Income From Continuing Operation Net Minority Interest,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-82497000.0,
Reconciled Depreciation,83000.0,82000.0,78000.0,80000.0,49000.0,
EBITDA,-14441000.0,-13344000.0,-14157000.0,-10098000.0,-81272000.0,
EBIT,-14524000.0,-13426000.0,-14235000.0,-10178000.0,-81321000.0,
Net Interest Income,2268000.0,2629000.0,2256000.0,462000.0,-752000.0,
Interest Expense,756000.0,751000.0,728000.0,563000.0,1159000.0,
Interest Income,3024000.0,3380000.0,2984000.0,1025000.0,407000.0,
Normalized Income,-15299000.0,-14148000.0,-14984000.0,-10346022.251187,-64086000.0,
Net Income From Continuing And Discontinued Operation,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-82497000.0,
Total Expenses,17455000.0,16759000.0,17310000.0,10773000.0,10442000.0,
Total Operating Income As Reported,-17455000.0,-16759000.0,-17310000.0,-10773000.0,-10442000.0,
Diluted Average Shares,,44168986.0,39443768.0,23197976.0,,23197976.0
Basic Average Shares,,44168986.0,39443768.0,23197976.0,,23197976.0
Diluted EPS,,-0.32,-0.38,-0.46,,-0.258342
Basic EPS,,-0.32,-0.38,-0.46,,-0.258342
Diluted NI Availto Com Stockholders,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-83593000.0,
Net Income Common Stockholders,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-83593000.0,
Preferred Stock Dividends,,,,,1096000.0,1273000.0
Net Income,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-82497000.0,
Net Income Including Noncontrolling Interests,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-82497000.0,
Net Income Continuous Operations,-15299000.0,-14148000.0,-14984000.0,-10711000.0,-82497000.0,
Tax Provision,19000.0,-29000.0,21000.0,-30000.0,,0.0
Pretax Income,-15280000.0,-14177000.0,-14963000.0,-10741000.0,-82480000.0,
Other Income Expense,-93000.0,-47000.0,91000.0,-430000.0,-71286000.0,
Other Non Operating Income Expenses,-93000.0,-47000.0,91000.0,-64000.0,-52875000.0,
Special Income Charges,0.0,0.0,0.0,-366000.0,,0.0
Other Special Charges,0.0,,,366000.0,,
Gain On Sale Of Security,,,,,-15320000.0,5956000.0
Net Non Operating Interest Income Expense,2268000.0,2629000.0,2256000.0,462000.0,-752000.0,
Interest Expense Non Operating,756000.0,751000.0,728000.0,563000.0,1159000.0,
Interest Income Non Operating,3024000.0,3380000.0,2984000.0,1025000.0,407000.0,
Operating Income,-17455000.0,-16759000.0,-17310000.0,-10773000.0,-10442000.0,
Operating Expense,17455000.0,16759000.0,17310000.0,10773000.0,10442000.0,
Other Operating Expenses,-1518000.0,528000.0,1368000.0,1501000.0,337000.0,
Research And Development,11273000.0,11549000.0,9855000.0,5638000.0,5671000.0,
Selling General And Administration,7700000.0,4682000.0,6087000.0,3634000.0,4434000.0,
General And Administrative Expense,7700000.0,4682000.0,6087000.0,3634000.0,4434000.0,
Other Gand A,2718000.0,1572000.0,2831000.0,2638000.0,1264000.0,
Salaries And Wages,4982000.0,3110000.0,3256000.0,996000.0,3170000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
