,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-994000.0,-1155000.0,-1205000.0,-1872000.0,-1166000.0,
Total Unusual Items,,,,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Reconciled Depreciation,66000.0,47000.0,50000.0,43000.0,5000.0,
Reconciled Cost Of Revenue,406000.0,324000.0,144000.0,93000.0,56000.0,
EBITDA,-994000.0,-1155000.0,-1205000.0,-1872000.0,-1166000.0,
EBIT,-1060000.0,-1202000.0,-1255000.0,-1915000.0,-1171000.0,
Net Interest Income,30000.0,47000.0,62000.0,76000.0,-26000.0,
Interest Expense,0.0,,,,26000.0,22000.0
Interest Income,30000.0,,,,0.0,
Normalized Income,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Net Income From Continuing And Discontinued Operation,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Total Expenses,2301000.0,2015000.0,1605000.0,2032000.0,1266000.0,
Total Operating Income As Reported,-1090000.0,-1202000.0,-1255000.0,-1915000.0,-1171000.0,
Diluted Average Shares,1459587.0,1459587.0,1459587.0,,1267430.0,1459587.0
Basic Average Shares,1459587.0,1459587.0,1459587.0,,1267430.0,1459587.0
Diluted EPS,-0.73,-0.79,-0.8,,-0.94,-0.460404
Basic EPS,-0.73,-0.79,-0.8,,-0.94,-0.460404
Diluted NI Availto Com Stockholders,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Net Income Common Stockholders,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Net Income,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Net Income Including Noncontrolling Interests,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Net Income Continuous Operations,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Pretax Income,-1060000.0,-1155000.0,-1193000.0,-1839000.0,-1197000.0,
Special Income Charges,,,,0.0,0.0,0.0
Net Non Operating Interest Income Expense,30000.0,47000.0,62000.0,76000.0,-26000.0,
Total Other Finance Cost,,-47000.0,-62000.0,-76000.0,26000.0,22000.0
Interest Expense Non Operating,0.0,,,,26000.0,22000.0
Interest Income Non Operating,30000.0,,,,0.0,
Operating Income,-1090000.0,-1202000.0,-1255000.0,-1915000.0,-1171000.0,
Operating Expense,1895000.0,1691000.0,1461000.0,1939000.0,1210000.0,
Research And Development,201000.0,207000.0,190000.0,200000.0,15000.0,
Selling General And Administration,1694000.0,1484000.0,1271000.0,1739000.0,1195000.0,
Gross Profit,805000.0,489000.0,206000.0,24000.0,39000.0,
Cost Of Revenue,406000.0,324000.0,144000.0,93000.0,56000.0,
Total Revenue,1211000.0,813000.0,350000.0,117000.0,95000.0,
Operating Revenue,1211000.0,813000.0,350000.0,154000.0,95000.0,
