,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1289382.171781,1253984.0,1170333.603792,2181744.0,1110913.844622,,
Tax Rate For Calcs,0.243555,0.263,0.259555,0.278,0.273489,,
Normalized EBITDA,57238000.0,47891000.0,67763000.0,50266000.0,56333000.0,,
Total Unusual Items,5294000.0,4768000.0,4509000.0,7848000.0,4062000.0,,
Total Unusual Items Excluding Goodwill,5294000.0,4768000.0,4509000.0,7848000.0,4062000.0,,
Net Income From Continuing Operation Net Minority Interest,26526000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Reconciled Depreciation,30595000.0,29623000.0,29966000.0,28556000.0,27906000.0,,
Reconciled Cost Of Revenue,907536000.0,898351000.0,915057000.0,892336000.0,883989000.0,,
EBITDA,62532000.0,52659000.0,72272000.0,58114000.0,60395000.0,,
EBIT,31937000.0,23036000.0,42306000.0,29558000.0,32489000.0,,
Normalized Income,22521382.171781,16963984.0,31339333.603792,20173744.0,23307913.844622,,
Net Income From Continuing And Discontinued Operation,26526000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Total Expenses,1186859000.0,1177740000.0,1202822000.0,1156674000.0,1153230000.0,,
Total Operating Income As Reported,31937000.0,23036000.0,42306000.0,29558000.0,32489000.0,,
Diluted Average Shares,26354064.0,26898443.0,26898443.0,26898443.0,26898443.0,,
Basic Average Shares,26354064.0,26898443.0,26898443.0,26898443.0,26898443.0,,
Diluted EPS,1.01,0.76,1.29,0.96,0.98,,
Basic EPS,1.01,0.76,1.29,0.96,0.98,,
Diluted NI Availto Com Stockholders,26526000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Net Income Common Stockholders,26526000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Net Income,26526000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Net Income Including Noncontrolling Interests,26527000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Net Income Continuous Operations,26527000.0,20478000.0,34678000.0,25840000.0,26259000.0,,
Tax Provision,8541000.0,7326000.0,12156000.0,9945000.0,9885000.0,,
Pretax Income,35068000.0,27804000.0,46834000.0,35785000.0,36144000.0,,
Other Income Expense,3131000.0,4768000.0,4529000.0,6227000.0,3655000.0,,
Other Non Operating Income Expenses,-2163000.0,,20000.0,-1621000.0,-407000.0,-1401000.0,
Gain On Sale Of Security,5294000.0,4768000.0,4509000.0,7848000.0,4062000.0,,
Operating Income,31937000.0,23036000.0,42306000.0,29558000.0,32489000.0,,
Operating Expense,276428000.0,276466000.0,284899000.0,261582000.0,266535000.0,,
Other Operating Expenses,248728000.0,249766000.0,257799000.0,235782000.0,241335000.0,,
Depreciation Amortization Depletion Income Statement,27700000.0,26700000.0,27100000.0,25800000.0,25200000.0,,
Depreciation And Amortization In Income Statement,27700000.0,26700000.0,27100000.0,25800000.0,25200000.0,,
Selling General And Administration,,249766000.0,257799000.0,235782000.0,,242847000.0,237711000.0
General And Administrative Expense,,249766000.0,257799000.0,235782000.0,,242847000.0,237711000.0
Other Gand A,,249766000.0,257799000.0,235782000.0,,242847000.0,237711000.0
Gross Profit,308365000.0,299502000.0,327205000.0,291140000.0,299024000.0,,
Cost Of Revenue,910431000.0,901274000.0,917923000.0,895092000.0,886695000.0,,
Total Revenue,1218796000.0,1200776000.0,1245128000.0,1186232000.0,1185719000.0,,
Operating Revenue,1214479000.0,1196805000.0,1227278000.0,1186232000.0,1181456000.0,,
