,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-5793000.0,-5446000.0,-4067000.0,-6863000.0,-5736000.0,
Total Unusual Items,93000.0,62000.0,-118000.0,151000.0,-56000.0,
Total Unusual Items Excluding Goodwill,93000.0,62000.0,-118000.0,151000.0,-56000.0,
Net Income From Continuing Operation Net Minority Interest,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Reconciled Depreciation,91000.0,91000.0,90000.0,80000.0,82000.0,
Reconciled Cost Of Revenue,,,,1000.0,-106000.0,
EBITDA,-5700000.0,-5384000.0,-4185000.0,-6712000.0,-5792000.0,
EBIT,-5791000.0,-5475000.0,-4275000.0,-6792000.0,-5874000.0,
Net Interest Income,604000.0,920000.0,-4000.0,-6000.0,-6000.0,
Interest Expense,,,4000.0,6000.0,6000.0,8000.0
Normalized Income,-5152000.0,-4782000.0,-4161000.0,-6949000.0,-5898000.0,
Net Income From Continuing And Discontinued Operation,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Total Expenses,5791000.0,5548000.0,4141000.0,6927000.0,5874000.0,
Total Operating Income As Reported,-5791000.0,-5548000.0,-4141000.0,-6927000.0,-5874000.0,
Diluted Average Shares,10644533.0,,2616288.0,2576347.0,2157065.0,
Basic Average Shares,10644533.0,,2616288.0,2576347.0,2157065.0,
Diluted EPS,-0.48,,-1.64,-2.64,-3.05,
Basic EPS,-0.48,,-1.64,-2.64,-3.05,
Diluted NI Availto Com Stockholders,-5059000.0,-5339000.0,-4279000.0,-6798000.0,-6573000.0,
Net Income Common Stockholders,-5059000.0,-5339000.0,-4279000.0,-6798000.0,-6573000.0,
Otherunder Preferred Stock Dividend,0.0,,,,619000.0,
Net Income,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Net Income Including Noncontrolling Interests,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Net Income Continuous Operations,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Pretax Income,-5059000.0,-4720000.0,-4279000.0,-6798000.0,-5954000.0,
Other Income Expense,128000.0,-92000.0,-134000.0,135000.0,-74000.0,
Other Non Operating Income Expenses,35000.0,-154000.0,-16000.0,-16000.0,-18000.0,
Gain On Sale Of Security,93000.0,62000.0,-118000.0,151000.0,-56000.0,
Net Non Operating Interest Income Expense,604000.0,920000.0,-4000.0,-6000.0,-6000.0,
Total Other Finance Cost,-604000.0,,,,6000.0,
Interest Expense Non Operating,,,4000.0,6000.0,6000.0,8000.0
Operating Income,-5791000.0,-5548000.0,-4141000.0,-6927000.0,-5874000.0,
Operating Expense,5791000.0,5548000.0,4141000.0,6926000.0,5874000.0,
Other Operating Expenses,,0.0,-3000.0,1000.0,-106000.0,
Research And Development,3585000.0,3512000.0,2566000.0,5102000.0,4429000.0,
Selling General And Administration,2206000.0,2036000.0,1578000.0,1824000.0,1551000.0,
General And Administrative Expense,2206000.0,2036000.0,1578000.0,1824000.0,1551000.0,
Other Gand A,2206000.0,2036000.0,1578000.0,1824000.0,1551000.0,
Gross Profit,,,,-1000.0,106000.0,
Cost Of Revenue,,,,1000.0,-106000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
