,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,271175.84188,-4806.242291,-92349.381668,4830.0,-350145.939538,,
Tax Rate For Calcs,0.221187,0.184855,0.225242,0.21,0.263466,,
Normalized EBITDA,131939000.0,21166000.0,-15493000.0,69204000.0,79212000.0,,
Total Unusual Items,1226000.0,-26000.0,-410000.0,23000.0,-1329000.0,,
Total Unusual Items Excluding Goodwill,1226000.0,-26000.0,-410000.0,23000.0,-1329000.0,,
Net Income From Continuing Operation Net Minority Interest,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Reconciled Depreciation,34712000.0,36586000.0,34911000.0,31879000.0,32144000.0,,
Reconciled Cost Of Revenue,1628191000.0,1595946000.0,1713184000.0,1937079000.0,1802341000.0,,
EBITDA,133165000.0,21140000.0,-15903000.0,69227000.0,77883000.0,,
EBIT,98453000.0,-15446000.0,-50814000.0,37348000.0,45739000.0,,
Net Interest Income,-22106000.0,-21848000.0,-21073000.0,-23402000.0,-20434000.0,,
Interest Expense,22106000.0,21848000.0,21073000.0,23402000.0,20434000.0,,
Normalized Income,58505175.84188,-30378806.242291,-55377349.381668,7467830.0,19616854.060462,,
Net Income From Continuing And Discontinued Operation,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Total Expenses,1805209000.0,1768325000.0,1878099000.0,2110533000.0,1972660000.0,,
Total Operating Income As Reported,96760000.0,-15776000.0,-46959000.0,36431000.0,48641000.0,,
Diluted Average Shares,50836000.0,53756000.0,55252000.0,56224000.0,58045000.0,,
Basic Average Shares,50373000.0,53756000.0,55252000.0,55729000.0,57239000.0,,
Diluted EPS,1.17,-0.57,-1.01,0.13,0.32,,
Basic EPS,1.18,-0.57,-1.01,0.13,0.33,,
Diluted NI Availto Com Stockholders,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Average Dilution Earnings,0.0,,,0.0,0.0,,
Net Income Common Stockholders,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Net Income,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Net Income Including Noncontrolling Interests,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Net Income Continuous Operations,59460000.0,-30400000.0,-55695000.0,7486000.0,18638000.0,,
Tax Provision,16887000.0,-6894000.0,-16192000.0,6460000.0,6667000.0,,
Pretax Income,76347000.0,-37294000.0,-71887000.0,13946000.0,25305000.0,,
Other Income Expense,10224000.0,7843000.0,-4936000.0,3948000.0,931000.0,,
Other Non Operating Income Expenses,-163000.0,-371000.0,-422000.0,1253000.0,-124000.0,,
Special Income Charges,1226000.0,-26000.0,-410000.0,23000.0,-1329000.0,,
Gain On Sale Of Ppe,1226000.0,-1000.0,-108000.0,0.0,-63000.0,,
Other Special Charges,,25000.0,270000.0,,1418000.0,,1500000.0
Restructuring And Mergern Acquisition,0.0,0.0,32000.0,-23000.0,-152000.0,,
Earnings From Equity Interest,9161000.0,8240000.0,-4104000.0,2672000.0,2384000.0,,
Net Non Operating Interest Income Expense,-22106000.0,-21848000.0,-21073000.0,-23402000.0,-20434000.0,,
Interest Expense Non Operating,22106000.0,21848000.0,21073000.0,23402000.0,20434000.0,,
Operating Income,88229000.0,-23289000.0,-45878000.0,33400000.0,44808000.0,,
Operating Expense,177018000.0,172379000.0,164915000.0,173454000.0,170319000.0,,
Other Operating Expenses,153370000.0,148136000.0,143393000.0,151055000.0,147151000.0,,
Research And Development,,,,4006000.0,3071000.0,1971000.0,2907000.0
Selling General And Administration,23648000.0,24243000.0,21522000.0,22399000.0,23168000.0,,
General And Administrative Expense,23648000.0,24243000.0,21522000.0,22399000.0,23168000.0,,
Other Gand A,23648000.0,24243000.0,21522000.0,22399000.0,23168000.0,,
Gross Profit,265247000.0,149090000.0,119037000.0,206854000.0,215127000.0,,
Cost Of Revenue,1628191000.0,1595946000.0,1713184000.0,1937079000.0,1802341000.0,,
Total Revenue,1893438000.0,1745036000.0,1832221000.0,2143933000.0,2017468000.0,,
Operating Revenue,1893438000.0,1745036000.0,1832221000.0,2143933000.0,2017468000.0,,
