,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.334328
Normalized EBITDA,613894.0,862462.0,292303.0,2934844.0,1069127.0
Net Income From Continuing Operation Net Minority Interest,-550137.0,163565.0,-412189.0,538963.0,409535.0
Reconciled Depreciation,678185.0,879198.0,585666.0,1882246.0,536737.0
Reconciled Cost Of Revenue,26790957.0,20407647.0,22340036.0,21921378.0,22103325.0
EBITDA,613894.0,862462.0,292303.0,2934844.0,1069127.0
EBIT,-64291.0,-16736.0,-293363.0,1052598.0,532390.0
Net Interest Income,-365836.0,-300981.0,-221653.0,-185980.0,-15280.0
Interest Expense,366420.0,305094.0,222207.0,189999.0,16382.0
Interest Income,584.0,4113.0,554.0,4019.0,1102.0
Normalized Income,-550137.0,163565.0,-412189.0,538963.0,409535.0
Net Income From Continuing And Discontinued Operation,-550137.0,163565.0,-412189.0,538963.0,409535.0
Total Expenses,36165005.0,29821311.0,31074453.0,29711408.0,29450922.0
Total Operating Income As Reported,-65826.0,-450362.0,-320934.0,1245405.0,481690.0
Diluted Average Shares,9563914.0,9699561.0,9547607.0,9870454.0,9786522.0
Basic Average Shares,9563914.0,9564779.0,9547607.0,9547607.0,9500000.0
Diluted EPS,-0.06,0.02,-0.04,0.05,0.04
Basic EPS,-0.06,0.02,-0.04,0.06,0.04
Diluted NI Availto Com Stockholders,-550137.0,163565.0,-412189.0,538963.0,409535.0
Net Income Common Stockholders,-550137.0,163565.0,-412189.0,538963.0,409535.0
Net Income,-550137.0,163565.0,-412189.0,538963.0,409535.0
Minority Interests,148111.0,186980.0,125670.0,87997.0,66043.0
Net Income Including Noncontrolling Interests,-698248.0,-23415.0,-537859.0,450966.0,343492.0
Net Income Continuous Operations,-698248.0,-23415.0,-537859.0,450966.0,343492.0
Tax Provision,267537.0,-298415.0,22289.0,411633.0,172516.0
Pretax Income,-430711.0,-321830.0,-515570.0,862599.0,516008.0
Other Income Expense,951.0,429513.0,27017.0,-196826.0,49598.0
Other Non Operating Income Expenses,951.0,429513.0,27017.0,-196826.0,49598.0
Net Non Operating Interest Income Expense,-365836.0,-300981.0,-221653.0,-185980.0,-15280.0
Interest Expense Non Operating,366420.0,305094.0,222207.0,189999.0,16382.0
Interest Income Non Operating,584.0,4113.0,554.0,4019.0,1102.0
Operating Income,-65826.0,-450362.0,-320934.0,1245405.0,481690.0
Operating Expense,9374048.0,9413664.0,8734417.0,7790030.0,7347597.0
Research And Development,451975.0,530797.0,320673.0,224290.0,423697.0
Selling General And Administration,8922073.0,8882867.0,8413744.0,7565740.0,6923900.0
Selling And Marketing Expense,6284932.0,6260847.0,6130886.0,5887712.0,4572593.0
General And Administrative Expense,2637141.0,2622020.0,2282858.0,1678028.0,2351307.0
Other Gand A,2637141.0,2622020.0,2282858.0,1678028.0,2351307.0
Gross Profit,9308222.0,8963302.0,8413483.0,9035435.0,7829287.0
Cost Of Revenue,26790957.0,20407647.0,22340036.0,21921378.0,22103325.0
Total Revenue,36099179.0,29370949.0,30753519.0,30956813.0,29932612.0
Operating Revenue,32756961.0,27255681.0,30753519.0,28816241.0,28203247.0
