,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.068004,0.035,0.082639,,
Normalized EBITDA,-35316000.0,-33550000.0,-31626000.0,-28103000.0,57575000.0,,
Total Unusual Items,,,,,0.0,0.0,-10000000.0
Total Unusual Items Excluding Goodwill,,,,,0.0,0.0,-10000000.0
Net Income From Continuing Operation Net Minority Interest,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Reconciled Depreciation,213000.0,342000.0,1075000.0,1098000.0,992000.0,,
EBITDA,-35316000.0,-33550000.0,-31626000.0,-28103000.0,57575000.0,,
EBIT,-35529000.0,-33892000.0,-32701000.0,-29201000.0,56583000.0,,
Net Interest Income,-2202000.0,-2452000.0,-3482000.0,-2304000.0,-1167000.0,,
Interest Expense,2744000.0,2746000.0,2738000.0,2734000.0,2916000.0,,
Interest Income,542000.0,294000.0,-744000.0,430000.0,1749000.0,,
Normalized Income,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Net Income From Continuing And Discontinued Operation,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Total Expenses,50254000.0,46699000.0,45507000.0,43399000.0,43755000.0,,
Total Operating Income As Reported,-38765000.0,-36810000.0,-36128000.0,-33919000.0,52087000.0,,
Diluted Average Shares,227275466.0,226818051.0,226604138.0,226346058.0,238543102.0,,
Basic Average Shares,227275466.0,226818051.0,226604138.0,226346058.0,226221202.0,,
Diluted EPS,-0.17,-0.16,-0.15,-0.14,0.22,,
Basic EPS,-0.17,-0.16,-0.15,-0.14,0.22,,
Diluted NI Availto Com Stockholders,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Average Dilution Earnings,,,,,2500000.0,,
Net Income Common Stockholders,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Net Income,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Net Income Including Noncontrolling Interests,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Net Income Continuous Operations,-38273000.0,-36638000.0,-33029000.0,-30803000.0,49232000.0,,
Tax Provision,0.0,,-2410000.0,-1132000.0,4435000.0,,
Pretax Income,-38273000.0,-36638000.0,-35439000.0,-31935000.0,53667000.0,,
Other Income Expense,2694000.0,2624000.0,4171000.0,4288000.0,2747000.0,,
Other Non Operating Income Expenses,2694000.0,2624000.0,4171000.0,4288000.0,2747000.0,,
Special Income Charges,,,,,0.0,0.0,-10000000.0
Net Non Operating Interest Income Expense,-2202000.0,-2452000.0,-3482000.0,-2304000.0,-1167000.0,,
Interest Expense Non Operating,2744000.0,2746000.0,2738000.0,2734000.0,2916000.0,,
Interest Income Non Operating,542000.0,294000.0,-744000.0,430000.0,1749000.0,,
Operating Income,-38765000.0,-36810000.0,-36128000.0,-33919000.0,52087000.0,,
Operating Expense,50254000.0,46699000.0,45507000.0,43399000.0,43755000.0,,
Research And Development,41575000.0,38041000.0,36112000.0,34897000.0,35086000.0,,
Selling General And Administration,8679000.0,8658000.0,9395000.0,8502000.0,8669000.0,,
General And Administrative Expense,8679000.0,8658000.0,9395000.0,8502000.0,8669000.0,,
Other Gand A,8679000.0,8658000.0,9395000.0,8502000.0,8669000.0,,
Total Revenue,11489000.0,9889000.0,9379000.0,9480000.0,95842000.0,,
Operating Revenue,11489000.0,9889000.0,9379000.0,9480000.0,95842000.0,,
