,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,26395.588235,579.280093,-1133250.0,-3639750.0,88852.882966,
Tax Rate For Calcs,0.070956,0.000129,0.25,0.25,0.018604,
Normalized EBITDA,50591000.0,60412000.0,45553000.0,45989000.0,48010000.0,
Total Unusual Items,372000.0,4490000.0,-4533000.0,-14559000.0,4776000.0,
Total Unusual Items Excluding Goodwill,372000.0,4490000.0,-4533000.0,-14559000.0,4776000.0,
Net Income From Continuing Operation Net Minority Interest,7581000.0,23250000.0,-3773000.0,-12851000.0,7438000.0,
Reconciled Depreciation,27901000.0,27703000.0,27661000.0,27748000.0,27742000.0,
Reconciled Cost Of Revenue,60139000.0,55060000.0,58306000.0,55284000.0,55286000.0,
EBITDA,50963000.0,64902000.0,41020000.0,31430000.0,52786000.0,
EBIT,23062000.0,37199000.0,13359000.0,3682000.0,25044000.0,
Net Interest Income,-14306000.0,-15200000.0,-16179000.0,-15789000.0,-16906000.0,
Interest Expense,14902000.0,13946000.0,16857000.0,16320000.0,17465000.0,
Interest Income,748000.0,1054000.0,857000.0,897000.0,828000.0,
Normalized Income,7235395.588235,18760579.280093,-373250.0,-1931750.0,2750852.882966,
Net Income From Continuing And Discontinued Operation,7581000.0,23250000.0,-3773000.0,-12851000.0,7438000.0,
Total Expenses,61935000.0,56589000.0,59781000.0,56710000.0,56923000.0,
Total Operating Income As Reported,23436000.0,34666000.0,17214000.0,1326000.0,19709000.0,
Diluted Average Shares,34045000.0,34045000.0,34045000.0,38519000.0,34045000.0,
Basic Average Shares,34045000.0,34045000.0,34045000.0,34045000.0,34045000.0,
Diluted EPS,0.222676,0.682949,-0.110824,-0.42,0.218476,
Basic EPS,0.222676,0.682949,-0.110824,-0.42,0.218476,
Diluted NI Availto Com Stockholders,7581000.0,16316000.0,-3773000.0,-14282000.0,7438000.0,
Net Income Common Stockholders,7581000.0,16316000.0,-3773000.0,-14282000.0,7438000.0,
Preferred Stock Dividends,,,,1431000.0,,
Net Income,7581000.0,23250000.0,-3773000.0,-12851000.0,7438000.0,
Net Income Including Noncontrolling Interests,7581000.0,23250000.0,-3773000.0,-12851000.0,7438000.0,
Net Income Continuous Operations,7581000.0,23250000.0,-3773000.0,-12851000.0,7438000.0,
Tax Provision,579000.0,3000.0,275000.0,213000.0,141000.0,
Pretax Income,8160000.0,23253000.0,-3498000.0,-12638000.0,7579000.0,
Other Income Expense,372000.0,4490000.0,-4533000.0,-14559000.0,4776000.0,
Special Income Charges,1342000.0,703000.0,0.0,-16384000.0,0.0,
Gain On Sale Of Ppe,1342000.0,,,,0.0,
Write Off,,0.0,0.0,16384000.0,,0.0
Gain On Sale Of Security,-970000.0,3787000.0,-4533000.0,1825000.0,4776000.0,
Net Non Operating Interest Income Expense,-14306000.0,-15200000.0,-16179000.0,-15789000.0,-16906000.0,
Total Other Finance Cost,152000.0,2308000.0,179000.0,366000.0,269000.0,
Interest Expense Non Operating,14902000.0,13946000.0,16857000.0,16320000.0,17465000.0,
Interest Income Non Operating,748000.0,1054000.0,857000.0,897000.0,828000.0,
Operating Income,22094000.0,34666000.0,16511000.0,17710000.0,19709000.0,
Operating Expense,1796000.0,1529000.0,1475000.0,1426000.0,1637000.0,
Selling General And Administration,1796000.0,1529000.0,1475000.0,1426000.0,1637000.0,
General And Administrative Expense,1796000.0,1529000.0,1475000.0,1426000.0,1637000.0,
Other Gand A,1796000.0,1529000.0,1475000.0,1426000.0,1637000.0,
Gross Profit,23890000.0,36195000.0,17986000.0,19136000.0,21346000.0,
Cost Of Revenue,60139000.0,55060000.0,58306000.0,55284000.0,55286000.0,
Total Revenue,84029000.0,91255000.0,76292000.0,74420000.0,76632000.0,
Operating Revenue,83457000.0,84872000.0,75806000.0,73437000.0,76077000.0,
