,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-1336095.389839,-266182.607704,24401160.0,-399342.415944,41846.25366,
Tax Rate For Calcs,0.008885,0.003459,0.21,0.005711,0.003965,
Normalized EBITDA,869849000.0,843887000.0,853818000.0,860135000.0,869309000.0,
Total Unusual Items,-150373000.0,-76946000.0,116196000.0,-69922000.0,10553000.0,
Total Unusual Items Excluding Goodwill,-150373000.0,-76946000.0,116196000.0,-69922000.0,10553000.0,
Net Income From Continuing Operation Net Minority Interest,358419000.0,407791000.0,614607000.0,430329000.0,518127000.0,
Reconciled Depreciation,283216000.0,282715000.0,280891000.0,280330000.0,283342000.0,
Reconciled Cost Of Revenue,318005000.0,331847000.0,310774000.0,321700000.0,301044000.0,
EBITDA,719476000.0,766941000.0,970014000.0,790213000.0,879862000.0,
EBIT,436260000.0,484226000.0,689123000.0,509883000.0,596520000.0,
Net Interest Income,-63487000.0,-64102000.0,-61314000.0,-62017000.0,-60273000.0,
Interest Expense,71609000.0,72009000.0,72135000.0,74252000.0,73236000.0,
Interest Income,8122000.0,7907000.0,10821000.0,12235000.0,12963000.0,
Normalized Income,507455904.610161,484470817.392296,522812160.0,499851657.584056,507615846.25366,
Net Income From Continuing And Discontinued Operation,358419000.0,407791000.0,614607000.0,430329000.0,518127000.0,
Total Expenses,625935000.0,639746000.0,624212000.0,628244000.0,610966000.0,
Diluted Average Shares,175921000.0,175942000.0,175934000.0,175866000.0,176009000.0,
Basic Average Shares,175442000.0,175419000.0,175198000.0,175043000.0,175469000.0,
Diluted EPS,1.76,2.04,3.21,2.16,2.66,
Basic EPS,1.76,2.04,3.22,2.17,2.67,
Diluted NI Availto Com Stockholders,308968000.0,358230000.0,564398000.0,380712000.0,468366000.0,
Net Income Common Stockholders,308968000.0,358230000.0,564398000.0,380712000.0,468366000.0,
Otherunder Preferred Stock Dividend,778000.0,883000.0,1535000.0,939000.0,1088000.0,
Preferred Stock Dividends,48673000.0,48678000.0,48674000.0,48678000.0,48673000.0,
Net Income,358419000.0,407791000.0,614607000.0,430329000.0,518127000.0,
Minority Interests,-2992000.0,-3000000.0,-3754000.0,-2814000.0,-3082000.0,
Net Income Including Noncontrolling Interests,361411000.0,410791000.0,618361000.0,433143000.0,521209000.0,
Net Income Continuous Operations,361411000.0,410791000.0,618361000.0,433143000.0,521209000.0,
Tax Provision,3240000.0,1426000.0,-1373000.0,2488000.0,2075000.0,
Pretax Income,364651000.0,412217000.0,616988000.0,435631000.0,523284000.0,
Other Income Expense,-147021000.0,-67119000.0,125087000.0,-61866000.0,21312000.0,
Other Non Operating Income Expenses,5582000.0,6200000.0,4528000.0,5168000.0,4279000.0,
Special Income Charges,-3551000.0,-7423000.0,-6352000.0,-2530000.0,-2907000.0,
Gain On Sale Of Business,,,,,,0.0
Restructuring And Mergern Acquisition,3551000.0,7423000.0,6352000.0,2530000.0,2907000.0,
Earnings From Equity Interest,-2230000.0,3627000.0,4363000.0,2888000.0,6480000.0,
Gain On Sale Of Security,-146822000.0,-69523000.0,122548000.0,-67392000.0,13460000.0,
Net Non Operating Interest Income Expense,-63487000.0,-64102000.0,-61314000.0,-62017000.0,-60273000.0,
Interest Expense Non Operating,71609000.0,72009000.0,72135000.0,74252000.0,73236000.0,
Interest Income Non Operating,8122000.0,7907000.0,10821000.0,12235000.0,12963000.0,
Operating Income,575159000.0,543438000.0,553215000.0,559514000.0,562245000.0,
Operating Expense,307930000.0,307899000.0,313438000.0,306544000.0,309922000.0,
Depreciation Amortization Depletion Income Statement,283216000.0,282715000.0,280891000.0,280330000.0,283342000.0,
Depreciation And Amortization In Income Statement,283216000.0,282715000.0,280891000.0,280330000.0,283342000.0,
Selling General And Administration,24714000.0,25184000.0,32547000.0,26214000.0,26580000.0,
General And Administrative Expense,24714000.0,25184000.0,32547000.0,26214000.0,26580000.0,
Other Gand A,17655000.0,19221000.0,23766000.0,19097000.0,19808000.0,
Salaries And Wages,7059000.0,5963000.0,8781000.0,7117000.0,6772000.0,
Gross Profit,883089000.0,851337000.0,866653000.0,866058000.0,872167000.0,
Cost Of Revenue,318005000.0,331847000.0,310774000.0,321700000.0,301044000.0,
Total Revenue,1201094000.0,1183184000.0,1177427000.0,1187758000.0,1173211000.0,
Operating Revenue,1201094000.0,1183184000.0,1177427000.0,1187758000.0,1173211000.0,
