,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,-599.215686,0.0,0.0,0.0,13006.381039,,
Tax Rate For Calcs,0.299608,0.236912,0.166,0.131488,0.224248,,
Normalized EBITDA,3248000.0,3029000.0,1171000.0,2786000.0,3770000.0,,
Total Unusual Items,-2000.0,,,0.0,58000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-2000.0,,,0.0,58000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Reconciled Depreciation,1545000.0,1520000.0,1468000.0,1474000.0,1501000.0,,
Reconciled Cost Of Revenue,17253000.0,17503000.0,12246000.0,17351000.0,17367000.0,,
EBITDA,3246000.0,3029000.0,1171000.0,2786000.0,3828000.0,,
EBIT,1701000.0,1509000.0,-297000.0,1312000.0,2327000.0,,
Net Interest Income,-391000.0,-348000.0,-101000.0,-174000.0,-208000.0,,
Normalized Income,894400.784314,860000.0,-322000.0,1004000.0,1657006.381039,,
Net Income From Continuing And Discontinued Operation,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Total Expenses,21650000.0,22951000.0,16509000.0,21267000.0,21474000.0,,
Total Operating Income As Reported,1701000.0,1509000.0,-297000.0,1312000.0,2327000.0,,
Diluted Average Shares,10394000.0,10355000.0,10311000.0,,10241000.0,10201000.0,
Basic Average Shares,10394000.0,10354000.0,10311000.0,,10241000.0,10199000.0,
Diluted EPS,0.09,0.08,-0.03,,0.17,0.18,
Basic EPS,0.09,0.08,-0.03,,0.17,0.18,
Diluted NI Availto Com Stockholders,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Net Income Common Stockholders,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Net Income,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Net Income Including Noncontrolling Interests,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Net Income Continuous Operations,893000.0,860000.0,-322000.0,1004000.0,1702000.0,,
Tax Provision,382000.0,267000.0,-64000.0,152000.0,492000.0,,
Pretax Income,1275000.0,1127000.0,-386000.0,1156000.0,2194000.0,,
Other Income Expense,-35000.0,-34000.0,12000.0,18000.0,75000.0,,
Other Non Operating Income Expenses,-33000.0,-34000.0,12000.0,18000.0,17000.0,,
Special Income Charges,-2000.0,,,0.0,58000.0,0.0,0.0
Gain On Sale Of Ppe,-2000.0,,,0.0,58000.0,0.0,0.0
Net Non Operating Interest Income Expense,-391000.0,-348000.0,-101000.0,-174000.0,-208000.0,,
Total Other Finance Cost,391000.0,348000.0,101000.0,174000.0,208000.0,,
Operating Income,1701000.0,1509000.0,-297000.0,1312000.0,2327000.0,,
Operating Expense,4397000.0,5448000.0,4263000.0,3916000.0,4107000.0,,
Selling General And Administration,4397000.0,5448000.0,4263000.0,3916000.0,4107000.0,,
Selling And Marketing Expense,,,,,4107000.0,,
Gross Profit,6098000.0,6957000.0,3966000.0,5228000.0,6434000.0,,
Cost Of Revenue,17253000.0,17503000.0,12246000.0,17351000.0,17367000.0,,
Total Revenue,23351000.0,24460000.0,16212000.0,22579000.0,23801000.0,,
Operating Revenue,23351000.0,24460000.0,16212000.0,22579000.0,23801000.0,,
