,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-18080.645161,-100170.0,-31290.0,-30030.0,-28560.0,
Tax Rate For Calcs,0.051075,0.21,0.21,0.21,0.21,
Normalized EBITDA,37229000.0,2348000.0,-1613000.0,16747000.0,9076000.0,
Total Unusual Items,-354000.0,-477000.0,-149000.0,-143000.0,-136000.0,
Total Unusual Items Excluding Goodwill,-354000.0,-477000.0,-149000.0,-143000.0,-136000.0,
Net Income From Continuing Operation Net Minority Interest,18356000.0,-19359000.0,-28223000.0,-10564000.0,-10170000.0,
Reconciled Depreciation,12763000.0,13294000.0,18503000.0,21663000.0,12515000.0,
Reconciled Cost Of Revenue,132802000.0,108406000.0,108805000.0,97173000.0,104086000.0,
EBITDA,36875000.0,1871000.0,-1762000.0,16604000.0,8940000.0,
EBIT,24112000.0,-11423000.0,-20265000.0,-5059000.0,-3575000.0,
Net Interest Income,-4768000.0,-5065000.0,-4442000.0,-4137000.0,-3976000.0,
Interest Expense,4768000.0,5065000.0,4442000.0,4137000.0,3976000.0,
Normalized Income,18691919.354839,-18982170.0,-28105290.0,-10451030.0,-10062560.0,
Net Income From Continuing And Discontinued Operation,18356000.0,-19359000.0,-28223000.0,-10564000.0,-10170000.0,
Total Expenses,219248000.0,187932000.0,211753000.0,179705000.0,175840000.0,
Total Operating Income As Reported,14941000.0,-10575000.0,-22844000.0,-1161000.0,-2651000.0,
Diluted Average Shares,43455000.0,34502000.0,34302000.0,34242000.0,33318000.0,
Basic Average Shares,35206000.0,34502000.0,34302000.0,34242000.0,33318000.0,
Diluted EPS,0.42,-0.64,-0.9,-0.39,-0.39,
Basic EPS,0.48,-0.64,-0.9,-0.39,-0.39,
Diluted NI Availto Com Stockholders,16956000.0,-22109000.0,-30973000.0,-13314000.0,-12920000.0,
Net Income Common Stockholders,16956000.0,-22109000.0,-30973000.0,-13314000.0,-12920000.0,
Preferred Stock Dividends,1400000.0,2750000.0,2750000.0,2750000.0,2750000.0,
Net Income,18356000.0,-19359000.0,-28223000.0,-10564000.0,-10170000.0,
Net Income Including Noncontrolling Interests,18356000.0,-19359000.0,-28223000.0,-10564000.0,-10170000.0,
Net Income Continuous Operations,18356000.0,-19359000.0,-28223000.0,-10564000.0,-10170000.0,
Tax Provision,988000.0,2871000.0,3516000.0,1368000.0,2619000.0,
Pretax Income,19344000.0,-16488000.0,-24707000.0,-9196000.0,-7551000.0,
Other Income Expense,8817000.0,-1325000.0,2430000.0,-4041000.0,-1060000.0,
Other Non Operating Income Expenses,9171000.0,-848000.0,2579000.0,-3898000.0,-924000.0,
Special Income Charges,-354000.0,-477000.0,-149000.0,-143000.0,-136000.0,
Restructuring And Mergern Acquisition,354000.0,477000.0,149000.0,143000.0,136000.0,
Net Non Operating Interest Income Expense,-4768000.0,-5065000.0,-4442000.0,-4137000.0,-3976000.0,
Interest Expense Non Operating,4768000.0,5065000.0,4442000.0,4137000.0,3976000.0,
Operating Income,15295000.0,-10098000.0,-22695000.0,-1018000.0,-2515000.0,
Operating Expense,86446000.0,79526000.0,99799000.0,74109000.0,71754000.0,
Depreciation Amortization Depletion Income Statement,12763000.0,13294000.0,15354000.0,13240000.0,12515000.0,
Depreciation And Amortization In Income Statement,12763000.0,13294000.0,15354000.0,13240000.0,12515000.0,
Amortization,,,,,,7400000.0
Amortization Of Intangibles Income Statement,,,,,,7400000.0
Depreciation Income Statement,,,,,,4253000.0
Selling General And Administration,73683000.0,66232000.0,84445000.0,60869000.0,59239000.0,
Gross Profit,101741000.0,69428000.0,77104000.0,73091000.0,69239000.0,
Cost Of Revenue,132802000.0,108406000.0,111954000.0,105596000.0,104086000.0,
Total Revenue,234543000.0,177834000.0,189058000.0,178687000.0,173325000.0,
Operating Revenue,234543000.0,177834000.0,189058000.0,178687000.0,173325000.0,
