,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-1771000.0,-2107000.0,-3030000.0,-2994000.0,-5147000.0
Net Income From Continuing Operation Net Minority Interest,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
EBITDA,-1771000.0,-2107000.0,-3030000.0,-2994000.0,-5147000.0
EBIT,-1771000.0,-2107000.0,-3030000.0,-2994000.0,-5147000.0
Net Interest Income,-31000.0,-41000.0,2173000.0,-2410000.0,-2057000.0
Interest Expense,,,-2173000.0,2410000.0,-2197000.0
Interest Income,,,,,-3715000.0
Normalized Income,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Income From Continuing And Discontinued Operation,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Total Expenses,1771000.0,2107000.0,3030000.0,2994000.0,3287000.0
Total Operating Income As Reported,-1771000.0,-2107000.0,-3030000.0,-2994000.0,-3287000.0
Diluted Average Shares,,,,15405253.0,
Basic Average Shares,,,,15405253.0,
Diluted EPS,,,,-0.35,
Basic EPS,,,,-0.35,
Diluted NI Availto Com Stockholders,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Income Common Stockholders,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Income,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Income Including Noncontrolling Interests,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Income Continuous Operations,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Pretax Income,-1801000.0,-2148000.0,-857000.0,-5404000.0,-2950000.0
Net Non Operating Interest Income Expense,-31000.0,-41000.0,2173000.0,-2410000.0,-2057000.0
Total Other Finance Cost,33000.0,,,,
Interest Expense Non Operating,,,-2173000.0,2410000.0,-2197000.0
Interest Income Non Operating,,,,,-3715000.0
Operating Income,-1771000.0,-2107000.0,-3030000.0,-2994000.0,-3287000.0
Operating Expense,1771000.0,2107000.0,3030000.0,2994000.0,3287000.0
Research And Development,1086000.0,1161000.0,1569000.0,1882000.0,1958000.0
Selling General And Administration,685000.0,946000.0,1461000.0,1112000.0,1329000.0
General And Administrative Expense,685000.0,946000.0,1461000.0,1112000.0,1329000.0
Other Gand A,-853000.0,946000.0,1461000.0,1112000.0,-2102000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
