,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,-230000.0,-875656.742557,-3830985.915493,0.0,0.0,
Tax Rate For Calcs,0.23,0.175131,0.075117,0.21,0.22,
Normalized EBITDA,3954000000.0,835000000.0,525000000.0,128000000.0,3330000000.0,
Total Unusual Items,-1000000.0,-5000000.0,-51000000.0,,0.0,0.0
Total Unusual Items Excluding Goodwill,-1000000.0,-5000000.0,-51000000.0,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Reconciled Depreciation,201000000.0,199000000.0,201000000.0,208000000.0,198000000.0,
Reconciled Cost Of Revenue,1113000000.0,858000000.0,742000000.0,698000000.0,989000000.0,
EBITDA,3953000000.0,830000000.0,474000000.0,128000000.0,3330000000.0,
EBIT,3752000000.0,631000000.0,273000000.0,-80000000.0,3132000000.0,
Net Interest Income,-29000000.0,-26000000.0,-18000000.0,-1000000.0,-26000000.0,
Interest Expense,68000000.0,60000000.0,60000000.0,60000000.0,60000000.0,
Interest Income,39000000.0,34000000.0,42000000.0,59000000.0,34000000.0,
Normalized Income,2820770000.0,475124343.257443,244169014.084507,-20000000.0,2389000000.0,
Net Income From Continuing And Discontinued Operation,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Total Expenses,4033000000.0,3366000000.0,2999000000.0,3088000000.0,3632000000.0,
Total Operating Income As Reported,3720000000.0,593000000.0,271000000.0,-151000000.0,3105000000.0,
Diluted Average Shares,282000000.0,283000000.0,283000000.0,280000000.0,284000000.0,
Basic Average Shares,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,
Diluted EPS,10.02,1.67,0.7,-0.07,8.42,
Basic EPS,10.09,1.68,0.7,-0.07,8.53,
Diluted NI Availto Com Stockholders,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Net Income Common Stockholders,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Net Income,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Net Income Including Noncontrolling Interests,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Net Income Continuous Operations,2820000000.0,471000000.0,197000000.0,-20000000.0,2389000000.0,
Tax Provision,864000000.0,100000000.0,16000000.0,-120000000.0,683000000.0,
Pretax Income,3684000000.0,571000000.0,213000000.0,-140000000.0,3072000000.0,
Other Income Expense,-8000000.0,,-53000000.0,-235000000.0,-7000000.0,20000000.0
Other Non Operating Income Expenses,-7000000.0,5000000.0,-2000000.0,-12000000.0,-7000000.0,
Special Income Charges,-1000000.0,-4000000.0,-9000000.0,,0.0,0.0
Restructuring And Mergern Acquisition,1000000.0,4000000.0,9000000.0,,0.0,0.0
Gain On Sale Of Security,,-1000000.0,-42000000.0,,,
Net Non Operating Interest Income Expense,-29000000.0,-26000000.0,-18000000.0,-1000000.0,-26000000.0,
Total Other Finance Cost,,,,,,-20000000.0
Interest Expense Non Operating,68000000.0,60000000.0,60000000.0,60000000.0,60000000.0,
Interest Income Non Operating,39000000.0,34000000.0,42000000.0,59000000.0,34000000.0,
Operating Income,3721000000.0,597000000.0,284000000.0,96000000.0,3105000000.0,
Operating Expense,2839000000.0,2429000000.0,2176000000.0,2305000000.0,2565000000.0,
Depreciation Amortization Depletion Income Statement,120000000.0,120000000.0,120000000.0,123000000.0,120000000.0,
Depreciation And Amortization In Income Statement,120000000.0,120000000.0,120000000.0,123000000.0,120000000.0,
Amortization,120000000.0,120000000.0,120000000.0,123000000.0,120000000.0,
Amortization Of Intangibles Income Statement,120000000.0,120000000.0,120000000.0,123000000.0,120000000.0,
Research And Development,707000000.0,716000000.0,704000000.0,725000000.0,671000000.0,
Selling General And Administration,2012000000.0,1593000000.0,1352000000.0,1457000000.0,1774000000.0,
Selling And Marketing Expense,1618000000.0,1204000000.0,962000000.0,1104000000.0,1419000000.0,
General And Administrative Expense,394000000.0,389000000.0,390000000.0,353000000.0,355000000.0,
Other Gand A,394000000.0,389000000.0,394000000.0,377000000.0,355000000.0,
Salaries And Wages,,,-4000000.0,-13000000.0,-5000000.0,-20000000.0
Gross Profit,6560000000.0,3026000000.0,2460000000.0,2401000000.0,5670000000.0,
Cost Of Revenue,1194000000.0,937000000.0,823000000.0,783000000.0,1067000000.0,
Total Revenue,7754000000.0,3963000000.0,3283000000.0,3184000000.0,6737000000.0,
Operating Revenue,7754000000.0,3963000000.0,3283000000.0,3184000000.0,6737000000.0,
