,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-184170.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.21,0.016631,0.0,,
Normalized EBITDA,-2278000.0,-14381000.0,-19971000.0,-18593000.0,-19061000.0,,
Total Unusual Items,-83000.0,-175000.0,-877000.0,0.0,0.0,,
Total Unusual Items Excluding Goodwill,-83000.0,-175000.0,-877000.0,0.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Reconciled Depreciation,,,0.0,0.0,2000.0,0.0,38000.0
EBITDA,-2361000.0,-14556000.0,-20848000.0,-18593000.0,-19061000.0,,
EBIT,-2361000.0,-14556000.0,-20848000.0,-18593000.0,-19061000.0,,
Net Interest Income,740000.0,864000.0,1028000.0,1182000.0,1198000.0,,
Interest Expense,,,,,,,0.0
Interest Income,740000.0,864000.0,1028000.0,1182000.0,1198000.0,,
Normalized Income,-1617000.0,-13691000.0,-20195170.0,-17147000.0,-17862000.0,,
Net Income From Continuing And Discontinued Operation,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Total Expenses,14163000.0,19667000.0,30204000.0,26412000.0,25078000.0,,
Total Operating Income As Reported,-2444000.0,-14731000.0,-21725000.0,-18593000.0,-19061000.0,,
Diluted Average Shares,56026767.0,55376188.0,54538547.0,54124862.0,53957766.0,,
Basic Average Shares,56026767.0,55376188.0,54538547.0,54124862.0,53957766.0,,
Diluted EPS,-0.03,-0.25,-0.38,-0.32,-0.33,,
Basic EPS,-0.03,-0.25,-0.38,-0.32,-0.33,,
Diluted NI Availto Com Stockholders,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Net Income Common Stockholders,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Net Income,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Net Income Including Noncontrolling Interests,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Net Income Continuous Operations,-1700000.0,-13866000.0,-20888000.0,-17147000.0,-17862000.0,,
Tax Provision,,,290000.0,-290000.0,,,387000.0
Pretax Income,-1700000.0,-13866000.0,-20598000.0,-17437000.0,-17862000.0,,
Other Income Expense,-79000.0,-174000.0,-778000.0,-26000.0,1000.0,,
Other Non Operating Income Expenses,4000.0,1000.0,99000.0,-26000.0,1000.0,,
Special Income Charges,-83000.0,-175000.0,-877000.0,0.0,0.0,,
Write Off,,,0.0,0.0,,,0.0
Impairment Of Capital Assets,,,,0.0,,,0.0
Restructuring And Mergern Acquisition,83000.0,175000.0,,,0.0,0.0,0.0
Net Non Operating Interest Income Expense,740000.0,864000.0,1028000.0,1182000.0,1198000.0,,
Interest Expense Non Operating,,,,,,,0.0
Interest Income Non Operating,740000.0,864000.0,1028000.0,1182000.0,1198000.0,,
Operating Income,-2361000.0,-14556000.0,-20848000.0,-18593000.0,-19061000.0,,
Operating Expense,14163000.0,19667000.0,30204000.0,26412000.0,25078000.0,,
Other Operating Expenses,-2387000.0,-763000.0,-5688000.0,-5650000.0,-4180000.0,,
Research And Development,10672000.0,13606000.0,28836000.0,26864000.0,23725000.0,,
Selling General And Administration,5878000.0,6824000.0,7056000.0,5198000.0,5533000.0,,
General And Administrative Expense,5878000.0,6824000.0,7056000.0,5198000.0,5533000.0,,
Other Gand A,2510000.0,2706000.0,3649000.0,1925000.0,2354000.0,,
Salaries And Wages,3368000.0,4118000.0,3407000.0,3273000.0,3179000.0,,
Total Revenue,11802000.0,5111000.0,9356000.0,7819000.0,6017000.0,,
Operating Revenue,11802000.0,5111000.0,9356000.0,7819000.0,6017000.0,,
