,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,43828460.038986,26886200.0,-74292542.016807,27848400.0,-56259000.0
Tax Rate For Calcs,0.258728,0.202,0.177521,0.276,0.21
Normalized EBITDA,722700000.0,474900000.0,951000000.0,361800000.0,519100000.0
Total Unusual Items,169400000.0,133100000.0,-418500000.0,100900000.0,-267900000.0
Total Unusual Items Excluding Goodwill,169400000.0,133100000.0,-418500000.0,100900000.0,-267900000.0
Net Income From Continuing Operation Net Minority Interest,410700000.0,238100000.0,169000000.0,122200000.0,-161500000.0
Reconciled Depreciation,261700000.0,243000000.0,282100000.0,237900000.0,264400000.0
Reconciled Cost Of Revenue,2487100000.0,2132500000.0,2514000000.0,2394100000.0,2422600000.0
EBITDA,892100000.0,608000000.0,532500000.0,462700000.0,251200000.0
EBIT,630400000.0,365000000.0,250400000.0,224800000.0,-13200000.0
Net Interest Income,-53000000.0,-40700000.0,-46700000.0,-41700000.0,-46400000.0
Interest Expense,66100000.0,52200000.0,60000000.0,50600000.0,61200000.0
Interest Income,13100000.0,11500000.0,13300000.0,8900000.0,14800000.0
Normalized Income,285128460.038986,131886200.0,513207457.983193,49148400.0,50141000.0
Net Income From Continuing And Discontinued Operation,410700000.0,238100000.0,169000000.0,122200000.0,-161500000.0
Total Expenses,2761300000.0,2282400000.0,2716000000.0,2695500000.0,2583300000.0
Total Operating Income As Reported,244400000.0,338500000.0,99900000.0,115400000.0,233300000.0
Diluted Average Shares,319000000.0,318200000.0,318500000.0,319400000.0,321200000.0
Basic Average Shares,317300000.0,317000000.0,317400000.0,318400000.0,319640550.0
Diluted EPS,1.29,0.75,0.53,0.38,-0.505255
Basic EPS,1.29,0.75,0.53,0.38,-0.505255
Diluted NI Availto Com Stockholders,410700000.0,238100000.0,169000000.0,122200000.0,-161500000.0
Net Income Common Stockholders,410700000.0,238100000.0,169000000.0,122200000.0,-161500000.0
Net Income,410700000.0,238100000.0,169000000.0,122200000.0,-161500000.0
Minority Interests,-9000000.0,-11900000.0,3300000.0,-8500000.0,-10600000.0
Net Income Including Noncontrolling Interests,419700000.0,250000000.0,165700000.0,130700000.0,-150900000.0
Net Income Continuous Operations,419700000.0,250000000.0,165700000.0,130700000.0,-150900000.0
Earnings From Equity Interest Net Of Tax,1400000.0,500000.0,9100000.0,4500000.0,22200000.0
Tax Provision,146000000.0,63300000.0,33800000.0,48000000.0,98700000.0
Pretax Income,564300000.0,312800000.0,190400000.0,174200000.0,-74400000.0
Other Income Expense,372900000.0,15000000.0,137200000.0,100500000.0,-261300000.0
Other Non Operating Income Expenses,203500000.0,-118100000.0,33500000.0,-400000.0,6600000.0
Gain On Sale Of Security,169400000.0,133100000.0,-418500000.0,100900000.0,-267900000.0
Net Non Operating Interest Income Expense,-53000000.0,-40700000.0,-46700000.0,-41700000.0,-46400000.0
Interest Expense Non Operating,66100000.0,52200000.0,60000000.0,50600000.0,61200000.0
Interest Income Non Operating,13100000.0,11500000.0,13300000.0,8900000.0,14800000.0
Operating Income,244400000.0,338500000.0,99900000.0,115400000.0,233300000.0
Operating Expense,274200000.0,149900000.0,202000000.0,301400000.0,160700000.0
Other Operating Expenses,107000000.0,27300000.0,88500000.0,153200000.0,32300000.0
Selling General And Administration,167200000.0,122600000.0,113500000.0,148200000.0,128400000.0
Gross Profit,518600000.0,488400000.0,301900000.0,416800000.0,394000000.0
Cost Of Revenue,2487100000.0,2132500000.0,2514000000.0,2394100000.0,2422600000.0
Total Revenue,3005700000.0,2620900000.0,2815900000.0,2810900000.0,2816600000.0
Operating Revenue,3005700000.0,2620900000.0,2815900000.0,2810900000.0,2816600000.0
