,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-2899631.0,-2784472.0,-2429673.0,-2839756.0,-2304514.0
Net Income From Continuing Operation Net Minority Interest,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Reconciled Depreciation,-143808.0,101541.0,97278.0,-105767.0,83637.0
Reconciled Cost Of Revenue,1511.0,17474.0,68498.0,2787.0,110737.0
EBITDA,-2899631.0,-2784472.0,-2429673.0,-2839756.0,-2304514.0
EBIT,-2899631.0,-2886013.0,-2526951.0,-2839756.0,-2388151.0
Net Interest Income,209283.0,223948.0,57325.0,99275.0,108345.0
Interest Income,,223948.0,57325.0,,108345.0
Normalized Income,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Income From Continuing And Discontinued Operation,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Total Expenses,2900185.0,2887344.0,2605690.0,2841313.0,2523318.0
Total Operating Income As Reported,-2899631.0,-2886013.0,-2526951.0,-2839756.0,-2388151.0
Diluted Average Shares,8767251.0,8514581.0,6319939.0,6192286.0,6185397.0
Basic Average Shares,8767251.0,8514581.0,6319939.0,6192286.0,6185397.0
Diluted EPS,-0.31,-0.31,-0.39,-0.44,-0.37
Basic EPS,-0.31,-0.31,-0.39,-0.44,-0.37
Diluted NI Availto Com Stockholders,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Income Common Stockholders,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Income,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Income Including Noncontrolling Interests,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Income Continuous Operations,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Pretax Income,-2690348.0,-2662065.0,-2469626.0,-2740481.0,-2279806.0
Net Non Operating Interest Income Expense,209283.0,223948.0,57325.0,99275.0,108345.0
Total Other Finance Cost,-209283.0,,,-99275.0,
Interest Income Non Operating,,223948.0,57325.0,,108345.0
Operating Income,-2899631.0,-2886013.0,-2526951.0,-2839756.0,-2388151.0
Operating Expense,2898674.0,2869870.0,2537192.0,2838526.0,2412581.0
Research And Development,1684063.0,1562747.0,1366893.0,1690538.0,1206688.0
Selling General And Administration,1214611.0,1307123.0,1170299.0,1147988.0,1205893.0
Selling And Marketing Expense,320642.0,359739.0,316611.0,293963.0,271900.0
General And Administrative Expense,893969.0,947384.0,853688.0,854025.0,933993.0
Other Gand A,893969.0,947384.0,853688.0,854025.0,933993.0
Gross Profit,-957.0,-16143.0,10241.0,-1230.0,24430.0
Cost Of Revenue,1511.0,17474.0,68498.0,2787.0,110737.0
Total Revenue,554.0,1331.0,78739.0,1557.0,135167.0
Operating Revenue,554.0,1331.0,78739.0,1557.0,135167.0
