,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31
Tax Effect Of Unusual Items,10080.0,-1680.0,20580.0,0.0,2100.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.0,0.21,
Normalized EBITDA,-126000.0,-10967000.0,-8402000.0,-12062000.0,-14610000.0,
Total Unusual Items,48000.0,-8000.0,98000.0,253000.0,10000.0,
Total Unusual Items Excluding Goodwill,48000.0,-8000.0,98000.0,253000.0,10000.0,
Net Income From Continuing Operation Net Minority Interest,181000.0,-6833000.0,-8320000.0,-11294000.0,-14190000.0,
Reconciled Depreciation,511000.0,519000.0,892000.0,539000.0,516000.0,
Reconciled Cost Of Revenue,4074000.0,1522000.0,2255000.0,3339000.0,2353000.0,
EBITDA,-78000.0,-10975000.0,-8304000.0,-11809000.0,-14600000.0,
EBIT,-589000.0,-11494000.0,-9196000.0,-12348000.0,-15116000.0,
Net Interest Income,613000.0,654000.0,777000.0,799000.0,917000.0,
Interest Income,613000.0,654000.0,,,917000.0,299000.0
Normalized Income,143080.0,-6826680.0,-8397420.0,-11547000.0,-14197900.0,
Net Income From Continuing And Discontinued Operation,181000.0,-6833000.0,-8320000.0,-11294000.0,-14190000.0,
Total Expenses,11017000.0,13440000.0,14147000.0,16181000.0,17903000.0,
Total Operating Income As Reported,-589000.0,-11494000.0,-9196000.0,-12348000.0,-15116000.0,
Diluted Average Shares,15978032.0,15888267.0,15852949.0,15834152.0,15737917.0,
Basic Average Shares,15978032.0,15888267.0,15852949.0,15834152.0,15737917.0,
Diluted EPS,-0.06,-0.43,-0.52,-0.71,-0.97,
Basic EPS,-0.06,-0.43,-0.52,-0.71,-0.97,
Diluted NI Availto Com Stockholders,-937000.0,-6833000.0,-8320000.0,-11294000.0,-15261000.0,
Net Income Common Stockholders,-937000.0,-6833000.0,-8320000.0,-11294000.0,-15261000.0,
Preferred Stock Dividends,1118000.0,,,,1071000.0,
Net Income,181000.0,-6833000.0,-8320000.0,-11294000.0,-14190000.0,
Net Income Including Noncontrolling Interests,181000.0,-6833000.0,-8320000.0,-11294000.0,-14190000.0,
Net Income Continuous Operations,181000.0,-6833000.0,-8320000.0,-11294000.0,-14190000.0,
Tax Provision,-21000.0,7000.0,13000.0,0.0,3000.0,
Pretax Income,160000.0,-6826000.0,-8307000.0,-11294000.0,-14187000.0,
Other Income Expense,136000.0,4014000.0,112000.0,255000.0,12000.0,
Other Non Operating Income Expenses,88000.0,4022000.0,14000.0,2000.0,2000.0,
Special Income Charges,59000.0,0.0,0.0,91000.0,-26000.0,
Other Special Charges,,,0.0,,,1123000.0
Restructuring And Mergern Acquisition,-59000.0,0.0,0.0,-91000.0,26000.0,
Gain On Sale Of Security,-11000.0,-8000.0,98000.0,162000.0,36000.0,
Net Non Operating Interest Income Expense,613000.0,654000.0,777000.0,799000.0,917000.0,
Total Other Finance Cost,,,-777000.0,-799000.0,-917000.0,-299000.0
Interest Income Non Operating,613000.0,654000.0,,,917000.0,299000.0
Operating Income,-589000.0,-11494000.0,-9196000.0,-12348000.0,-15116000.0,
Operating Expense,6943000.0,11918000.0,11892000.0,12842000.0,15550000.0,
Research And Development,3234000.0,5654000.0,6570000.0,6706000.0,9365000.0,
Selling General And Administration,3709000.0,6264000.0,5322000.0,6136000.0,6185000.0,
Gross Profit,6354000.0,424000.0,2696000.0,494000.0,434000.0,
Cost Of Revenue,4074000.0,1522000.0,2255000.0,3339000.0,2353000.0,
Total Revenue,10428000.0,1946000.0,4951000.0,3833000.0,2787000.0,
Operating Revenue,10428000.0,1946000.0,4951000.0,3833000.0,2787000.0,
