,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.000862,0.21,0.0016,0.21,9e-05,
Normalized EBITDA,2880000.0,2523000.0,6901000.0,5730000.0,-32245000.0,
Net Income From Continuing Operation Net Minority Interest,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Reconciled Depreciation,1208000.0,1240000.0,1193000.0,1351000.0,1390000.0,
Reconciled Cost Of Revenue,32984000.0,37104000.0,36757000.0,36087000.0,34902000.0,
EBITDA,2880000.0,2523000.0,6901000.0,5730000.0,-32245000.0,
EBIT,1672000.0,1283000.0,5708000.0,4379000.0,-33635000.0,
Net Interest Income,647000.0,603000.0,542000.0,383000.0,397000.0,
Normalized Income,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Net Income From Continuing And Discontinued Operation,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Total Expenses,35968000.0,39979000.0,37173000.0,40171000.0,38658000.0,
Total Operating Income As Reported,1672000.0,1283000.0,5708000.0,6675000.0,-33635000.0,
Diluted Average Shares,16728000.0,16864000.0,16755000.0,16488372.0,16291667.0,
Basic Average Shares,16489000.0,16415000.0,16215000.0,16113636.0,16291667.0,
Diluted EPS,0.14,0.11,0.37,0.43,-2.04,
Basic EPS,0.14,0.12,0.38,0.44,-2.04,
Diluted NI Availto Com Stockholders,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Net Income Common Stockholders,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Net Income,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Net Income Including Noncontrolling Interests,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Net Income Continuous Operations,2317000.0,1889000.0,6240000.0,7090000.0,-33235000.0,
Tax Provision,2000.0,-3000.0,10000.0,-32000.0,-3000.0,
Pretax Income,2319000.0,1886000.0,6250000.0,7058000.0,-33238000.0,
Net Non Operating Interest Income Expense,647000.0,603000.0,542000.0,383000.0,397000.0,
Total Other Finance Cost,-647000.0,-603000.0,-542000.0,-383000.0,-397000.0,
Operating Income,1672000.0,1283000.0,5708000.0,4379000.0,-33635000.0,
Operating Expense,2984000.0,2875000.0,416000.0,4084000.0,3756000.0,
Other Operating Expenses,-1000.0,-479000.0,-3068000.0,,-324000.0,-4000.0
Selling General And Administration,2985000.0,3354000.0,3484000.0,3395000.0,4080000.0,
General And Administrative Expense,2985000.0,3354000.0,3484000.0,3395000.0,4080000.0,
Other Gand A,2985000.0,3354000.0,3484000.0,3395000.0,4080000.0,
Gross Profit,4656000.0,4158000.0,6124000.0,8463000.0,-29879000.0,
Cost Of Revenue,32984000.0,37104000.0,36757000.0,36087000.0,34902000.0,
Total Revenue,37640000.0,41262000.0,42881000.0,44550000.0,5023000.0,
Operating Revenue,37640000.0,41262000.0,42881000.0,44550000.0,5023000.0,
