,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-10223995.0,-12519841.0,-9016494.0,-14671628.0,-9691903.0,
Total Unusual Items,0.0,0.0,-211752.0,-10184596.0,-235854.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,-211752.0,-10184596.0,-235854.0,
Net Income From Continuing Operation Net Minority Interest,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Reconciled Depreciation,1263559.0,1280917.0,1289399.0,1582918.0,64928.0,
Reconciled Cost Of Revenue,3669937.0,3305743.0,2542641.0,,0.0,0.0
EBITDA,-10223995.0,-12519841.0,-9228246.0,-24856224.0,-9927757.0,
EBIT,-11487554.0,-13800758.0,-10517645.0,-26439142.0,-9992685.0,
Net Interest Income,-894413.0,-731600.0,-1176924.0,-1192680.0,-1152578.0,
Interest Expense,8393.0,,1176924.0,-3002291.0,2451.0,1061413.0
Normalized Income,-11495947.0,-13400506.0,-11482817.0,-13252255.0,-9759282.0,
Net Income From Continuing And Discontinued Operation,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Total Expenses,11625058.0,14133198.0,10005124.0,12425356.0,8606704.0,
Diluted Average Shares,85090957.0,75315210.0,69519432.0,,51993863.0,47760809.0
Basic Average Shares,85090957.0,75315210.0,69519432.0,,51993863.0,47760809.0
Diluted EPS,-0.14,-0.18,-0.17,,-0.19,-0.21
Basic EPS,-0.14,-0.18,-0.17,,-0.19,-0.21
Diluted NI Availto Com Stockholders,-11495947.0,-13400506.0,-11780206.0,-23436851.0,-9995136.0,
Net Income Common Stockholders,-11495947.0,-13400506.0,-11780206.0,-23436851.0,-9995136.0,
Otherunder Preferred Stock Dividend,,,85637.0,,,
Net Income,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Net Income Including Noncontrolling Interests,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Net Income Continuous Operations,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Pretax Income,-11495947.0,-13400506.0,-11694569.0,-23436851.0,-9995136.0,
Other Income Expense,43547.0,1131852.0,-714481.0,-10162315.0,-235854.0,
Other Non Operating Income Expenses,43547.0,1131852.0,-502729.0,,,
Special Income Charges,0.0,0.0,-675648.0,-10254037.0,0.0,
Gain On Sale Of Ppe,,,,0.0,0.0,0.0
Other Special Charges,,,675648.0,,,
Gain On Sale Of Security,,,463896.0,69441.0,-235854.0,-228646.0
Net Non Operating Interest Income Expense,-894413.0,-731600.0,-1176924.0,-1192680.0,-1152578.0,
Total Other Finance Cost,886020.0,731600.0,,,1150127.0,1139905.0
Interest Expense Non Operating,8393.0,,1176924.0,-3002291.0,2451.0,1061413.0
Operating Income,-10645081.0,-13800758.0,-9803164.0,-12081856.0,-8606704.0,
Operating Expense,7955121.0,10827455.0,7462483.0,9120649.0,8606704.0,
Other Operating Expenses,1036584.0,234568.0,420507.0,525838.0,1422758.0,
Research And Development,3252929.0,2919865.0,2032135.0,3187919.0,3954744.0,
Selling General And Administration,3665608.0,7673022.0,5009841.0,5406892.0,3229202.0,
General And Administrative Expense,3665608.0,7673022.0,5009841.0,5406892.0,3229202.0,
Other Gand A,3665608.0,7673022.0,5009841.0,5406892.0,3229202.0,
Gross Profit,-2689960.0,-2973303.0,-2340681.0,,0.0,0.0
Cost Of Revenue,3669937.0,3305743.0,2542641.0,,0.0,0.0
Total Revenue,979977.0,332440.0,201960.0,343500.0,0.0,
Operating Revenue,979977.0,332440.0,201960.0,343500.0,0.0,
