,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-374640.0,8190.0,-817110.0,0.0,-10710.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,,
Normalized EBITDA,12607000.0,11651000.0,10294000.0,10905000.0,11211000.0,,
Total Unusual Items,-1784000.0,39000.0,-3891000.0,0.0,-51000.0,,
Total Unusual Items Excluding Goodwill,-1784000.0,39000.0,-3891000.0,0.0,-51000.0,,
Net Income From Continuing Operation Net Minority Interest,-2901000.0,-833000.0,-2997000.0,-2431000.0,-2186000.0,,
Reconciled Depreciation,10512000.0,8428000.0,7542000.0,7718000.0,7456000.0,,
Reconciled Cost Of Revenue,1668000.0,1753000.0,2096000.0,2932000.0,2756000.0,,
EBITDA,10823000.0,11690000.0,6403000.0,10905000.0,11160000.0,,
EBIT,311000.0,3262000.0,-1139000.0,3187000.0,3704000.0,,
Net Interest Income,-4647000.0,-4497000.0,-3452000.0,-6463000.0,-6597000.0,,
Interest Expense,4647000.0,4497000.0,3452000.0,6463000.0,6597000.0,,
Normalized Income,-1491640.0,-863810.0,76890.0,-2431000.0,-2145710.0,,
Net Income From Continuing And Discontinued Operation,-2901000.0,-833000.0,-2997000.0,-2431000.0,-2186000.0,,
Total Expenses,15459000.0,13020000.0,12425000.0,11347000.0,10855000.0,,
Total Operating Income As Reported,,,-4822000.0,-3339000.0,-3013000.0,,-14392796.0
Diluted Average Shares,27827037.0,27822826.0,27578000.0,14977310.0,14977310.0,,
Basic Average Shares,19136225.0,17319742.0,16259000.0,14977310.0,14977310.0,,
Diluted EPS,-0.16,-0.06,-0.19,-0.162312,-0.145954,,
Basic EPS,-0.16,-0.06,-0.19,-0.162312,-0.145954,,
Diluted NI Availto Com Stockholders,-4648000.0,-1533000.0,-2997000.0,-2431000.0,-2186000.0,,
Average Dilution Earnings,-1629000.0,-504000.0,,,,,
Net Income Common Stockholders,-3019000.0,-1029000.0,-2997000.0,-2431000.0,-2186000.0,,
Otherunder Preferred Stock Dividend,118000.0,196000.0,,,,,
Net Income,-2901000.0,-833000.0,-2997000.0,-2431000.0,-2186000.0,,
Minority Interests,1629000.0,504000.0,1825000.0,908000.0,826000.0,,
Net Income Including Noncontrolling Interests,-4530000.0,-1337000.0,-4822000.0,-3339000.0,-3012000.0,,
Net Income Extraordinary,,,0.0,,,,
Net Income Continuous Operations,-4530000.0,-1337000.0,-4822000.0,-3339000.0,-3012000.0,,
Earnings From Equity Interest Net Of Tax,,,0.0,0.0,0.0,,-53742.0
Tax Provision,194000.0,102000.0,231000.0,63000.0,119000.0,,
Pretax Income,-4336000.0,-1235000.0,-4591000.0,-3276000.0,-2893000.0,,
Other Income Expense,-1697000.0,39000.0,-3891000.0,,85000.0,-203000.0,
Other Non Operating Income Expenses,87000.0,,,,136000.0,,
Special Income Charges,-2978000.0,-428000.0,-3891000.0,0.0,0.0,,
Write Off,2978000.0,428000.0,3891000.0,0.0,0.0,,
Gain On Sale Of Security,1194000.0,467000.0,,,-51000.0,388000.0,
Net Non Operating Interest Income Expense,-4647000.0,-4497000.0,-3452000.0,-6463000.0,-6597000.0,,
Interest Expense Non Operating,4647000.0,4497000.0,3452000.0,6463000.0,6597000.0,,
Operating Income,2008000.0,3223000.0,2752000.0,3187000.0,3619000.0,,
Operating Expense,12745000.0,10644000.0,10255000.0,7816000.0,7614000.0,,
Depreciation Amortization Depletion Income Statement,9466000.0,7805000.0,7468000.0,7119000.0,6971000.0,,
Depreciation And Amortization In Income Statement,9466000.0,7805000.0,7468000.0,7119000.0,6971000.0,,
Selling General And Administration,3279000.0,2839000.0,2787000.0,697000.0,643000.0,,
General And Administrative Expense,3279000.0,2839000.0,2787000.0,697000.0,643000.0,,
Other Gand A,3279000.0,2839000.0,2787000.0,697000.0,643000.0,,
Gross Profit,14753000.0,13867000.0,13007000.0,11003000.0,11233000.0,,
Cost Of Revenue,2714000.0,2376000.0,2170000.0,3531000.0,3241000.0,,
Total Revenue,17467000.0,16243000.0,15177000.0,14534000.0,14474000.0,,
Operating Revenue,17467000.0,16145000.0,15177000.0,14534000.0,14474000.0,,
