,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.056319,0.138812,0.037837,0.146031,0.131904
Normalized EBITDA,199853000.0,196529000.0,157732000.0,171834000.0,152616000.0
Net Income From Continuing Operation Net Minority Interest,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Reconciled Depreciation,43379000.0,41876000.0,41246000.0,39023000.0,38162000.0
Reconciled Cost Of Revenue,1499748000.0,1441493000.0,1465015000.0,1304763000.0,1236472000.0
EBITDA,199853000.0,196529000.0,157732000.0,171834000.0,152616000.0
EBIT,156474000.0,154653000.0,116486000.0,132811000.0,114454000.0
Net Interest Income,-31171000.0,-38957000.0,-45906000.0,-44953000.0,-29081000.0
Interest Expense,31171000.0,38957000.0,27447000.0,44953000.0,29081000.0
Normalized Income,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Net Income From Continuing And Discontinued Operation,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Total Expenses,1814842000.0,1746094000.0,1767914000.0,1591738000.0,1509674000.0
Total Operating Income As Reported,157817000.0,149707000.0,141396000.0,125809000.0,116483000.0
Diluted Average Shares,46697000.0,45546000.0,44937000.0,44618000.0,44623000.0
Basic Average Shares,45513000.0,44592000.0,44505000.0,44478000.0,44476000.0
Diluted EPS,2.69,2.35,2.0,1.77,1.76
Basic EPS,2.76,2.4,2.02,1.78,1.76
Diluted NI Availto Com Stockholders,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Net Income Common Stockholders,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Net Income,125699000.0,107083000.0,89993000.0,79106000.0,78365000.0
Minority Interests,-323000.0,-285000.0,-228000.0,-206000.0,-239000.0
Net Income Including Noncontrolling Interests,126022000.0,107368000.0,90221000.0,79312000.0,78604000.0
Net Income Continuous Operations,126022000.0,107368000.0,90221000.0,79312000.0,78604000.0
Earnings From Equity Interest Net Of Tax,7776000.0,7732000.0,4551000.0,4284000.0,4492000.0
Tax Provision,7057000.0,16060000.0,3369000.0,12830000.0,11261000.0
Pretax Income,125303000.0,115696000.0,89039000.0,87858000.0,85373000.0
Other Income Expense,-1343000.0,4946000.0,-27357000.0,7002000.0,-2029000.0
Other Non Operating Income Expenses,-1343000.0,4946000.0,-9864000.0,7002000.0,-2029000.0
Net Non Operating Interest Income Expense,-31171000.0,-38957000.0,-45906000.0,-44953000.0,-29081000.0
Interest Expense Non Operating,31171000.0,38957000.0,27447000.0,44953000.0,29081000.0
Operating Income,157817000.0,149707000.0,162302000.0,125809000.0,116483000.0
Operating Expense,315094000.0,304601000.0,302899000.0,286975000.0,273202000.0
Research And Development,129668000.0,114269000.0,131192000.0,119890000.0,116799000.0
Selling General And Administration,185426000.0,190332000.0,171707000.0,167085000.0,156403000.0
Selling And Marketing Expense,91528000.0,100883000.0,107214000.0,91349000.0,87713000.0
General And Administrative Expense,93898000.0,89449000.0,64493000.0,75736000.0,68690000.0
Other Gand A,93898000.0,89449000.0,85399000.0,75736000.0,68690000.0
Gross Profit,472911000.0,454308000.0,465201000.0,412784000.0,389685000.0
Cost Of Revenue,1499748000.0,1441493000.0,1465015000.0,1304763000.0,1236472000.0
Total Revenue,1972659000.0,1895801000.0,1930216000.0,1717547000.0,1626157000.0
Operating Revenue,1972659000.0,1895801000.0,1930216000.0,1717547000.0,1626157000.0
