,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-323253.042921,-46079.338142,276150.0,-19024.901704,30357.142857
Tax Rate For Calcs,0.343156,0.374629,0.15,0.071522,0.097926
Normalized EBITDA,6498000.0,3309000.0,7454000.0,6531000.0,5770000.0
Total Unusual Items,-942000.0,-123000.0,1841000.0,-266000.0,310000.0
Total Unusual Items Excluding Goodwill,-942000.0,-123000.0,1841000.0,-266000.0,310000.0
Net Income From Continuing Operation Net Minority Interest,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Reconciled Depreciation,847000.0,798000.0,865000.0,877000.0,824000.0
Reconciled Cost Of Revenue,11584000.0,11395000.0,10650000.0,10462000.0,10257000.0
EBITDA,5556000.0,3186000.0,9295000.0,6265000.0,6080000.0
EBIT,4709000.0,2388000.0,8430000.0,5388000.0,5256000.0
Net Interest Income,542000.0,648000.0,565000.0,623000.0,671000.0
Interest Expense,26000.0,31000.0,39000.0,47000.0,48000.0
Interest Income,568000.0,679000.0,696000.0,670000.0,719000.0
Normalized Income,3694746.957079,1550920.661858,10345150.0,5205975.098296,4418357.142857
Net Income From Continuing And Discontinued Operation,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Total Expenses,55650000.0,55465000.0,51057000.0,50450000.0,48841000.0
Total Operating Income As Reported,4140000.0,1708000.0,7825000.0,4717000.0,4523000.0
Diluted Average Shares,30227581.0,30927215.0,30944952.0,30940172.0,31059307.0
Basic Average Shares,29559316.0,30263194.0,30217283.0,30221380.0,30350110.0
Diluted EPS,0.1,0.05,0.38,0.16,0.15
Basic EPS,0.1,0.05,0.39,0.16,0.15
Diluted NI Availto Com Stockholders,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Net Income Common Stockholders,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Net Income,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Net Income Including Noncontrolling Interests,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Net Income Continuous Operations,3076000.0,1474000.0,11910000.0,4959000.0,4698000.0
Tax Provision,1607000.0,883000.0,-3519000.0,382000.0,510000.0
Pretax Income,4683000.0,2357000.0,8391000.0,5341000.0,5208000.0
Other Income Expense,-941000.0,-122000.0,1842000.0,-265000.0,324000.0
Other Non Operating Income Expenses,1000.0,1000.0,1000.0,1000.0,14000.0
Gain On Sale Of Security,-942000.0,-123000.0,1841000.0,-266000.0,310000.0
Net Non Operating Interest Income Expense,542000.0,648000.0,565000.0,623000.0,671000.0
Interest Expense Non Operating,26000.0,31000.0,39000.0,47000.0,48000.0
Interest Income Non Operating,568000.0,679000.0,696000.0,670000.0,719000.0
Operating Income,5082000.0,1831000.0,5984000.0,4983000.0,4213000.0
Operating Expense,44066000.0,44070000.0,40407000.0,39988000.0,38584000.0
Depreciation Amortization Depletion Income Statement,847000.0,798000.0,865000.0,877000.0,824000.0
Depreciation And Amortization In Income Statement,847000.0,798000.0,865000.0,877000.0,824000.0
Amortization,,171000.0,,,
Amortization Of Intangibles Income Statement,,171000.0,,,
Depreciation Income Statement,,627000.0,,,
Research And Development,12699000.0,13403000.0,11577000.0,11153000.0,10766000.0
Selling General And Administration,30520000.0,29869000.0,27965000.0,27958000.0,26994000.0
Selling And Marketing Expense,20393000.0,20355000.0,18431000.0,17759000.0,16895000.0
General And Administrative Expense,10127000.0,9514000.0,9534000.0,10199000.0,10099000.0
Other Gand A,8394000.0,8725000.0,7874000.0,8384000.0,8176000.0
Salaries And Wages,1733000.0,789000.0,1660000.0,1815000.0,1923000.0
Gross Profit,49148000.0,45901000.0,46391000.0,44971000.0,42797000.0
Cost Of Revenue,11584000.0,11395000.0,10650000.0,10462000.0,10257000.0
Total Revenue,60732000.0,57296000.0,57041000.0,55433000.0,53054000.0
Operating Revenue,60732000.0,57296000.0,57041000.0,55433000.0,53054000.0
