,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.0
Normalized EBITDA,-277491.0,-196552.0,-237544.0,-202169.0,-3931.0
Net Income From Continuing Operation Net Minority Interest,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
EBITDA,-277491.0,-196552.0,-237544.0,-202169.0,-3931.0
EBIT,-277491.0,-196552.0,-237544.0,-202169.0,-3931.0
Net Interest Income,3154569.0,3139547.0,3103752.0,1066459.0,0.0
Interest Income,3154569.0,3139547.0,3103752.0,1066459.0,0.0
Normalized Income,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Income From Continuing And Discontinued Operation,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Total Expenses,277491.0,196552.0,237544.0,202169.0,3931.0
Total Operating Income As Reported,-277491.0,-196552.0,-237544.0,-202169.0,-3931.0
Diluted Average Shares,29547600.0,29547600.0,23000000.0,22486773.0,29547600.0
Basic Average Shares,6547600.0,6547600.0,6547600.0,6310949.0,29547600.0
Diluted EPS,0.1,0.1,0.1,0.04,-0.000133
Basic EPS,0.1,0.1,0.1,0.04,-0.000133
Diluted NI Availto Com Stockholders,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Income Common Stockholders,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Income,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Income Including Noncontrolling Interests,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Income Continuous Operations,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Pretax Income,2877078.0,2942995.0,2866208.0,864290.0,-3931.0
Net Non Operating Interest Income Expense,3154569.0,3139547.0,3103752.0,1066459.0,0.0
Interest Income Non Operating,3154569.0,3139547.0,3103752.0,1066459.0,0.0
Operating Income,-277491.0,-196552.0,-237544.0,-202169.0,-3931.0
Operating Expense,277491.0,196552.0,237544.0,202169.0,3931.0
Selling General And Administration,277491.0,196552.0,237544.0,202169.0,3931.0
General And Administrative Expense,277491.0,196552.0,237544.0,202169.0,3931.0
Other Gand A,277491.0,196552.0,237544.0,202169.0,3931.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
