,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.030899,0.025521,0.25,0.047737,0.113821
Net Income From Continuing Operation Net Minority Interest,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Normalized Income,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Net Income From Continuing And Discontinued Operation,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Total Expenses,109400000.0,101332000.0,86300000.0,97136000.0,82500000.0
Diluted Average Shares,45800000.0,44109589.0,46339427.0,44497079.0,46476159.0
Basic Average Shares,45669974.0,44000000.0,46339427.0,44497079.0,46476159.0
Diluted EPS,0.75,0.73,0.807088,0.741622,0.219467
Basic EPS,0.75104,0.731818,0.807088,0.741622,0.219467
Diluted NI Availto Com Stockholders,34300000.0,33261000.0,37400000.0,30995000.0,10200000.0
Net Income Common Stockholders,34300000.0,33261000.0,37400000.0,30995000.0,10200000.0
Otherunder Preferred Stock Dividend,200000.0,600000.0,500000.0,1999000.0,700000.0
Net Income,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Net Income Including Noncontrolling Interests,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Net Income Continuous Operations,34500000.0,32761000.0,37900000.0,32994000.0,10900000.0
Tax Provision,1100000.0,858000.0,-500000.0,1654000.0,1400000.0
Pretax Income,35600000.0,33619000.0,37400000.0,34648000.0,12300000.0
Other Income Expense,500000.0,341000.0,200000.0,162000.0,600000.0
Other Operating Expenses,900000.0,2464000.0,1500000.0,3146000.0,2800000.0
Selling General And Administration,23800000.0,22294000.0,22300000.0,22627000.0,20500000.0
General And Administrative Expense,23800000.0,22294000.0,22300000.0,22627000.0,20500000.0
Other Gand A,23800000.0,22294000.0,22300000.0,22627000.0,20500000.0
Total Revenue,145000000.0,134951000.0,123700000.0,131784000.0,94800000.0
Operating Revenue,145000000.0,134951000.0,123700000.0,131784000.0,94800000.0
Loss Adjustment Expense,65000000.0,54938000.0,44300000.0,54687000.0,40600000.0
Net Policyholder Benefits And Claims,65000000.0,54938000.0,44300000.0,54687000.0,40600000.0
