,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.06,0.13,0.21,0.112529,0.21
Normalized EBITDA,58301000.0,-33116000.0,10676000.0,26345000.0,-6816000.0
Net Income From Continuing Operation Net Minority Interest,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Reconciled Depreciation,5965000.0,5728000.0,5845000.0,5784000.0,5591000.0
Reconciled Cost Of Revenue,110810000.0,110328000.0,104509000.0,105079000.0,98451000.0
EBITDA,58301000.0,-33116000.0,10676000.0,26345000.0,-6816000.0
EBIT,52336000.0,-38844000.0,4831000.0,20561000.0,-12407000.0
Net Interest Income,10126000.0,11539000.0,11544000.0,10074000.0,9138000.0
Interest Expense,3668000.0,4183000.0,2062000.0,1677000.0,1686000.0
Interest Income,13794000.0,15722000.0,13606000.0,11751000.0,10824000.0
Normalized Income,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Net Income From Continuing And Discontinued Operation,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Total Expenses,289040000.0,277757000.0,267621000.0,281201000.0,257374000.0
Total Operating Income As Reported,4468000.0,11723000.0,-4720000.0,10314000.0,-16696000.0
Diluted Average Shares,85880643.0,83705700.0,85960868.0,84956655.0,82500109.0
Basic Average Shares,84044661.0,83705700.0,83276236.0,82845815.0,82500109.0
Diluted EPS,0.54,-0.45,0.11,0.2,-0.07
Basic EPS,0.55,-0.45,0.11,0.2,-0.07
Diluted NI Availto Com Stockholders,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Net Income Common Stockholders,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Net Income,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Net Income Including Noncontrolling Interests,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Net Income Continuous Operations,45991000.0,-37277000.0,9139000.0,16759000.0,-5478000.0
Tax Provision,2677000.0,-5750000.0,-6370000.0,2125000.0,-8615000.0
Pretax Income,48668000.0,-43027000.0,2769000.0,18884000.0,-14093000.0
Other Income Expense,34074000.0,-66289000.0,-4055000.0,-1504000.0,-6535000.0
Other Non Operating Income Expenses,34074000.0,-66289000.0,-4055000.0,-1504000.0,-6535000.0
Net Non Operating Interest Income Expense,10126000.0,11539000.0,11544000.0,10074000.0,9138000.0
Interest Expense Non Operating,3668000.0,4183000.0,2062000.0,1677000.0,1686000.0
Interest Income Non Operating,13794000.0,15722000.0,13606000.0,11751000.0,10824000.0
Operating Income,4468000.0,11723000.0,-4720000.0,10314000.0,-16696000.0
Operating Expense,178230000.0,167429000.0,163112000.0,176122000.0,158923000.0
Research And Development,72915000.0,70268000.0,68880000.0,75320000.0,66134000.0
Selling General And Administration,105315000.0,97161000.0,94232000.0,100802000.0,92789000.0
Selling And Marketing Expense,57768000.0,55452000.0,51478000.0,54784000.0,50487000.0
General And Administrative Expense,47547000.0,41709000.0,42754000.0,46018000.0,42302000.0
Other Gand A,47547000.0,41709000.0,42754000.0,46018000.0,42302000.0
Gross Profit,182698000.0,179152000.0,158392000.0,186436000.0,142227000.0
Cost Of Revenue,110810000.0,110328000.0,104509000.0,105079000.0,98451000.0
Total Revenue,293508000.0,289480000.0,262901000.0,291515000.0,240678000.0
Operating Revenue,293508000.0,289480000.0,262901000.0,291515000.0,240678000.0
