,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.165618,0.245,0.246881,0.265,0.193992,,
Normalized EBITDA,244800000.0,215200000.0,261900000.0,249200000.0,230200000.0,,
Total Unusual Items,,,0.0,0.0,0.0,0.0,-14400000.0
Total Unusual Items Excluding Goodwill,,,0.0,0.0,0.0,0.0,-14400000.0
Net Income From Continuing Operation Net Minority Interest,76100000.0,51500000.0,80300000.0,69400000.0,58800000.0,,
Reconciled Depreciation,71100000.0,66200000.0,69900000.0,68100000.0,66000000.0,,
Reconciled Cost Of Revenue,696400000.0,642000000.0,714600000.0,680200000.0,670300000.0,,
EBITDA,244800000.0,215200000.0,261900000.0,249200000.0,230200000.0,,
EBIT,173700000.0,149000000.0,192000000.0,181100000.0,164200000.0,,
Net Interest Income,-78300000.0,-77100000.0,-79800000.0,-80600000.0,-84300000.0,,
Interest Expense,78300000.0,77100000.0,79800000.0,80600000.0,84300000.0,,
Normalized Income,76100000.0,51500000.0,80300000.0,69400000.0,58800000.0,,
Net Income From Continuing And Discontinued Operation,76100000.0,49500000.0,79600000.0,69000000.0,58600000.0,,
Total Expenses,912800000.0,849200000.0,918500000.0,884000000.0,872500000.0,,
Total Operating Income As Reported,169500000.0,152300000.0,188300000.0,178500000.0,167800000.0,,
Diluted Average Shares,45150000.0,45200000.0,46020000.0,46670000.0,47250000.0,,
Basic Average Shares,44940000.0,44930000.0,42470000.0,42050000.0,42040000.0,,
Diluted EPS,1.53,0.94,1.58,1.33,1.1,,
Basic EPS,1.54,0.95,1.71,1.48,1.23,,
Diluted NI Availto Com Stockholders,69300000.0,42700000.0,72800000.0,62200000.0,51800000.0,,
Net Income Common Stockholders,69300000.0,42700000.0,72800000.0,62200000.0,51800000.0,,
Preferred Stock Dividends,6800000.0,6800000.0,6800000.0,6800000.0,6800000.0,,
Net Income,76100000.0,49500000.0,79600000.0,69000000.0,58600000.0,,
Minority Interests,-3800000.0,-2800000.0,-3000000.0,-3700000.0,-4300000.0,,
Net Income Including Noncontrolling Interests,79900000.0,52300000.0,82600000.0,72700000.0,62900000.0,,
Net Income Discontinuous Operations,0.0,-2000000.0,-700000.0,-400000.0,-200000.0,,
Net Income Continuous Operations,79900000.0,54300000.0,83300000.0,73100000.0,63100000.0,,
Earnings From Equity Interest Net Of Tax,300000.0,0.0,-1200000.0,-800000.0,-1300000.0,,
Tax Provision,15800000.0,17600000.0,27700000.0,26600000.0,15500000.0,,
Pretax Income,95400000.0,71900000.0,112200000.0,100500000.0,79900000.0,,
Other Income Expense,4200000.0,-3300000.0,3700000.0,2600000.0,-3600000.0,,
Other Non Operating Income Expenses,4200000.0,-3300000.0,3700000.0,2600000.0,-3600000.0,,
Special Income Charges,,,0.0,0.0,0.0,0.0,-7800000.0
Restructuring And Mergern Acquisition,,,0.0,0.0,0.0,0.0,0.0
Earnings From Equity Interest,,,,,,,0.0
Gain On Sale Of Security,,,,,,,-6600000.0
Net Non Operating Interest Income Expense,-78300000.0,-77100000.0,-79800000.0,-80600000.0,-84300000.0,,
Total Other Finance Cost,,,,,,,5200000.0
Interest Expense Non Operating,78300000.0,77100000.0,79800000.0,80600000.0,84300000.0,,
Operating Income,169500000.0,152300000.0,188300000.0,178500000.0,167800000.0,,
Operating Expense,194000000.0,187500000.0,184000000.0,184100000.0,183800000.0,,
Depreciation Amortization Depletion Income Statement,48700000.0,46500000.0,50000000.0,48400000.0,47600000.0,,
Depreciation And Amortization In Income Statement,48700000.0,46500000.0,50000000.0,48400000.0,47600000.0,,
Amortization,48700000.0,46500000.0,50000000.0,48400000.0,47600000.0,,
Amortization Of Intangibles Income Statement,48700000.0,46500000.0,50000000.0,48400000.0,47600000.0,,
Selling General And Administration,145300000.0,141000000.0,134000000.0,135700000.0,136200000.0,,
Gross Profit,363500000.0,339800000.0,372300000.0,362600000.0,351600000.0,,
Cost Of Revenue,718800000.0,661700000.0,734500000.0,699900000.0,688700000.0,,
Total Revenue,1082300000.0,1001500000.0,1106800000.0,1062500000.0,1040300000.0,,
Operating Revenue,1082300000.0,1001500000.0,1106800000.0,1062500000.0,1040300000.0,,
