,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.13253,0.117,0.111599,0.1,0.13
Normalized EBITDA,152800000.0,275400000.0,232500000.0,149200000.0,143200000.0
Net Income From Continuing Operation Net Minority Interest,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Reconciled Depreciation,69800000.0,69200000.0,68300000.0,69300000.0,66600000.0
Reconciled Cost Of Revenue,271600000.0,513400000.0,348300000.0,240100000.0,248800000.0
EBITDA,152800000.0,275400000.0,232500000.0,149200000.0,143200000.0
EBIT,83000000.0,206200000.0,164200000.0,79900000.0,76600000.0
Net Interest Income,-48900000.0,-51300000.0,-49800000.0,-45200000.0,-42600000.0
Interest Expense,49800000.0,51700000.0,50400000.0,50600000.0,48200000.0
Interest Income,900000.0,400000.0,600000.0,5400000.0,5600000.0
Normalized Income,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Net Income From Continuing And Discontinued Operation,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Total Expenses,356500000.0,600200000.0,433800000.0,325800000.0,332000000.0
Total Operating Income As Reported,82500000.0,205000000.0,163300000.0,75800000.0,70600000.0
Diluted Average Shares,72400000.0,71800000.0,71600000.0,70600000.0,69000000.0
Basic Average Shares,72400000.0,71600000.0,71400000.0,70500000.0,69000000.0
Diluted EPS,0.38,1.87,1.37,0.35,0.33
Basic EPS,0.38,1.87,1.37,0.35,0.33
Diluted NI Availto Com Stockholders,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Net Income Common Stockholders,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Net Income,27500000.0,134300000.0,98100000.0,24400000.0,22800000.0
Minority Interests,-1300000.0,-2100000.0,-3000000.0,-2000000.0,-1900000.0
Net Income Including Noncontrolling Interests,28800000.0,136400000.0,101100000.0,26400000.0,24700000.0
Net Income Continuous Operations,28800000.0,136400000.0,101100000.0,26400000.0,24700000.0
Tax Provision,4400000.0,18100000.0,12700000.0,2900000.0,3700000.0
Pretax Income,33200000.0,154500000.0,113800000.0,29300000.0,28400000.0
Other Income Expense,-400000.0,800000.0,300000.0,-1300000.0,400000.0
Other Non Operating Income Expenses,-400000.0,800000.0,300000.0,-1300000.0,400000.0
Net Non Operating Interest Income Expense,-48900000.0,-51300000.0,-49800000.0,-45200000.0,-42600000.0
Interest Expense Non Operating,49800000.0,51700000.0,50400000.0,50600000.0,48200000.0
Interest Income Non Operating,900000.0,400000.0,600000.0,5400000.0,5600000.0
Operating Income,82500000.0,205000000.0,163300000.0,75800000.0,70600000.0
Operating Expense,84900000.0,86800000.0,85500000.0,85700000.0,83200000.0
Other Taxes,15100000.0,17600000.0,17200000.0,16400000.0,16600000.0
Depreciation Amortization Depletion Income Statement,69800000.0,69200000.0,68300000.0,69300000.0,66600000.0
Depreciation And Amortization In Income Statement,69800000.0,69200000.0,68300000.0,69300000.0,66600000.0
Gross Profit,167400000.0,291800000.0,248800000.0,161500000.0,153800000.0
Cost Of Revenue,271600000.0,513400000.0,348300000.0,240100000.0,248800000.0
Total Revenue,439000000.0,805200000.0,597100000.0,401600000.0,402600000.0
Operating Revenue,439000000.0,800400000.0,567400000.0,401600000.0,402600000.0
