,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,15832253.070279,-10793524.470416,-17914650.0,6434413.024069,-3921216.70934,
Tax Rate For Calcs,0.129064,0.229796,0.15,0.138709,0.219885,
Normalized EBITDA,418371000.0,504034000.0,522109000.0,575153000.0,558063000.0,
Total Unusual Items,122670000.0,-46970000.0,-119431000.0,46388000.0,-17833000.0,
Total Unusual Items Excluding Goodwill,122670000.0,-46970000.0,-119431000.0,46388000.0,-17833000.0,
Net Income From Continuing Operation Net Minority Interest,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Reconciled Depreciation,322159000.0,319923000.0,332288000.0,356384000.0,353101000.0,
Reconciled Cost Of Revenue,561930000.0,748383000.0,764801000.0,799205000.0,661226000.0,
EBITDA,541041000.0,457064000.0,402678000.0,621541000.0,540230000.0,
EBIT,218882000.0,137141000.0,70390000.0,265157000.0,187129000.0,
Net Interest Income,-48801000.0,-49597000.0,-51474000.0,-53176000.0,-86158000.0,
Interest Expense,44875000.0,46787000.0,48769000.0,50109000.0,53946000.0,
Normalized Income,44711253.070279,105767475.529584,63039350.0,145265413.024069,117809783.29066,
Net Income From Continuing And Discontinued Operation,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Total Expenses,785756000.0,811020000.0,824169000.0,861894000.0,894924000.0,
Diluted Average Shares,772032000.0,774257000.0,,800217000.0,818025000.0,821710000.0
Basic Average Shares,768717000.0,771443000.0,,796064000.0,814151000.0,821710000.0
Diluted EPS,0.2,0.09,,0.23,0.13,-0.02
Basic EPS,0.2,0.09,,0.23,0.13,-0.02
Diluted NI Availto Com Stockholders,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Net Income Common Stockholders,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Net Income,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Net Income Including Noncontrolling Interests,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Net Income Continuous Operations,151549000.0,69591000.0,-38477000.0,185219000.0,103898000.0,
Tax Provision,22458000.0,20763000.0,60098000.0,29829000.0,29285000.0,
Pretax Income,174007000.0,90354000.0,21621000.0,215048000.0,133183000.0,
Other Income Expense,121985000.0,-48159000.0,-119753000.0,55495000.0,-18858000.0,
Other Non Operating Income Expenses,-685000.0,-1189000.0,-322000.0,9107000.0,-1025000.0,
Special Income Charges,3421000.0,-1229000.0,3521000.0,-1091000.0,-6311000.0,
Gain On Sale Of Ppe,666000.0,-1229000.0,3521000.0,-1091000.0,-6311000.0,
Other Special Charges,-2755000.0,,0.0,,,
Restructuring And Mergern Acquisition,0.0,0.0,0.0,0.0,0.0,
Gain On Sale Of Security,119249000.0,-45741000.0,-122952000.0,47479000.0,-11522000.0,
Net Non Operating Interest Income Expense,-48801000.0,-49597000.0,-51474000.0,-53176000.0,-86158000.0,
Total Other Finance Cost,3926000.0,2810000.0,2705000.0,3067000.0,32212000.0,
Interest Expense Non Operating,44875000.0,46787000.0,48769000.0,50109000.0,53946000.0,
Operating Income,100823000.0,188110000.0,192848000.0,212729000.0,238199000.0,
Operating Expense,223826000.0,62637000.0,59368000.0,62689000.0,233698000.0,
Other Operating Expenses,200051000.0,36268000.0,38456000.0,42489000.0,207127000.0,
Selling General And Administration,23775000.0,26369000.0,20912000.0,20200000.0,26571000.0,
General And Administrative Expense,23775000.0,26369000.0,20912000.0,20200000.0,26571000.0,
Other Gand A,22220000.0,25606000.0,20433000.0,17895000.0,21006000.0,
Salaries And Wages,1555000.0,763000.0,479000.0,2305000.0,5565000.0,
Gross Profit,324649000.0,250747000.0,252216000.0,275418000.0,471897000.0,
Cost Of Revenue,561930000.0,748383000.0,764801000.0,799205000.0,661226000.0,
Total Revenue,886579000.0,999130000.0,1017017000.0,1074623000.0,1133123000.0,
Operating Revenue,886579000.0,999130000.0,1017017000.0,1074623000.0,1133123000.0,
