,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.00423,0.21,0.21,0.008475,0.21
Normalized EBITDA,5859000.0,-1995000.0,-13514000.0,-5320000.0,-7432000.0
Net Income From Continuing Operation Net Minority Interest,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Reconciled Depreciation,10902000.0,10547000.0,10357000.0,9769000.0,8880000.0
Reconciled Cost Of Revenue,91223000.0,83373000.0,75860000.0,81187000.0,78779000.0
EBITDA,5859000.0,-1995000.0,-13514000.0,-5320000.0,-7432000.0
EBIT,-5043000.0,-12542000.0,-23871000.0,-15089000.0,-16312000.0
Net Interest Income,-134000.0,-21000.0,-99000.0,973000.0,1723000.0
Interest Expense,2286000.0,1910000.0,2026000.0,1077000.0,606000.0
Interest Income,2152000.0,1889000.0,1927000.0,2050000.0,2329000.0
Normalized Income,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Net Income From Continuing And Discontinued Operation,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Total Expenses,200898000.0,197128000.0,185312000.0,188468000.0,179265000.0
Total Operating Income As Reported,-7195000.0,-14431000.0,-25798000.0,-17139000.0,-18641000.0
Diluted Average Shares,170472000.0,168347000.0,166484713.0,165723168.0,164384000.0
Basic Average Shares,170472000.0,168347000.0,166484713.0,165723168.0,164384000.0
Diluted EPS,-0.04,-0.09,-0.16,-0.1,-0.1
Basic EPS,-0.04,-0.09,-0.16,-0.1,-0.1
Diluted NI Availto Com Stockholders,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Net Income Common Stockholders,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Net Income,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Net Income Including Noncontrolling Interests,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Net Income Continuous Operations,-7298000.0,-14817000.0,-26137000.0,-16029000.0,-17063000.0
Tax Provision,-31000.0,365000.0,240000.0,-137000.0,145000.0
Pretax Income,-7329000.0,-14452000.0,-25897000.0,-16166000.0,-16918000.0
Net Non Operating Interest Income Expense,-134000.0,-21000.0,-99000.0,973000.0,1723000.0
Interest Expense Non Operating,2286000.0,1910000.0,2026000.0,1077000.0,606000.0
Interest Income Non Operating,2152000.0,1889000.0,1927000.0,2050000.0,2329000.0
Operating Income,-7195000.0,-14431000.0,-25798000.0,-17139000.0,-18641000.0
Operating Expense,109670000.0,113749000.0,109429000.0,107228000.0,100454000.0
Other Operating Expenses,45801000.0,44190000.0,42398000.0,42539000.0,39694000.0
Depreciation Amortization Depletion Income Statement,10897000.0,10541000.0,10334000.0,9716000.0,8848000.0
Depreciation And Amortization In Income Statement,10897000.0,10541000.0,10334000.0,9716000.0,8848000.0
Selling General And Administration,52972000.0,59018000.0,56697000.0,54973000.0,51912000.0
Gross Profit,102475000.0,99318000.0,83631000.0,90089000.0,81813000.0
Cost Of Revenue,91228000.0,83379000.0,75883000.0,81240000.0,78811000.0
Total Revenue,193703000.0,182697000.0,159514000.0,171329000.0,160624000.0
Operating Revenue,193703000.0,182697000.0,159514000.0,171329000.0,160624000.0
