,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,-435860.722421,0.0,-7645440.0,0.0
Tax Rate For Calcs,0.21,0.200673,0.106,0.22,0.21
Normalized EBITDA,12582000.0,6532000.0,16283000.0,18019000.0,5262000.0
Total Unusual Items,,-2172000.0,,-34752000.0,
Total Unusual Items Excluding Goodwill,,-2172000.0,,-34752000.0,
Net Income From Continuing Operation Net Minority Interest,-13227000.0,-14800000.0,-6860000.0,-33675000.0,-17675000.0
Reconciled Depreciation,16216000.0,15924000.0,16123000.0,15997000.0,16458000.0
Reconciled Cost Of Revenue,112103000.0,112945000.0,96657000.0,101729000.0,92148000.0
EBITDA,12582000.0,4360000.0,16283000.0,-16733000.0,5262000.0
EBIT,-3634000.0,-11564000.0,160000.0,-32730000.0,-11196000.0
Net Interest Income,-6125000.0,-6652000.0,-7374000.0,-9933000.0,-4883000.0
Interest Expense,6359000.0,6874000.0,7762000.0,10353000.0,5377000.0
Interest Income,234000.0,222000.0,388000.0,420000.0,494000.0
Normalized Income,-13227000.0,-13063860.722421,-6860000.0,-6568440.0,-17675000.0
Net Income From Continuing And Discontinued Operation,-13227000.0,-14800000.0,-6860000.0,-33675000.0,-17675000.0
Total Expenses,206145000.0,206022000.0,177913000.0,183324000.0,177549000.0
Total Operating Income As Reported,-2740000.0,-13198000.0,-41000.0,4067000.0,-10630000.0
Diluted Average Shares,184587027.0,184169928.0,184011189.0,189182850.0,193465708.0
Basic Average Shares,184587027.0,184169928.0,184011189.0,189182850.0,193465708.0
Diluted EPS,-0.07,-0.08,-0.04,-0.18,-0.09
Basic EPS,-0.07,-0.08,-0.04,-0.18,-0.09
Diluted NI Availto Com Stockholders,-13227000.0,-14800000.0,-6860000.0,-33675000.0,-17675000.0
Net Income Common Stockholders,-13227000.0,-14800000.0,-6860000.0,-33675000.0,-17675000.0
Net Income,-13227000.0,-14800000.0,-6860000.0,-33675000.0,-17675000.0
Minority Interests,-65000.0,-62000.0,-61000.0,-62000.0,-62000.0
Net Income Including Noncontrolling Interests,-13162000.0,-14738000.0,-6799000.0,-33613000.0,-17613000.0
Net Income Continuous Operations,-13162000.0,-14738000.0,-6799000.0,-33613000.0,-17613000.0
Tax Provision,3169000.0,-3700000.0,-803000.0,-9470000.0,1040000.0
Pretax Income,-9993000.0,-18438000.0,-7602000.0,-43083000.0,-16573000.0
Other Income Expense,-1128000.0,1412000.0,-187000.0,-37217000.0,-1060000.0
Other Non Operating Income Expenses,-1128000.0,2408000.0,-187000.0,-2465000.0,-1060000.0
Gain On Sale Of Security,,-2172000.0,,-34752000.0,
Net Non Operating Interest Income Expense,-6125000.0,-6652000.0,-7374000.0,-9933000.0,-4883000.0
Interest Expense Non Operating,6359000.0,6874000.0,7762000.0,10353000.0,5377000.0
Interest Income Non Operating,234000.0,222000.0,388000.0,420000.0,494000.0
Operating Income,-2740000.0,-13198000.0,-41000.0,4067000.0,-10630000.0
Operating Expense,94042000.0,93077000.0,81256000.0,81595000.0,85401000.0
Research And Development,46500000.0,47618000.0,43317000.0,43510000.0,45204000.0
Selling General And Administration,47542000.0,45459000.0,37939000.0,38085000.0,40197000.0
Gross Profit,91302000.0,79879000.0,81215000.0,85662000.0,74771000.0
Cost Of Revenue,112103000.0,112945000.0,96657000.0,101729000.0,92148000.0
Total Revenue,203405000.0,192824000.0,177872000.0,187391000.0,166919000.0
Operating Revenue,203405000.0,192824000.0,177872000.0,187391000.0,166919000.0
