,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-811505.507956,-790400.0,63846935.980828,-470400.0,-170100.0,,
Tax Rate For Calcs,0.208078,0.247,0.143444,0.224,0.189,,
Normalized EBITDA,231700000.0,230800000.0,284900000.0,227700000.0,279000000.0,,
Total Unusual Items,-3900000.0,-3200000.0,445100000.0,-2100000.0,-900000.0,,
Total Unusual Items Excluding Goodwill,-3900000.0,-3200000.0,445100000.0,-2100000.0,-900000.0,,
Net Income From Continuing Operation Net Minority Interest,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Reconciled Depreciation,102700000.0,99700000.0,100900000.0,102400000.0,102600000.0,,
Reconciled Cost Of Revenue,1129300000.0,1046500000.0,1123700000.0,1150000000.0,1121300000.0,,
EBITDA,227800000.0,227600000.0,730000000.0,225600000.0,278100000.0,,
EBIT,125100000.0,127900000.0,629100000.0,123200000.0,175500000.0,,
Net Interest Income,-43400000.0,-42200000.0,-44900000.0,-48700000.0,-60900000.0,,
Interest Expense,43400000.0,42200000.0,44900000.0,48700000.0,60900000.0,,
Normalized Income,67788494.492044,66909600.0,119146935.980828,59429600.0,93629900.0,,
Net Income From Continuing And Discontinued Operation,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Total Expenses,1554600000.0,1434000000.0,1495100000.0,1589800000.0,1527000000.0,,
Total Operating Income As Reported,128800000.0,147400000.0,638100000.0,124600000.0,175800000.0,,
Diluted Average Shares,,682400000.0,682700000.0,683000000.0,682600000.0,681400000.0,
Basic Average Shares,,681100000.0,680700000.0,680300000.0,679400000.0,678100000.0,
Diluted EPS,,0.09,0.73,0.08,0.14,0.09,
Basic EPS,,0.09,0.74,0.08,0.14,0.09,
Diluted NI Availto Com Stockholders,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Average Dilution Earnings,0.0,,,,,,
Net Income Common Stockholders,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Net Income,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Net Income Including Noncontrolling Interests,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Net Income Continuous Operations,64700000.0,64500000.0,500400000.0,57800000.0,92900000.0,,
Tax Provision,17000000.0,21200000.0,83800000.0,16700000.0,21700000.0,,
Pretax Income,81700000.0,85700000.0,584200000.0,74500000.0,114600000.0,,
Other Income Expense,-3700000.0,-19500000.0,437600000.0,-1400000.0,-300000.0,,
Other Non Operating Income Expenses,200000.0,-16300000.0,-7500000.0,700000.0,600000.0,,
Special Income Charges,0.0,0.0,442200000.0,-2100000.0,-1900000.0,,
Other Special Charges,,,4400000.0,2100000.0,1900000.0,2500000.0,1000000.0
Impairment Of Capital Assets,,,0.0,0.0,0.0,,0.0
Gain On Sale Of Security,-3900000.0,-3200000.0,2900000.0,,1000000.0,800000.0,
Net Non Operating Interest Income Expense,-43400000.0,-42200000.0,-44900000.0,-48700000.0,-60900000.0,,
Interest Expense Non Operating,43400000.0,42200000.0,44900000.0,48700000.0,60900000.0,,
Operating Income,128800000.0,147400000.0,191500000.0,124600000.0,175800000.0,,
Operating Expense,425300000.0,387500000.0,371400000.0,439800000.0,405700000.0,,
Selling General And Administration,425300000.0,387500000.0,371400000.0,439800000.0,405700000.0,,
Gross Profit,554100000.0,534900000.0,562900000.0,564400000.0,581500000.0,,
Cost Of Revenue,1129300000.0,1046500000.0,1123700000.0,1150000000.0,1121300000.0,,
Total Revenue,1683400000.0,1581400000.0,1686600000.0,1714400000.0,1702800000.0,,
Operating Revenue,1683400000.0,1581400000.0,1686600000.0,1714400000.0,1702800000.0,,
