,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,10621250.0,-17748250.0,7990500.0,-3597500.0,81893.806156,,
Tax Rate For Calcs,0.25,0.25,0.25,0.25,0.197811,,
Normalized EBITDA,-58642000.0,107910000.0,-20209000.0,30618000.0,57674000.0,,
Total Unusual Items,42485000.0,-70993000.0,31962000.0,-14390000.0,414000.0,,
Total Unusual Items Excluding Goodwill,42485000.0,-70993000.0,31962000.0,-14390000.0,414000.0,,
Net Income From Continuing Operation Net Minority Interest,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Reconciled Depreciation,,,1272000.0,,,,1493000.0
Reconciled Cost Of Revenue,32907000.0,57045000.0,54752000.0,19508000.0,40930000.0,,
EBITDA,-16157000.0,36917000.0,11753000.0,16228000.0,58088000.0,,
EBIT,-16157000.0,36917000.0,10481000.0,16228000.0,58088000.0,,
Net Interest Income,3080000.0,3154000.0,3722000.0,4162000.0,4145000.0,,
Interest Income,3080000.0,3154000.0,3778000.0,4162000.0,4145000.0,,
Normalized Income,6388250.0,19247750.0,-11190500.0,13948500.0,50022893.806156,,
Net Income From Continuing And Discontinued Operation,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Total Expenses,59354000.0,95474000.0,102882000.0,44077000.0,64926000.0,,
Total Operating Income As Reported,-16157000.0,36917000.0,-28900000.0,3139000.0,58088000.0,,
Diluted Average Shares,60501636.0,60026526.0,,60017963.0,60007318.0,59944022.0,
Basic Average Shares,60451216.0,60026526.0,,59980516.0,59957754.0,59944022.0,
Diluted EPS,0.64,-0.56,,0.06,0.84,-0.24,
Basic EPS,0.64,-0.56,,0.06,0.84,-0.24,
Diluted NI Availto Com Stockholders,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Net Income Common Stockholders,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Net Income,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Net Income Including Noncontrolling Interests,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Net Income Continuous Operations,38252000.0,-33997000.0,12781000.0,3156000.0,50355000.0,,
Tax Provision,-8669000.0,3268000.0,-8870000.0,5425000.0,12417000.0,,
Pretax Income,29583000.0,-30729000.0,3911000.0,8581000.0,62772000.0,,
Other Income Expense,42660000.0,-70800000.0,28894000.0,-11809000.0,539000.0,,
Other Non Operating Income Expenses,175000.0,193000.0,-3068000.0,2581000.0,125000.0,,
Gain On Sale Of Security,42485000.0,-70993000.0,32172000.0,-14390000.0,414000.0,,
Net Non Operating Interest Income Expense,3080000.0,3154000.0,3722000.0,4162000.0,4145000.0,,
Interest Income Non Operating,3080000.0,3154000.0,3778000.0,4162000.0,4145000.0,,
Operating Income,-16157000.0,36917000.0,-28705000.0,16228000.0,58088000.0,,
Operating Expense,26447000.0,38429000.0,48130000.0,24569000.0,23996000.0,,
Research And Development,15238000.0,26354000.0,45887000.0,13769000.0,13247000.0,,
Selling General And Administration,11209000.0,12075000.0,10134000.0,10800000.0,10749000.0,,
Selling And Marketing Expense,2030000.0,2237000.0,2897000.0,2056000.0,1892000.0,,
General And Administrative Expense,9179000.0,9838000.0,7237000.0,8744000.0,8857000.0,,
Other Gand A,9179000.0,9838000.0,7237000.0,8744000.0,8857000.0,,
Gross Profit,10290000.0,75346000.0,19425000.0,40797000.0,82084000.0,,
Cost Of Revenue,32907000.0,57045000.0,54752000.0,19508000.0,40930000.0,,
Total Revenue,43197000.0,132391000.0,74177000.0,60305000.0,123014000.0,,
Operating Revenue,43197000.0,132391000.0,74177000.0,60305000.0,123014000.0,,
