,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.237,0.213,0.202288,0.20058,0.206
Net Income From Continuing Operation Net Minority Interest,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Reconciled Depreciation,2511000.0,2505000.0,2587000.0,2545000.0,2503000.0
Net Interest Income,38143000.0,36661000.0,35095000.0,34509000.0,34486000.0
Interest Expense,31281000.0,30717000.0,29573000.0,29516000.0,27090000.0
Interest Income,69424000.0,67378000.0,64668000.0,64025000.0,61576000.0
Normalized Income,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Net Income From Continuing And Discontinued Operation,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Diluted Average Shares,11259977.0,11240007.0,11283000.0,11312548.0,11301000.0
Basic Average Shares,11230514.0,11220766.0,11276000.0,11301577.0,11287000.0
Diluted EPS,1.3,1.1,1.19,0.99,1.07
Basic EPS,1.3,1.1,1.19,1.0,1.08
Diluted NI Availto Com Stockholders,14592000.0,12396000.0,13461000.0,11249000.0,12140000.0
Net Income Common Stockholders,14592000.0,12396000.0,13461000.0,11249000.0,12140000.0
Otherunder Preferred Stock Dividend,61000.0,62000.0,69000.0,58000.0,53000.0
Net Income,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Net Income Including Noncontrolling Interests,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Net Income Continuous Operations,14653000.0,12458000.0,13530000.0,11307000.0,12193000.0
Tax Provision,4547000.0,3377000.0,3431000.0,2837000.0,3173000.0
Pretax Income,19200000.0,15835000.0,16961000.0,14144000.0,15366000.0
Gain On Sale Of Security,0.0,,0.0,-807000.0,-682000.0
Depreciation Amortization Depletion Income Statement,897000.0,897000.0,1018000.0,1018000.0,1018000.0
Depreciation And Amortization In Income Statement,897000.0,897000.0,1018000.0,1018000.0,1018000.0
Amortization,897000.0,897000.0,1018000.0,1018000.0,1018000.0
Amortization Of Intangibles Income Statement,897000.0,897000.0,1018000.0,1018000.0,1018000.0
Selling General And Administration,14767000.0,15415000.0,15172000.0,15049000.0,13951000.0
Selling And Marketing Expense,442000.0,546000.0,640000.0,622000.0,392000.0
General And Administrative Expense,14325000.0,14869000.0,14532000.0,14427000.0,13559000.0
Insurance And Claims,588000.0,472000.0,639000.0,677000.0,598000.0
Salaries And Wages,13737000.0,14397000.0,13893000.0,13750000.0,12961000.0
Total Revenue,45008000.0,43835000.0,42862000.0,40093000.0,40126000.0
Operating Revenue,45008000.0,43835000.0,42862000.0,40093000.0,40126000.0
Occupancy And Equipment,3585000.0,3689000.0,3790000.0,3623000.0,3478000.0
Professional Expense And Contract Services Expense,619000.0,1208000.0,516000.0,412000.0,387000.0
Other Non Interest Expense,5008000.0,4632000.0,4505000.0,4947000.0,5026000.0
