,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31,2023-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.312,0.293568,0.301,0.315,0.315,
Normalized EBITDA,28548000.0,31750000.0,22442000.0,31180000.0,26942000.0,
Net Income From Continuing Operation Net Minority Interest,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Reconciled Depreciation,8955000.0,8895000.0,8604000.0,8995000.0,8967000.0,
Reconciled Cost Of Revenue,395247000.0,408030000.0,389938000.0,411665000.0,382945000.0,
EBITDA,28548000.0,31750000.0,22442000.0,31180000.0,26942000.0,
EBIT,19593000.0,22855000.0,13838000.0,22185000.0,17975000.0,
Net Interest Income,2627000.0,2587000.0,2619000.0,2697000.0,2761000.0,
Interest Expense,990000.0,1010000.0,1015000.0,1046000.0,1064000.0,
Interest Income,3617000.0,3597000.0,3634000.0,3743000.0,3825000.0,
Normalized Income,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Net Income From Continuing And Discontinued Operation,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Total Expenses,541721000.0,556854000.0,536192000.0,557137000.0,522204000.0,
Total Operating Income As Reported,15976000.0,19258000.0,10204000.0,18442000.0,14150000.0,
Diluted Average Shares,14306000.0,,14296000.0,14303000.0,14350000.0,14850485.0
Basic Average Shares,10106000.0,,14296000.0,10099000.0,10146000.0,13300870.0
Diluted EPS,0.86,,0.6,0.97,0.78,1.03
Basic EPS,0.96,,0.67,1.09,0.87,1.15
Diluted NI Availto Com Stockholders,12366000.0,14876000.0,8636000.0,13938000.0,11145000.0,
Average Dilution Earnings,,-9036000.0,1838000.0,2966000.0,,
Net Income Common Stockholders,12366000.0,23912000.0,6798000.0,10972000.0,11145000.0,
Otherunder Preferred Stock Dividend,437000.0,,2168000.0,3508000.0,440000.0,
Net Income,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Net Income Including Noncontrolling Interests,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Net Income Continuous Operations,12803000.0,15432000.0,8966000.0,14480000.0,11585000.0,
Tax Provision,5800000.0,6413000.0,3857000.0,6659000.0,5326000.0,
Pretax Income,18603000.0,21845000.0,12823000.0,21139000.0,16911000.0,
Net Non Operating Interest Income Expense,2627000.0,2587000.0,2619000.0,2697000.0,2761000.0,
Interest Expense Non Operating,990000.0,1010000.0,1015000.0,1046000.0,1064000.0,
Interest Income Non Operating,3617000.0,3597000.0,3634000.0,3743000.0,3825000.0,
Operating Income,15976000.0,21383000.0,10204000.0,18442000.0,14150000.0,
Operating Expense,145902000.0,148270000.0,145728000.0,145000000.0,138798000.0,
Depreciation Amortization Depletion Income Statement,8383000.0,8341000.0,8078000.0,8523000.0,8506000.0,
Depreciation And Amortization In Income Statement,8383000.0,8341000.0,8078000.0,8523000.0,8506000.0,
Selling General And Administration,137519000.0,139929000.0,137650000.0,136477000.0,130292000.0,
General And Administrative Expense,137519000.0,139929000.0,137650000.0,136477000.0,130292000.0,
Other Gand A,137519000.0,139929000.0,137650000.0,136477000.0,130292000.0,
Gross Profit,161878000.0,169653000.0,155932000.0,163442000.0,152948000.0,
Cost Of Revenue,395819000.0,408584000.0,390464000.0,412137000.0,383406000.0,
Total Revenue,557697000.0,578237000.0,546396000.0,575579000.0,536354000.0,
Operating Revenue,557697000.0,578237000.0,546396000.0,575579000.0,536354000.0,
