,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.004643,0.21,0.0,0.0,
Normalized EBITDA,-1087362.0,-3879154.0,-1266747.0,-1221006.0,-1058938.0,
Total Unusual Items,-709424.0,0.0,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-709424.0,0.0,0.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-1997653.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Reconciled Depreciation,196776.0,196776.0,196775.0,196772.0,196774.0,
Reconciled Cost Of Revenue,0.0,0.0,196080.0,344998.0,1726658.0,
EBITDA,-1796786.0,-3879154.0,-1266747.0,-1221006.0,-1058938.0,
EBIT,-1993562.0,-4075930.0,-1463522.0,-1417778.0,-1255712.0,
Net Interest Income,-4091.0,-4092.0,-4092.0,-154083.0,-271466.0,
Interest Expense,4091.0,4092.0,4092.0,154083.0,271466.0,
Normalized Income,-1288229.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Net Income From Continuing And Discontinued Operation,-1997653.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Total Expenses,1331183.0,4278533.0,2055700.0,2131592.0,3482026.0,
Diluted Average Shares,11542302.0,9503715.0,,4482527.0,2863002.0,2854850.0
Basic Average Shares,11542302.0,9503715.0,,4482527.0,2863002.0,2854850.0
Diluted EPS,-0.17,-0.43,,-0.39,-0.56,-0.76
Basic EPS,-0.17,-0.43,,-0.39,-0.56,-0.76
Diluted NI Availto Com Stockholders,-1997653.0,-4083580.0,-1441557.0,-1751861.0,-1594678.0,
Net Income Common Stockholders,-1997653.0,-4083580.0,-1441557.0,-1751861.0,-1594678.0,
Preferred Stock Dividends,,22500.0,-45000.0,180000.0,67500.0,67500.0
Net Income,-1997653.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Net Income Including Noncontrolling Interests,-1997653.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Net Income Continuous Operations,-1997653.0,-4061080.0,-1486557.0,-1571861.0,-1527178.0,
Tax Provision,0.0,-18942.0,18943.0,0.0,0.0,
Pretax Income,-1997653.0,-4080022.0,-1467614.0,-1571861.0,-1527178.0,
Other Income Expense,-709424.0,,-142786.0,,,-98432.0
Special Income Charges,-709424.0,0.0,0.0,0.0,0.0,
Gain On Sale Of Ppe,-709424.0,,,,0.0,
Other Special Charges,,,0.0,,,98432.0
Net Non Operating Interest Income Expense,-4091.0,-4092.0,-4092.0,-154083.0,-271466.0,
Total Other Finance Cost,,,,,271466.0,299917.0
Interest Expense Non Operating,4091.0,4092.0,4092.0,154083.0,271466.0,
Operating Income,-1284138.0,-4075930.0,-1320736.0,-1417778.0,-1255712.0,
Operating Expense,1331183.0,4278533.0,1859620.0,1786594.0,1755368.0,
Selling General And Administration,1331183.0,4278533.0,1859620.0,1786594.0,1755368.0,
Selling And Marketing Expense,0.0,0.0,0.0,30000.0,251400.0,
General And Administrative Expense,1331183.0,4278533.0,1859620.0,1756594.0,1503968.0,
Other Gand A,1331183.0,4278533.0,1859620.0,1756594.0,1503968.0,
Gross Profit,47045.0,202603.0,538884.0,368816.0,499656.0,
Cost Of Revenue,0.0,0.0,196080.0,344998.0,1726658.0,
Total Revenue,47045.0,202603.0,734964.0,713814.0,2226314.0,
Excise Taxes,0.0,0.0,0.0,3785.0,17249.0,
Operating Revenue,47045.0,202603.0,734964.0,717599.0,2243563.0,
