,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-6521739.130435,-7161000.0,-8493333.333333,-1158000.0,-4708000.0,,
Tax Rate For Calcs,0.250836,0.231,0.130667,0.193,0.214,,
Normalized EBITDA,479000000.0,401000000.0,591000000.0,426000000.0,425000000.0,,
Total Unusual Items,-26000000.0,-31000000.0,-65000000.0,-6000000.0,-22000000.0,,
Total Unusual Items Excluding Goodwill,-26000000.0,-31000000.0,-65000000.0,-6000000.0,-22000000.0,,
Net Income From Continuing Operation Net Minority Interest,226000000.0,169000000.0,326000000.0,217000000.0,194000000.0,,
Reconciled Depreciation,145000000.0,145000000.0,142000000.0,141000000.0,145000000.0,,
Reconciled Cost Of Revenue,1409000000.0,1301000000.0,1399000000.0,1320000000.0,1350000000.0,,
EBITDA,453000000.0,370000000.0,526000000.0,420000000.0,403000000.0,,
EBIT,308000000.0,225000000.0,384000000.0,279000000.0,258000000.0,,
Net Interest Income,-9000000.0,-8000000.0,19000000.0,-10000000.0,-11000000.0,,
Interest Expense,9000000.0,8000000.0,9000000.0,10000000.0,11000000.0,,
Normalized Income,245478260.869565,192839000.0,382506666.666667,221842000.0,211292000.0,,
Net Income From Continuing And Discontinued Operation,226000000.0,169000000.0,326000000.0,217000000.0,194000000.0,,
Total Expenses,1970000000.0,1817000000.0,1964000000.0,1820000000.0,1893000000.0,,
Total Operating Income As Reported,305000000.0,231000000.0,267000000.0,280000000.0,253000000.0,,
Diluted Average Shares,,243800000.0,,243800000.0,243500000.0,243000000.0,
Basic Average Shares,,243100000.0,,242900000.0,242600000.0,241900000.0,
Diluted EPS,,0.69,,0.89,0.8,0.63,
Basic EPS,,0.69,,0.89,0.8,0.63,
Diluted NI Availto Com Stockholders,226000000.0,169000000.0,326000000.0,217000000.0,194000000.0,,
Net Income Common Stockholders,226000000.0,169000000.0,326000000.0,217000000.0,194000000.0,,
Net Income,226000000.0,169000000.0,326000000.0,217000000.0,194000000.0,,
Minority Interests,2000000.0,2000000.0,,,,0.0,
Net Income Including Noncontrolling Interests,224000000.0,167000000.0,326000000.0,217000000.0,194000000.0,,
Net Income Continuous Operations,224000000.0,167000000.0,326000000.0,217000000.0,194000000.0,,
Tax Provision,75000000.0,50000000.0,49000000.0,52000000.0,53000000.0,,
Pretax Income,299000000.0,217000000.0,375000000.0,269000000.0,247000000.0,,
Other Income Expense,-23000000.0,-27000000.0,64000000.0,-5000000.0,-18000000.0,,
Other Non Operating Income Expenses,3000000.0,4000000.0,-19000000.0,1000000.0,4000000.0,,
Special Income Charges,-26000000.0,-31000000.0,-65000000.0,-6000000.0,-22000000.0,,
Gain On Sale Of Business,0.0,-10000000.0,-40000000.0,-2000000.0,1000000.0,,
Write Off,4000000.0,4000000.0,-13000000.0,3000000.0,0.0,,
Restructuring And Mergern Acquisition,22000000.0,17000000.0,38000000.0,1000000.0,23000000.0,,
Net Non Operating Interest Income Expense,-9000000.0,-8000000.0,19000000.0,-10000000.0,-11000000.0,,
Interest Expense Non Operating,9000000.0,8000000.0,9000000.0,10000000.0,11000000.0,,
Operating Income,331000000.0,252000000.0,292000000.0,284000000.0,276000000.0,,
Operating Expense,561000000.0,516000000.0,565000000.0,500000000.0,543000000.0,,
Research And Development,58000000.0,56000000.0,58000000.0,55000000.0,58000000.0,,
Selling General And Administration,503000000.0,460000000.0,507000000.0,445000000.0,485000000.0,,
General And Administrative Expense,,460000000.0,,,485000000.0,474000000.0,466000000.0
Other Gand A,,460000000.0,,,485000000.0,474000000.0,466000000.0
Salaries And Wages,,,,,,,0.0
Gross Profit,892000000.0,768000000.0,857000000.0,784000000.0,819000000.0,,
Cost Of Revenue,1409000000.0,1301000000.0,1399000000.0,1320000000.0,1350000000.0,,
Total Revenue,2301000000.0,2069000000.0,2256000000.0,2104000000.0,2169000000.0,,
Operating Revenue,2301000000.0,2069000000.0,2256000000.0,2104000000.0,2169000000.0,,
