,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,101772.68101,662838.0,53390766.153709,0.0,0.0,
Tax Rate For Calcs,0.381171,0.166,0.195475,0.153,0.179004,
Normalized EBITDA,786527000.0,958389000.0,1059268000.0,1005492000.0,979554000.0,
Total Unusual Items,267000.0,3993000.0,273134000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,267000.0,3993000.0,273134000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,207637000.0,305734000.0,567173000.0,315125000.0,300457000.0,
Reconciled Depreciation,324071000.0,452108000.0,456658000.0,474573000.0,469964000.0,
Reconciled Cost Of Revenue,498788000.0,921195000.0,952297000.0,946945000.0,504462000.0,
EBITDA,786794000.0,962382000.0,1332402000.0,1005492000.0,979554000.0,
EBIT,462723000.0,510274000.0,875744000.0,530919000.0,509590000.0,
Net Interest Income,-116726000.0,-117721000.0,-114180000.0,-100567000.0,-114006000.0,
Interest Expense,152243000.0,157110000.0,156776000.0,155905000.0,148208000.0,
Interest Income,35517000.0,39389000.0,42596000.0,55338000.0,34202000.0,
Normalized Income,207471772.68101,302403838.0,347429766.153709,315125000.0,300457000.0,
Net Income From Continuing And Discontinued Operation,241640000.0,305734000.0,567173000.0,315125000.0,374760000.0,
Total Expenses,1529808000.0,1945206000.0,1955372000.0,2125971000.0,1495637000.0,
Total Operating Income As Reported,427206000.0,470885000.0,833148000.0,475581000.0,475388000.0,
Diluted Average Shares,244080808.0,247160000.0,251766000.0,254897000.0,255166000.0,
Basic Average Shares,244080808.0,246749000.0,251123000.0,254402000.0,254748000.0,
Diluted EPS,0.99,1.24,2.25,1.24,1.47,
Basic EPS,0.99,1.24,2.26,1.24,1.47,
Diluted NI Availto Com Stockholders,241640000.0,305734000.0,567173000.0,315125000.0,374760000.0,
Net Income Common Stockholders,241640000.0,305734000.0,567173000.0,315125000.0,374760000.0,
Net Income,241640000.0,305734000.0,567173000.0,315125000.0,374760000.0,
Minority Interests,-4458000.0,-7038000.0,-31110000.0,-18408000.0,-14515000.0,
Net Income Including Noncontrolling Interests,246098000.0,312772000.0,598283000.0,333533000.0,389275000.0,
Net Income Discontinuous Operations,34003000.0,,,,74303000.0,
Net Income Continuous Operations,212095000.0,312772000.0,598283000.0,333533000.0,314972000.0,
Earnings From Equity Interest Net Of Tax,19961000.0,18286000.0,19855000.0,15897000.0,18279000.0,
Tax Provision,118346000.0,58678000.0,140540000.0,57378000.0,64689000.0,
Pretax Income,310480000.0,353164000.0,718968000.0,375014000.0,361382000.0,
Other Income Expense,267000.0,3993000.0,,,,2351000.0
Special Income Charges,267000.0,3993000.0,273134000.0,0.0,0.0,
Gain On Sale Of Business,267000.0,3993000.0,273134000.0,0.0,0.0,
Impairment Of Capital Assets,,,,,,0.0
Net Non Operating Interest Income Expense,-116726000.0,-117721000.0,-114180000.0,-100567000.0,-114006000.0,
Interest Expense Non Operating,152243000.0,157110000.0,156776000.0,155905000.0,148208000.0,
Interest Income Non Operating,35517000.0,39389000.0,42596000.0,55338000.0,34202000.0,
Operating Income,426939000.0,466892000.0,560014000.0,475581000.0,475388000.0,
Operating Expense,1031020000.0,1024011000.0,1003075000.0,1179026000.0,991175000.0,
Selling General And Administration,1031020000.0,1024011000.0,1003075000.0,1179026000.0,991175000.0,
Gross Profit,1457959000.0,1490903000.0,1563089000.0,1654607000.0,1466563000.0,
Cost Of Revenue,498788000.0,921195000.0,952297000.0,946945000.0,504462000.0,
Total Revenue,1956747000.0,2412098000.0,2515386000.0,2601552000.0,1971025000.0,
Operating Revenue,1956747000.0,2412098000.0,2515386000.0,2601552000.0,1971025000.0,
