,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-115710.0,-4053941.05266,-4527803.297392,-23568431.784883,1415190.0,
Tax Rate For Calcs,0.21,0.271712,0.223474,0.340515,0.21,
Normalized EBITDA,286685000.0,339783000.0,319082000.0,293138000.0,271493000.0,
Total Unusual Items,-551000.0,-14920000.0,-20261000.0,-69214000.0,6739000.0,
Total Unusual Items Excluding Goodwill,-551000.0,-14920000.0,-20261000.0,-69214000.0,6739000.0,
Net Income From Continuing Operation Net Minority Interest,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Reconciled Depreciation,146169000.0,135687000.0,127827000.0,106149000.0,68273000.0,
Reconciled Cost Of Revenue,677872000.0,637020000.0,704813000.0,572256000.0,449955000.0,
EBITDA,286134000.0,324863000.0,298821000.0,223924000.0,278232000.0,
EBIT,139965000.0,189176000.0,170994000.0,117775000.0,209959000.0,
Net Interest Income,-35285000.0,-38630000.0,-46532000.0,-22659000.0,-20179000.0,
Interest Expense,39997000.0,40467000.0,46532000.0,24951000.0,20179000.0,
Interest Income,4712000.0,1837000.0,,2292000.0,,1777000.0
Normalized Income,43307290.0,119169058.94734,112381196.702608,106861568.215117,189684190.0,
Net Income From Continuing And Discontinued Operation,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Total Expenses,712848000.0,672228000.0,736086000.0,615852000.0,489624000.0,
Total Operating Income As Reported,135253000.0,187339000.0,170994000.0,115483000.0,209959000.0,
Diluted Average Shares,161528000.0,161937000.0,162817000.0,152938000.0,146060000.0,
Basic Average Shares,158798000.0,159006000.0,160257000.0,149727000.0,142854000.0,
Diluted EPS,0.27,0.67,0.59,0.4,1.34,
Basic EPS,0.27,0.68,0.6,0.41,1.37,
Diluted NI Availto Com Stockholders,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Net Income Common Stockholders,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Net Income,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Net Income Including Noncontrolling Interests,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Net Income Continuous Operations,42872000.0,108303000.0,96648000.0,61216000.0,195008000.0,
Tax Provision,57096000.0,40406000.0,27814000.0,31608000.0,-5228000.0,
Pretax Income,99968000.0,148709000.0,124462000.0,92824000.0,189780000.0,
Other Income Expense,-551000.0,-14920000.0,-20261000.0,-69214000.0,6739000.0,
Special Income Charges,-551000.0,-14920000.0,-20261000.0,-69214000.0,6739000.0,
Gain On Sale Of Ppe,4751000.0,,0.0,0.0,17357000.0,0.0
Other Special Charges,,,,,,-41823000.0
Restructuring And Mergern Acquisition,5302000.0,14920000.0,20261000.0,69214000.0,10618000.0,
Net Non Operating Interest Income Expense,-35285000.0,-38630000.0,-46532000.0,-22659000.0,-20179000.0,
Interest Expense Non Operating,39997000.0,40467000.0,46532000.0,24951000.0,20179000.0,
Interest Income Non Operating,4712000.0,1837000.0,,2292000.0,,1777000.0
Operating Income,135804000.0,202259000.0,191255000.0,184697000.0,203220000.0,
Operating Expense,34976000.0,35208000.0,31273000.0,43596000.0,39669000.0,
Selling General And Administration,34976000.0,35208000.0,31273000.0,43596000.0,39669000.0,
General And Administrative Expense,34976000.0,35208000.0,31273000.0,43596000.0,39669000.0,
Other Gand A,34976000.0,35208000.0,31273000.0,43596000.0,39669000.0,
Gross Profit,170780000.0,237467000.0,222528000.0,228293000.0,242889000.0,
Cost Of Revenue,677872000.0,637020000.0,704813000.0,572256000.0,449955000.0,
Total Revenue,848652000.0,874487000.0,927341000.0,800549000.0,692844000.0,
Operating Revenue,812077000.0,832428000.0,882089000.0,763543000.0,660710000.0,
