,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.263158,0.19,0.206311,0.21,0.19685
Net Income From Continuing Operation Net Minority Interest,40000000.0,-21000000.0,327000000.0,-6000000.0,203000000.0
Reconciled Depreciation,158000000.0,153000000.0,152000000.0,147000000.0,147000000.0
EBIT,98000000.0,14000000.0,450000000.0,6000000.0,282000000.0
Net Interest Income,-41000000.0,-40000000.0,-38000000.0,-36000000.0,-28000000.0
Interest Expense,41000000.0,40000000.0,38000000.0,36000000.0,28000000.0
Interest Income,677000000.0,673000000.0,690000000.0,694000000.0,653000000.0
Normalized Income,40000000.0,-21000000.0,327000000.0,-6000000.0,203000000.0
Net Income From Continuing And Discontinued Operation,40000000.0,-21000000.0,327000000.0,-6000000.0,203000000.0
Total Expenses,1247000000.0,880000000.0,1058000000.0,1391000000.0,821000000.0
Diluted Average Shares,134000000.0,126000000.0,131000000.0,124000000.0,131000000.0
Basic Average Shares,133000000.0,126000000.0,125000000.0,124000000.0,124000000.0
Diluted EPS,0.26,-0.2,2.5,-0.08,1.55
Basic EPS,0.26,-0.2,2.58,-0.08,1.6
Diluted NI Availto Com Stockholders,35000000.0,-25000000.0,323000000.0,-10000000.0,198000000.0
Net Income Common Stockholders,35000000.0,-25000000.0,323000000.0,-10000000.0,198000000.0
Preferred Stock Dividends,5000000.0,4000000.0,4000000.0,4000000.0,5000000.0
Net Income,40000000.0,-21000000.0,327000000.0,-6000000.0,203000000.0
Minority Interests,-2000000.0,0.0,0.0,-1000000.0,-1000000.0
Net Income Including Noncontrolling Interests,42000000.0,-21000000.0,327000000.0,-5000000.0,204000000.0
Net Income Continuous Operations,42000000.0,-21000000.0,327000000.0,-5000000.0,204000000.0
Tax Provision,15000000.0,-5000000.0,85000000.0,-25000000.0,50000000.0
Pretax Income,57000000.0,-26000000.0,412000000.0,-30000000.0,254000000.0
Other Income Expense,92000000.0,73000000.0,-175000000.0,102000000.0,88000000.0
Net Non Operating Interest Income Expense,-41000000.0,-40000000.0,-38000000.0,-36000000.0,-28000000.0
Interest Expense Non Operating,41000000.0,40000000.0,38000000.0,36000000.0,28000000.0
Other Operating Expenses,38000000.0,150000000.0,-51000000.0,116000000.0,66000000.0
Depreciation And Amortization In Income Statement,158000000.0,153000000.0,152000000.0,147000000.0,147000000.0
Selling General And Administration,77000000.0,67000000.0,81000000.0,80000000.0,69000000.0
General And Administrative Expense,77000000.0,67000000.0,81000000.0,80000000.0,69000000.0
Salaries And Wages,77000000.0,67000000.0,81000000.0,80000000.0,69000000.0
Total Revenue,1304000000.0,854000000.0,1470000000.0,1361000000.0,1075000000.0
Operating Revenue,1304000000.0,854000000.0,1470000000.0,1361000000.0,1075000000.0
Loss Adjustment Expense,591000000.0,86000000.0,339000000.0,668000000.0,254000000.0
Net Policyholder Benefits And Claims,591000000.0,86000000.0,339000000.0,668000000.0,254000000.0
Policyholder Benefits Gross,591000000.0,86000000.0,339000000.0,668000000.0,254000000.0
