,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-124168034.388433,-66720100.0,26101432.181971,-74902800.0,-1982273.102797,
Tax Rate For Calcs,0.256546,0.193,0.057594,0.222,0.091349,
Normalized EBITDA,1848700000.0,1781000000.0,1674600000.0,1757500000.0,1793400000.0,
Total Unusual Items,-484000000.0,-345700000.0,453200000.0,-337400000.0,-21700000.0,
Total Unusual Items Excluding Goodwill,-484000000.0,-345700000.0,453200000.0,-337400000.0,-21700000.0,
Net Income From Continuing Operation Net Minority Interest,366800000.0,488700000.0,1229600000.0,416200000.0,761800000.0,
Reconciled Depreciation,510300000.0,492500000.0,500900000.0,512800000.0,561700000.0,
Reconciled Cost Of Revenue,688700000.0,634500000.0,654400000.0,637500000.0,608200000.0,
EBITDA,1364700000.0,1435300000.0,2127800000.0,1420100000.0,1771700000.0,
EBIT,854400000.0,942800000.0,1626900000.0,907300000.0,1210000000.0,
Net Interest Income,-312000000.0,-298400000.0,-289100000.0,-319100000.0,-328300000.0,
Interest Expense,342600000.0,325300000.0,321200000.0,356800000.0,362700000.0,
Interest Income,30600000.0,26900000.0,32100000.0,37700000.0,34400000.0,
Normalized Income,726631965.611567,767679900.0,802501432.181971,678697200.0,781517726.897203,
Net Income From Continuing And Discontinued Operation,366800000.0,488700000.0,1229600000.0,-792300000.0,900300000.0,
Total Expenses,1429200000.0,1308700000.0,1381000000.0,1383100000.0,1388500000.0,
Total Operating Income As Reported,1197700000.0,1254100000.0,1080100000.0,1139200000.0,1156200000.0,
Diluted Average Shares,468791000.0,468519000.0,468418000.0,468261000.0,467781000.0,
Basic Average Shares,468178000.0,467640000.0,467337000.0,467196000.0,467038000.0,
Diluted EPS,0.78,1.04,2.62,-1.7,1.92,
Basic EPS,0.78,1.05,2.63,-1.7,1.93,
Diluted NI Availto Com Stockholders,366800000.0,488700000.0,1229600000.0,-792300000.0,900300000.0,
Net Income Common Stockholders,366800000.0,488700000.0,1229600000.0,-792300000.0,900300000.0,
Net Income,366800000.0,488700000.0,1229600000.0,-792300000.0,900300000.0,
Minority Interests,-13700000.0,-9900000.0,-900000.0,-11900000.0,-8100000.0,
Net Income Including Noncontrolling Interests,380500000.0,498600000.0,1230500000.0,-780400000.0,908400000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,-1208500000.0,138500000.0,
Net Income Continuous Operations,380500000.0,498600000.0,1230500000.0,428100000.0,769900000.0,
Tax Provision,131300000.0,118900000.0,75200000.0,122400000.0,77400000.0,
Pretax Income,511800000.0,617500000.0,1305700000.0,550500000.0,847300000.0,
Other Income Expense,-373900000.0,-338200000.0,428200000.0,-269600000.0,19400000.0,
Other Non Operating Income Expenses,110100000.0,7500000.0,-25000000.0,67800000.0,41100000.0,
Special Income Charges,,,-86500000.0,0.0,0.0,-429600000.0
Other Special Charges,,,,,,0.0
Impairment Of Capital Assets,,,,,,282400000.0
Gain On Sale Of Security,-484000000.0,-345700000.0,539700000.0,-337400000.0,-21700000.0,
Net Non Operating Interest Income Expense,-312000000.0,-298400000.0,-289100000.0,-319100000.0,-328300000.0,
Interest Expense Non Operating,342600000.0,325300000.0,321200000.0,356800000.0,362700000.0,
Interest Income Non Operating,30600000.0,26900000.0,32100000.0,37700000.0,34400000.0,
Operating Income,1197700000.0,1254100000.0,1166600000.0,1139200000.0,1156200000.0,
Operating Expense,740500000.0,674200000.0,726600000.0,731300000.0,739200000.0,
Other Operating Expenses,-3500000.0,-55800000.0,-17400000.0,5100000.0,300000.0,
Depreciation Amortization Depletion Income Statement,510300000.0,492500000.0,500900000.0,498500000.0,520600000.0,
Depreciation And Amortization In Income Statement,510300000.0,492500000.0,500900000.0,498500000.0,520600000.0,
Selling General And Administration,233700000.0,237500000.0,243100000.0,227700000.0,218300000.0,
Gross Profit,1938200000.0,1928300000.0,1893200000.0,1870500000.0,1895400000.0,
Cost Of Revenue,688700000.0,634500000.0,654400000.0,651800000.0,649300000.0,
Total Revenue,2626900000.0,2562800000.0,2547600000.0,2522300000.0,2544700000.0,
Operating Revenue,2626900000.0,2562800000.0,2547600000.0,2522300000.0,2544700000.0,
