,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-429240.0,1249080.0,-508620.0,589890.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.0
Normalized EBITDA,-23523000.0,-30143000.0,-27261000.0,-29739000.0,-28428000.0
Total Unusual Items,-2044000.0,5948000.0,-2422000.0,2809000.0,3364000.0
Total Unusual Items Excluding Goodwill,-2044000.0,5948000.0,-2422000.0,2809000.0,3364000.0
Net Income From Continuing Operation Net Minority Interest,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Reconciled Depreciation,1191000.0,917000.0,994000.0,1158000.0,1387000.0
Reconciled Cost Of Revenue,240000.0,356000.0,582000.0,420000.0,268000.0
EBITDA,-25567000.0,-24195000.0,-29683000.0,-26930000.0,-25064000.0
EBIT,-26758000.0,-25112000.0,-30677000.0,-28088000.0,-26451000.0
Normalized Income,-27221240.0,-23887920.0,-31207620.0,-27532110.0,-26463000.0
Net Income From Continuing And Discontinued Operation,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Total Expenses,27349000.0,25954000.0,31869000.0,28875000.0,27073000.0
Total Operating Income As Reported,-30120000.0,-25112000.0,-30677000.0,-28088000.0,-26451000.0
Diluted Average Shares,183625000.0,182303000.0,146329000.0,142399000.0,141939000.0
Basic Average Shares,183625000.0,182303000.0,146329000.0,142399000.0,141939000.0
Diluted EPS,-0.16,-0.11,-0.23,-0.18,-0.16
Basic EPS,-0.16,-0.11,-0.23,-0.18,-0.16
Diluted NI Availto Com Stockholders,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Net Income Common Stockholders,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Net Income,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Net Income Including Noncontrolling Interests,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Net Income Continuous Operations,-28836000.0,-19189000.0,-33121000.0,-25313000.0,-23099000.0
Tax Provision,20000.0,11000.0,13000.0,43000.0,0.0
Pretax Income,-28816000.0,-19178000.0,-33108000.0,-25270000.0,-23099000.0
Other Income Expense,-2058000.0,5934000.0,-2431000.0,2818000.0,3352000.0
Other Non Operating Income Expenses,-14000.0,-14000.0,-9000.0,9000.0,-12000.0
Special Income Charges,-3362000.0,,,,0.0
Other Special Charges,3362000.0,,,,
Gain On Sale Of Security,1318000.0,5948000.0,-2422000.0,2809000.0,3364000.0
Operating Income,-26758000.0,-25112000.0,-30677000.0,-28088000.0,-26451000.0
Operating Expense,27109000.0,25598000.0,31287000.0,28455000.0,26805000.0
Research And Development,15213000.0,13717000.0,16988000.0,16171000.0,14381000.0
Selling General And Administration,11896000.0,11881000.0,14299000.0,12284000.0,12424000.0
Gross Profit,351000.0,486000.0,610000.0,367000.0,354000.0
Cost Of Revenue,240000.0,356000.0,582000.0,420000.0,268000.0
Total Revenue,591000.0,842000.0,1192000.0,787000.0,622000.0
Operating Revenue,591000.0,842000.0,1192000.0,787000.0,622000.0
