,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,2256000.0,1910000.0,-870000.0,242000.0,510000.0,
Net Income From Continuing Operation Net Minority Interest,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Reconciled Depreciation,773000.0,831000.0,845000.0,867000.0,839000.0,
Reconciled Cost Of Revenue,29678000.0,29880000.0,32669000.0,30358000.0,29541000.0,
EBITDA,2256000.0,1910000.0,-870000.0,242000.0,510000.0,
EBIT,1483000.0,1079000.0,-1715000.0,-625000.0,-329000.0,
Net Interest Income,-546000.0,-604000.0,-318000.0,-246000.0,-127000.0,
Interest Expense,546000.0,604000.0,318000.0,246000.0,127000.0,
Normalized Income,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Net Income From Continuing And Discontinued Operation,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Total Expenses,33928000.0,34248000.0,36927000.0,35018000.0,33711000.0,
Total Operating Income As Reported,1729000.0,1273000.0,-1374000.0,-283000.0,-130000.0,
Diluted Average Shares,22415000.0,22288000.0,21965000.0,,21880000.0,22446000.0
Basic Average Shares,22088000.0,21989000.0,21965000.0,,21880000.0,21852000.0
Diluted EPS,0.02,0.000718,-0.1,,-0.03,0.01
Basic EPS,0.02,0.000728,-0.1,,-0.03,0.01
Diluted NI Availto Com Stockholders,375000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Net Income Common Stockholders,375000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Otherunder Preferred Stock Dividend,15000.0,0.0,0.0,,0.0,5000.0
Net Income,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Net Income Including Noncontrolling Interests,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Net Income Continuous Operations,390000.0,16000.0,-2221000.0,-1079000.0,-555000.0,
Tax Provision,547000.0,459000.0,188000.0,208000.0,99000.0,
Pretax Income,937000.0,475000.0,-2033000.0,-871000.0,-456000.0,
Other Income Expense,-246000.0,-194000.0,-341000.0,-342000.0,-199000.0,
Other Non Operating Income Expenses,-246000.0,-194000.0,-341000.0,-342000.0,-199000.0,
Net Non Operating Interest Income Expense,-546000.0,-604000.0,-318000.0,-246000.0,-127000.0,
Interest Expense Non Operating,546000.0,604000.0,318000.0,246000.0,127000.0,
Operating Income,1729000.0,1273000.0,-1374000.0,-283000.0,-130000.0,
Operating Expense,4250000.0,4368000.0,4258000.0,4660000.0,4170000.0,
Selling General And Administration,4250000.0,4368000.0,4258000.0,4660000.0,4170000.0,
Gross Profit,5979000.0,5641000.0,2884000.0,4377000.0,4040000.0,
Cost Of Revenue,29678000.0,29880000.0,32669000.0,30358000.0,29541000.0,
Total Revenue,35657000.0,35521000.0,35553000.0,34735000.0,33581000.0,
Operating Revenue,35657000.0,35521000.0,35553000.0,34735000.0,33581000.0,
