,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-10901.619503,-52896.0,-2123350.924212,-16426.0,-13376.0
Tax Rate For Calcs,0.155737,0.152,0.130885,0.191,0.176
Normalized EBITDA,572255000.0,413018000.0,417821000.0,336142000.0,330815000.0
Total Unusual Items,-70000.0,-348000.0,-16223000.0,-86000.0,-76000.0
Total Unusual Items Excluding Goodwill,-70000.0,-348000.0,-16223000.0,-86000.0,-76000.0
Net Income From Continuing Operation Net Minority Interest,151187000.0,99681000.0,94060000.0,59952000.0,66586000.0
Reconciled Depreciation,27401000.0,27715000.0,28959000.0,28334000.0,28231000.0
Reconciled Cost Of Revenue,338306000.0,341231000.0,327733000.0,284391000.0,256503000.0
EBITDA,572185000.0,412670000.0,401598000.0,336056000.0,330739000.0
EBIT,544784000.0,384955000.0,372639000.0,307722000.0,302508000.0
Net Interest Income,-199446000.0,-162900000.0,-171773000.0,-162329000.0,-171402000.0
Interest Expense,197764000.0,161219000.0,170034000.0,160562000.0,147123000.0
Normalized Income,151246098.380497,99976104.0,108159649.075788,60021574.0,66648624.0
Net Income From Continuing And Discontinued Operation,151187000.0,99681000.0,94060000.0,59952000.0,66586000.0
Total Expenses,453037000.0,450885000.0,443684000.0,397265000.0,366122000.0
Diluted Average Shares,85530426.0,86047558.0,86066968.0,87536847.0,88358223.0
Basic Average Shares,85490121.0,85681015.0,85662686.0,87152658.0,88137799.0
Diluted EPS,1.65,1.08,1.03,0.64,0.71
Basic EPS,1.65,1.09,1.03,0.65,0.71
Diluted NI Availto Com Stockholders,141065000.0,93312000.0,88414000.0,56410000.0,62826000.0
Net Income Common Stockholders,141065000.0,93312000.0,88414000.0,56410000.0,62826000.0
Otherunder Preferred Stock Dividend,10122000.0,6369000.0,5646000.0,3542000.0,3760000.0
Net Income,151187000.0,99681000.0,94060000.0,59952000.0,66586000.0
Minority Interests,-141789000.0,-89954000.0,-82027000.0,-59071000.0,-61531000.0
Net Income Including Noncontrolling Interests,292976000.0,189635000.0,176087000.0,119023000.0,128117000.0
Net Income Continuous Operations,292976000.0,189635000.0,176087000.0,119023000.0,128117000.0
Tax Provision,54044000.0,34101000.0,26518000.0,28137000.0,27268000.0
Pretax Income,347020000.0,223736000.0,202605000.0,147160000.0,155385000.0
Other Income Expense,-70000.0,-348000.0,-16223000.0,-86000.0,-76000.0
Special Income Charges,-70000.0,-348000.0,-16223000.0,-86000.0,-76000.0
Other Special Charges,11000.0,10000.0,16174000.0,17000.0,16000.0
Restructuring And Mergern Acquisition,59000.0,338000.0,49000.0,69000.0,60000.0
Net Non Operating Interest Income Expense,-199446000.0,-162900000.0,-171773000.0,-162329000.0,-171402000.0
Total Other Finance Cost,1682000.0,1681000.0,1739000.0,1767000.0,24279000.0
Interest Expense Non Operating,197764000.0,161219000.0,170034000.0,160562000.0,147123000.0
Operating Income,546536000.0,386984000.0,390601000.0,309575000.0,326863000.0
Operating Expense,114731000.0,109654000.0,115951000.0,112874000.0,109619000.0
Other Operating Expenses,25895000.0,22136000.0,27656000.0,24939000.0,22061000.0
Depreciation Amortization Depletion Income Statement,27401000.0,27715000.0,28959000.0,28334000.0,28231000.0
Depreciation And Amortization In Income Statement,27401000.0,27715000.0,28959000.0,28334000.0,28231000.0
Amortization,11783000.0,11783000.0,11783000.0,11848000.0,12153000.0
Amortization Of Intangibles Income Statement,11783000.0,11783000.0,11783000.0,11848000.0,12153000.0
Depreciation Income Statement,15618000.0,15932000.0,17176000.0,16486000.0,16078000.0
Selling General And Administration,61435000.0,59803000.0,59336000.0,59601000.0,59327000.0
General And Administrative Expense,61435000.0,59803000.0,59336000.0,59601000.0,59327000.0
Other Gand A,61435000.0,59803000.0,59336000.0,59601000.0,59327000.0
Gross Profit,661267000.0,496638000.0,506552000.0,422449000.0,436482000.0
Cost Of Revenue,338306000.0,341231000.0,327733000.0,284391000.0,256503000.0
Total Revenue,999573000.0,837869000.0,834285000.0,706840000.0,692985000.0
Operating Revenue,935061000.0,850343000.0,808183000.0,700847000.0,659562000.0
